window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6148,23,7,0,1.9994,0,14.3,0,0,6.59,1.0,6148.0,703,1.0,435,654,219,2334,0.000834,0.0077,411.2478,0,0.0,0.0057,0.0009,3,0,0,0,0.039402,0.015625,64,0.6034,0.0394,0.2683
2,5000,3710,3,5,0,1.9994,0,13.3,461,3240,5.25,0.825,4554.0,470,1.0,395,8,48,2348,0.000982,0.0125,351.5333,1,1.0,0.0066,0.0012,1,0,0,0,0.042784,0.015625,64,0.6348,0.0795,0.2517
3,5000,3424,1,3,0,1.9994,0,13.1,260,3182,4.87,0.8624,4003.0,242,1.0,310,1,86,2239,0.001015,0.0092,231.1366,2,2.0,0.0086,0.0014,0,0,0,0,0.038197,0.015625,63,0.5909,0.1177,0.2388
