seed,window,rate,H2,H3,dH,J2,J3
789,19,0.0005,1.352,1.352,0.0,0.4054,0.4778
789,20,0.0005,0.8167,1.2075,0.3908,0.0424,0.3444
789,21,0.0005,1.1596,1.6184,0.4588,0.2947,0.6111
789,22,0.0005,-0.0,0.4138,0.4138,-0.0933,0.0399
789,23,0.0005,1.1401,1.6137,0.4736,0.3383,0.6908
789,24,0.0005,-0.0,0.3373,0.3373,-0.1408,-0.0769
789,25,0.0005,1.2516,1.9183,0.6667,0.6885,1.3472
999,1,0.0005,0.3704,0.7156,0.3452,-0.6296,-0.4454
999,2,0.0005,1.441,1.6145,0.1735,0.6081,0.6527
999,3,0.0005,0.8842,0.8842,0.0,0.131,0.1635
999,4,0.0005,1.0613,1.3716,0.3103,0.4487,0.6393
999,5,0.0005,0.9864,1.5694,0.583,0.0142,0.5496
999,6,0.0005,0.7732,1.352,0.5788,-0.1523,0.2717
999,7,0.0005,-0.0,0.4395,0.4395,-0.2144,-0.0473
999,8,0.0005,1.1568,1.1568,0.0,0.5681,0.6099
999,9,0.0005,1.659,2.1451,0.4861,0.9021,1.3865
999,10,0.0005,0.8659,1.4911,0.6252,0.2567,0.73
999,11,0.0005,-0.0,0.5436,0.5436,-0.1878,0.0803
999,12,0.0005,1.0,1.0,0.0,1.2075,1.2075
999,13,0.0005,1.1982,1.1982,0.0,1.06,1.06
999,14,0.0005,-0.0,0.7219,0.7219,-0.0827,0.436
999,15,0.0005,1.361,1.361,0.0,0.9189,0.9735
999,16,0.0005,1.585,1.585,0.0,0.8342,0.8342
999,17,0.0005,1.2917,1.6267,0.335,0.5566,0.7837
999,18,0.0005,-0.0,0.4138,0.4138,-0.0999,0.0221
999,19,0.0005,-0.0,-0.0,0.0,-0.5,-0.2927
999,20,0.0005,1.371,1.9219,0.5509,0.8573,1.39
999,21,0.0005,1.1488,1.8424,0.6936,0.5713,1.1065
999,22,0.0005,1.0613,1.5488,0.4875,0.4283,0.8013
999,23,0.0005,1.8424,1.8424,0.0,1.038,1.0949
999,24,0.0005,0.4395,0.4395,0.0,0.1782,0.1782
999,25,0.0005,-0.0,0.7219,0.7219,-0.2832,0.3141
1337,1,0.0005,0.5632,0.8236,0.2604,-0.5978,-0.4689
1337,2,0.0005,1.4499,1.7623,0.3124,0.8314,0.9983
1337,3,0.0005,0.549,0.9882,0.4392,0.025,0.3046
1337,4,0.0005,0.9219,1.3568,0.4349,0.21,0.4849
1337,5,0.0005,1.1221,1.4047,0.2826,0.4895,0.6158
1337,6,0.0005,0.8929,1.4372,0.5443,0.2579,0.658
1337,7,0.0005,0.3912,0.3912,0.0,-0.032,0.0679
1337,8,0.0005,-0.0,-0.0,0.0,-0.3011,-0.3011
1337,9,0.0005,1.1401,1.736,0.5959,0.3383,0.9383
1337,10,0.0005,0.6144,1.2332,0.6188,-0.1831,0.2789
1337,11,0.0005,1.5,1.5,0.0,0.8693,0.9411
1337,12,0.0005,1.7583,2.1991,0.4408,0.8028,1.276
1337,13,0.0005,-0.0,-0.0,0.0,0.0721,0.1875
1337,14,0.0005,1.2516,1.5275,0.2759,0.6885,0.8447
1337,15,0.0005,1.5738,1.5738,0.0,0.7376,0.7752
1337,16,0.0005,-0.0,0.5436,0.5436,0.0015,0.2942
1337,17,0.0005,1.2419,1.9086,0.6667,0.6788,1.2888
1337,18,0.0005,0.6402,1.1401,0.4999,-0.1342,0.3554
1337,19,0.0005,-0.0,0.9968,0.9968,-0.2521,0.597
1337,20,0.0005,1.2419,1.5546,0.3127,0.6788,0.9319
1337,21,0.0005,1.1033,1.7968,0.6935,0.5129,1.1038
1337,22,0.0005,1.7759,1.7759,0.0,0.8977,1.0518
1337,23,0.0005,1.1488,1.6645,0.5157,0.536,0.9572
1337,24,0.0005,0.8167,1.6258,0.8091,-0.0619,0.6683
1337,25,0.0005,1.7885,1.7885,0.0,1.0719,1.1918
2024,1,0.0005,0.8306,1.3094,0.4788,-0.3304,0.0169
2024,2,0.0005,0.608,0.9728,0.3648,-0.2391,-0.0227
2024,3,0.0005,0.6686,1.0984,0.4298,-0.3056,-0.0199
2024,4,0.0005,0.6998,1.0389,0.3391,-0.2896,-0.0793
2024,5,0.0005,-0.0,0.4855,0.4855,-0.2352,-0.0392
2024,6,0.0005,1.4466,1.88,0.4334,0.7225,1.0298
2024,7,0.0005,0.469,1.1568,0.6878,0.0285,0.5126
2024,8,0.0005,1.0219,1.0219,0.0,0.0892,0.2513
2024,9,0.0005,-0.0,0.4395,0.4395,-0.1713,0.0317
2024,10,0.0005,-0.0,-0.0,0.0,-0.5,-0.2832
2024,11,0.0005,-0.0,0.3373,0.3373,-0.5,-0.2764
2024,12,0.0005,0.8031,1.5003,0.6972,0.1011,0.7169
2024,13,0.0005,1.1488,1.1488,0.0,0.5291,0.6541
2024,14,0.0005,0.7219,1.5219,0.8,0.2062,1.0762
2024,15,0.0005,-0.0,0.5665,0.5665,-0.1713,0.2364
2024,16,0.0005,0.7732,1.1451,0.3719,0.0588,0.2749
2024,17,0.0005,0.9913,0.9913,0.0,0.095,0.2101
2024,18,0.0005,-0.0,0.9544,0.9544,-0.1447,0.8532
2024,19,0.0005,-0.0,1.0,1.0,-0.5,0.3147
2024,20,0.0005,0.8684,0.8684,0.0,0.1858,0.4774
2024,21,0.0005,1.352,1.8811,0.5291,0.4369,0.9812
2024,22,0.0005,1.1568,1.8464,0.6896,0.4079,0.9816
2024,23,0.0005,1.3411,1.7274,0.3863,0.3327,0.7161
2024,24,0.0005,0.7732,1.1451,0.3719,-0.0139,0.2028
2024,25,0.0005,1.5613,1.9056,0.3443,0.9848,1.2096
7,1,0.001,0.1493,0.4148,0.2655,-0.8507,-0.7462
7,2,0.001,0.712,1.164,0.452,-0.2563,0.0915
7,3,0.001,0.431,0.8996,0.4686,-0.3629,-0.0552
7,4,0.001,-0.0,0.4395,0.4395,-0.3119,-0.1629
7,5,0.001,0.6144,0.9142,0.2998,-0.1449,-0.0022
7,6,0.001,1.0374,1.0374,0.0,0.0346,0.1026
7,7,0.001,0.9864,0.9864,0.0,0.1313,0.1313
7,8,0.001,1.2366,1.2366,0.0,0.272,0.272
7,9,0.001,1.7899,1.7899,0.0,0.9374,0.9374
7,10,0.001,0.9568,1.4886,0.5318,0.1267,0.5913
7,11,0.001,0.7229,1.1542,0.4313,-0.0913,0.1892
7,12,0.001,0.65,0.65,0.0,0.2511,0.3086
7,13,0.001,-0.0,0.469,0.469,-0.202,0.0429
7,14,0.001,1.8366,2.1972,0.3606,1.273,1.6653
7,15,0.001,-0.0,-0.0,0.0,0.0974,0.3599
7,16,0.001,1.0554,1.5535,0.4981,0.2304,0.6979
7,17,0.001,0.5033,0.9864,0.4831,-0.0324,0.2459
7,18,0.001,-0.0,0.5226,0.5226,-0.2593,-0.0291
7,19,0.001,1.7605,1.7605,0.0,1.2397,1.2621
7,20,0.001,1.4355,1.4355,0.0,0.7003,0.7003
7,21,0.001,0.65,0.65,0.0,0.4282,0.4282
7,22,0.001,0.5436,0.5436,0.0,0.1335,0.1335
7,23,0.001,1.3294,1.6226,0.2932,0.8443,1.0147
7,24,0.001,1.4591,1.4591,0.0,0.6019,0.6781
7,25,0.001,-0.0,0.7219,0.7219,0.0579,0.5419
42,1,0.001,0.2962,0.509,0.2128,-0.7038,-0.652
42,2,0.001,0.8776,1.1983,0.3207,-0.0636,0.1363
42,3,0.001,0.7533,1.1164,0.3631,-0.1331,0.0703
42,4,0.001,1.4911,1.7274,0.2363,0.6026,0.7082
42,5,0.001,0.6144,0.9142,0.2998,-0.0869,0.0522
42,6,0.001,1.28,1.5324,0.2524,0.3818,0.5028
42,7,0.001,1.4256,1.7383,0.3127,0.3291,0.5232
42,8,0.001,1.2516,1.2516,0.0,0.5414,0.5959
42,9,0.001,1.421,1.421,0.0,0.4131,0.4131
42,10,0.001,0.4822,0.8743,0.3921,-0.2193,0.0613
42,11,0.001,1.8553,2.1243,0.269,1.2041,1.3477
42,12,0.001,1.8644,2.1271,0.2627,0.9596,1.1008
42,13,0.001,1.1761,1.1761,0.0,0.4025,0.5002
42,14,0.001,1.4256,1.9069,0.4813,0.4086,0.9289
42,15,0.001,-0.0,-0.0,0.0,-0.0631,0.0342
42,16,0.001,1.9726,1.9726,0.0,1.5439,1.5439
42,17,0.001,0.952,1.6628,0.7108,0.2884,0.9191
42,18,0.001,0.549,1.1183,0.5693,-0.2731,0.1731
42,19,0.001,0.569,0.8476,0.2786,-0.21,-0.0538
42,20,0.001,0.5436,0.5436,0.0,-0.0563,0.0003
42,21,0.001,0.6402,0.952,0.3118,-0.0115,0.18
42,22,0.001,1.4183,2.085,0.6667,0.5283,1.2577
42,23,0.001,0.9219,0.9219,0.0,0.1514,0.457
42,24,0.001,-0.0,-0.0,0.0,-0.1713,-0.1713
42,25,0.001,1.6577,1.6577,0.0,1.015,1.015
55,1,0.001,0.5132,0.7628,0.2496,-0.6478,-0.5297
55,2,0.001,0.6212,0.9544,0.3332,-0.4638,-0.2506
55,3,0.001,1.2366,1.658,0.4214,0.2673,0.5741
55,4,0.001,-0.0,0.4138,0.4138,-0.115,0.012
55,5,0.001,0.9913,0.9913,0.0,0.3466,0.3934
55,6,0.001,0.4395,0.4395,0.0,-0.1326,-0.1326
55,7,0.001,0.9219,1.3568,0.4349,0.3066,0.6489
55,8,0.001,-0.0,0.7496,0.7496,-0.1713,0.2993
55,9,0.001,-0.0,-0.0,0.0,-0.5,-0.1588
55,10,0.001,-0.0,-0.0,0.0,-0.5,-0.5
55,11,0.001,0.9487,1.4076,0.4589,0.0969,0.5152
55,12,0.001,0.3912,0.3912,0.0,-0.1651,-0.0595
55,13,0.001,1.4256,1.9069,0.4813,0.6501,1.1026
55,14,0.001,1.1568,1.571,0.4142,0.3573,0.6175
55,15,0.001,0.8684,1.1863,0.3179,0.2791,0.4434
55,16,0.001,1.0613,1.75,0.6887,0.1538,0.8522
55,17,0.001,1.8736,2.0892,0.2156,1.0609,1.1834
55,18,0.001,0.569,1.154,0.585,0.0303,0.4572
55,19,0.001,0.9464,1.4838,0.5374,0.0913,0.4685
55,20,0.001,1.1918,1.1918,0.0,0.2932,0.4089
55,21,0.001,1.1568,1.1568,0.0,0.4195,0.4195
55,22,0.001,0.5907,1.3727,0.782,-0.0347,0.726
55,23,0.001,1.0613,1.0613,0.0,0.3844,0.5461
55,24,0.001,-0.0,0.65,0.65,-0.1286,0.3157
55,25,0.001,-0.0,0.7425,0.7425,-0.5,-0.0023
123,1,0.001,0.7356,1.0775,0.3419,-0.2644,-0.0835
123,2,0.001,1.1439,1.4667,0.3228,0.5074,0.6698
123,3,0.001,0.9406,1.5284,0.5878,0.3183,0.7637
123,4,0.001,1.7798,2.0182,0.2384,0.9631,1.0811
123,5,0.001,0.6686,0.6686,0.0,0.0682,0.1168
123,6,0.001,1.3347,1.5422,0.2075,0.5951,0.6859
123,7,0.001,1.0224,1.0224,0.0,0.4488,0.4748
123,8,0.001,-0.0,-0.0,0.0,-0.1408,-0.1408
123,9,0.001,1.1033,1.1033,0.0,0.4883,0.4883
123,10,0.001,0.9913,0.9913,0.0,0.3779,0.3779
123,11,0.001,0.5033,0.9864,0.4831,0.128,0.4623
123,12,0.001,-0.0,0.9403,0.9403,-0.2593,0.4783
123,13,0.001,0.3228,0.3228,0.0,-0.2963,0.0082
123,14,0.001,1.2419,1.5546,0.3127,0.5781,0.7896
123,15,0.001,-0.0,-0.0,0.0,-0.0631,-0.0137
123,16,0.001,-0.0,-0.0,0.0,-0.5,-0.5
123,17,0.001,-0.0,0.9544,0.9544,-0.5,0.6299
123,18,0.001,-0.0,0.469,0.469,-0.5,-0.0422
123,19,0.001,1.1568,1.1568,0.0,0.5681,0.614
123,20,0.001,-0.0,0.9183,0.9183,-0.0887,0.6888
123,21,0.001,-0.0,-0.0,0.0,-0.5,-0.0631
123,22,0.001,0.8476,1.1219,0.2743,-0.0316,0.1581
123,23,0.001,1.1568,1.1568,0.0,0.4235,0.4622
123,24,0.001,1.5694,2.086,0.5166,0.6788,1.2118
123,25,0.001,-0.0,0.3534,0.3534,-0.0218,0.0847
314,1,0.001,1.1804,1.5988,0.4184,0.0194,0.3063
314,2,0.001,0.3431,0.8852,0.5421,-0.3928,-0.0116
314,3,0.001,0.9698,1.1609,0.1911,0.0089,0.1122
314,4,0.001,0.5907,0.5907,0.0,-0.2624,-0.213
314,5,0.001,1.371,1.9656,0.5946,0.6663,1.3482
314,6,0.001,1.371,1.371,0.0,0.8182,0.972
314,7,0.001,-0.0,0.5436,0.5436,-0.0137,0.2813
314,8,0.001,1.371,1.9219,0.5509,0.8573,1.2821
314,9,0.001,-0.0,0.994,0.994,-0.0137,0.6962
314,10,0.001,-0.0,-0.0,0.0,-0.5,0.0256
314,11,0.001,0.8167,0.8167,0.0,0.1147,0.1147
314,12,0.001,0.3712,0.9464,0.5752,-0.2119,0.2839
314,13,0.001,1.4355,1.4355,0.0,0.976,1.0217
314,14,0.001,-0.0,-0.0,0.0,0.0183,0.0183
314,15,0.001,0.569,1.154,0.585,-0.2032,0.3644
314,16,0.001,-0.0,-0.0,0.0,-0.2722,-0.1286
314,17,0.001,-0.0,-0.0,0.0,-0.5,-0.5
314,18,0.001,0.7871,0.7871,0.0,0.3538,0.3538
314,19,0.001,0.7476,0.7476,0.0,-0.0359,-0.0359
314,20,0.001,1.8676,1.8676,0.0,1.2946,1.5981
314,21,0.001,-0.0,0.5917,0.5917,0.2232,0.6976
314,22,0.001,-0.0,0.6194,0.6194,-0.5,-0.16
314,23,0.001,1.7899,1.7899,0.0,1.2191,1.2557
314,24,0.001,1.3788,1.3788,0.0,0.7645,0.7645
314,25,0.001,-0.0,-0.0,0.0,0.0069,0.0069
456,1,0.001,0.6834,1.0336,0.3502,-0.4776,-0.2589
456,2,0.001,0.4501,0.5499,0.0998,-0.6212,-0.5842
456,3,0.001,1.2087,1.4473,0.2386,0.2904,0.416
456,4,0.001,1.352,1.8811,0.5291,0.2608,0.7761
456,5,0.001,1.1451,1.1451,0.0,0.0884,0.3021
456,6,0.001,1.3568,1.6166,0.2598,0.2625,0.5027
456,7,0.001,1.4885,2.0759,0.5874,0.4802,1.0862
456,8,0.001,1.0958,1.0958,0.0,0.4632,0.6303
456,9,0.001,0.8031,1.4047,0.6016,-0.0877,0.5497
456,10,0.001,-0.0,0.4138,0.4138,-0.202,-0.0503
456,11,0.001,-0.0,0.6194,0.6194,-0.5,-0.0799
456,12,0.001,0.3712,0.7345,0.3633,-0.2298,-0.049
456,13,0.001,1.5016,2.1085,0.6069,0.7303,1.304
456,14,0.001,1.4949,1.8231,0.3282,1.1427,1.3288
456,15,0.001,0.4972,0.9,0.4028,0.3916,0.637
456,16,0.001,1.585,1.585,0.0,1.122,1.1398
456,17,0.001,-0.0,0.9911,0.9911,0.1776,0.9574
456,18,0.001,0.3712,0.9464,0.5752,-0.2298,0.276
456,19,0.001,1.5016,2.0524,0.5508,0.7077,1.1493
456,20,0.001,-0.0,0.5226,0.5226,-0.032,0.2286
456,21,0.001,1.574,1.574,0.0,0.9078,0.9479
456,22,0.001,1.2516,1.685,0.4334,0.4288,0.8164
456,23,0.001,-0.0,-0.0,0.0,-0.0631,0.0183
456,24,0.001,0.9864,1.6577,0.6713,0.3345,1.015
456,25,0.001,0.9864,1.4466,0.4602,0.3197,0.6439
789,1,0.001,0.7025,0.7715,0.069,-0.4585,-0.521
789,2,0.001,0.5346,1.0115,0.4769,-0.5615,-0.0791
789,3,0.001,0.3816,0.804,0.4224,-0.4736,-0.209
789,4,0.001,0.7732,1.6143,0.8411,0.024,0.9296
789,5,0.001,0.7742,1.3605,0.5863,-0.1688,0.4995
789,6,0.001,0.5132,0.9274,0.4142,-0.3824,-0.0846
789,7,0.001,-0.0,0.7871,0.7871,-0.2881,0.259
789,8,0.001,1.0862,1.8688,0.7826,0.2691,0.9851
789,9,0.001,-0.0,0.5917,0.5917,-0.1561,0.2642
789,10,0.001,1.3216,1.6137,0.2921,0.5673,0.7344
789,11,0.001,-0.0,0.684,0.684,-0.0933,0.3135
789,12,0.001,0.6999,1.2433,0.5434,-0.0322,0.3515
789,13,0.001,0.3228,0.3228,0.0,-0.3071,-0.1483
789,14,0.001,1.5546,1.75,0.1954,1.184,1.2468
789,15,0.001,1.5645,2.0899,0.5254,0.7761,1.1959
789,16,0.001,0.5033,0.5033,0.0,0.0981,0.2355
789,17,0.001,-0.0,0.684,0.684,-0.2593,0.2756
789,18,0.001,1.7925,2.1819,0.3894,1.2036,1.4644
789,19,0.001,-0.0,0.7496,0.7496,0.0721,0.53
789,20,0.001,0.9864,1.7527,0.7663,0.3345,0.9856
789,21,0.001,1.7806,1.7806,0.0,0.9705,1.1383
789,22,0.001,0.8167,1.2075,0.3908,0.1935,0.4605
789,23,0.001,0.3712,1.1981,0.8269,-0.0736,0.6035
789,24,0.001,1.4354,1.7899,0.3545,0.9825,1.1882
789,25,0.001,1.0892,1.0892,0.0,0.2669,0.3486
999,1,0.001,0.3704,0.7156,0.3452,-0.6296,-0.4454
999,2,0.001,1.441,1.6145,0.1735,0.6081,0.6527
999,3,0.001,0.8842,0.8842,0.0,0.131,0.1635
999,4,0.001,1.0613,1.3716,0.3103,0.4487,0.6393
999,5,0.001,0.9864,1.5694,0.583,0.0142,0.5496
999,6,0.001,0.7732,1.352,0.5788,-0.1523,0.2717
999,7,0.001,-0.0,0.4395,0.4395,-0.2144,-0.0473
999,8,0.001,1.1568,1.1568,0.0,0.5681,0.6099
999,9,0.001,1.659,2.1451,0.4861,0.9021,1.3865
999,10,0.001,0.7732,1.4885,0.7153,0.1726,0.7295
999,11,0.001,-0.0,0.65,0.65,-0.2144,0.1617
999,12,0.001,1.571,1.8955,0.3245,1.2001,1.3672
999,13,0.001,1.0862,1.4801,0.3939,0.3211,0.5998
999,14,0.001,0.8659,0.8659,0.0,0.0145,0.1283
999,15,0.001,0.8405,1.2415,0.401,-0.1507,0.2926
999,16,0.001,1.41,1.6464,0.2364,0.6497,0.7265
999,17,0.001,0.6999,0.9568,0.2569,-0.0159,0.0833
999,18,0.001,-0.0,-0.0,0.0,-0.2321,-0.1878
999,19,0.001,-0.0,0.8631,0.8631,-0.5,0.4707
999,20,0.001,1.3788,1.9502,0.5714,0.8857,1.3209
999,21,0.001,1.585,1.585,0.0,0.814,1.0019
999,22,0.001,-0.0,0.7219,0.7219,0.1776,0.6399
999,23,0.001,-0.0,-0.0,0.0,-0.5,-0.1713
999,24,0.001,1.9592,2.156,0.1968,1.5675,1.6938
999,25,0.001,-0.0,0.5436,0.5436,0.2693,0.5317
1337,1,0.001,0.5632,0.8236,0.2604,-0.5978,-0.4689
1337,2,0.001,1.4499,1.7623,0.3124,0.8314,0.9983
1337,3,0.001,0.569,1.0219,0.4529,0.0438,0.3366
1337,4,0.001,0.9864,1.4466,0.4602,0.2903,0.5917
1337,5,0.001,1.1221,1.4047,0.2826,0.4958,0.6254
1337,6,0.001,0.8929,1.4372,0.5443,0.2579,0.658
1337,7,0.001,0.3912,0.3912,0.0,-0.032,0.0679
1337,9,0.001,0.6998,0.6998,0.0,-0.3002,-0.3002
1337,10,0.001,0.8929,1.316,0.4231,-0.0411,0.3929
1337,11,0.001,-0.0,-0.0,0.0,-0.1799,-0.0999
1337,12,0.001,0.8343,0.8343,0.0,0.1416,0.1416
1337,13,0.001,-0.0,0.684,0.684,-0.1927,0.3148
1337,14,0.001,1.1255,1.1255,0.0,0.5256,0.6116
1337,15,0.001,1.053,1.7465,0.6935,0.0977,1.1438
1337,16,0.001,1.1033,1.1033,0.0,0.2174,0.676
1337,17,0.001,-0.0,-0.0,0.0,-0.115,-0.115
1337,18,0.001,1.1488,1.6645,0.5157,0.5489,1.0104
1337,19,0.001,-0.0,0.7219,0.7219,-0.0999,0.3295
1337,20,0.001,0.3912,0.7732,0.382,-0.2024,0.0168
1337,21,0.001,-0.0,0.4395,0.4395,-0.3011,-0.1538
1337,22,0.001,-0.0,0.6194,0.6194,-0.5,-0.0911
1337,23,0.001,1.371,1.371,0.0,0.8573,0.9115
1337,24,0.001,-0.0,-0.0,0.0,-0.0137,-0.0137
1337,25,0.001,1.8163,2.1769,0.3606,1.2527,1.562
2024,1,0.001,0.3691,0.6932,0.3241,-0.7919,-0.5993
2024,2,0.001,1.0736,1.6199,0.5463,0.1322,0.5954
2024,3,0.001,0.6402,0.8262,0.186,-0.1136,-0.0159
2024,4,0.001,0.3373,0.6686,0.3313,-0.2818,-0.1472
2024,5,0.001,-0.0,0.8113,0.8113,-0.3212,0.2984
2024,6,0.001,-0.0,0.6098,0.6098,-0.5,-0.0761
2024,7,0.001,1.5546,1.7842,0.2296,1.2954,1.3736
2024,8,0.001,-0.0,0.5917,0.5917,0.2408,0.5505
2024,9,0.001,1.6692,1.6692,0.0,1.0388,1.0815
2024,10,0.001,-0.0,0.9612,0.9612,0.0306,0.8206
2024,11,0.001,1.0613,1.6697,0.6084,0.4327,0.8971
2024,12,0.001,1.5645,1.9247,0.3602,0.679,0.9233
2024,13,0.001,0.6686,1.3245,0.6559,-0.0325,0.4698
2024,14,0.001,-0.0,-0.0,0.0,-0.2441,-0.079
2024,15,0.001,1.4517,1.736,0.2843,0.7423,0.9383
2024,16,0.001,1.5332,2.0842,0.551,0.5339,1.0522
2024,17,0.001,1.2988,1.2988,0.0,0.5003,0.6968
2024,18,0.001,-0.0,-0.0,0.0,-0.032,-0.032
2024,19,0.001,-0.0,0.5226,0.5226,-0.5,-0.022
2024,20,0.001,-0.0,0.2864,0.2864,-0.5,-0.4011
2024,21,0.001,-0.0,0.7642,0.7642,-0.5,0.1923
2024,22,0.001,0.8659,1.2776,0.4117,0.1781,0.4513
2024,23,0.001,0.7642,1.2244,0.4602,0.2292,0.4844
2024,24,0.001,1.0892,1.4345,0.3453,0.2456,0.4652
2024,25,0.001,1.585,1.585,0.0,1.071,1.0902
7,1,0.002,0.1471,0.4091,0.262,-0.8529,-0.7519
7,2,0.002,-0.0,0.3675,0.3675,-0.4052,-0.3199
7,3,0.002,0.9406,1.5988,0.6582,0.2766,0.8362
7,4,0.002,-0.0,0.4138,0.4138,-0.164,0.01
7,5,0.002,-0.0,0.8631,0.8631,-0.5,0.2973
7,6,0.002,-0.0,0.8454,0.8454,-0.5,0.0652
7,7,0.002,1.7232,2.2323,0.5091,1.0964,1.4797
7,8,0.002,0.7345,0.7345,0.0,0.0864,0.2659
7,9,0.002,1.2516,1.2516,0.0,0.4436,0.4436
7,10,0.002,0.6686,1.1863,0.5177,-0.1178,0.3411
7,11,0.002,1.6383,2.1021,0.4638,0.9003,1.253
7,12,0.002,1.5284,1.8824,0.354,0.6169,0.8721
7,13,0.002,1.6767,1.6767,0.0,1.0723,1.08
7,14,0.002,1.6902,1.9833,0.2931,0.9405,1.1125
7,15,0.002,1.4256,1.4256,0.0,0.4725,0.5585
7,16,0.002,-0.0,0.3534,0.3534,-0.0631,0.0258
7,17,0.002,-0.0,0.8631,0.8631,-0.5,0.3225
7,18,0.002,1.7652,1.7652,0.0,1.1621,1.2418
7,19,0.002,0.9882,0.9882,0.0,0.1103,0.1103
7,20,0.002,-0.0,-0.0,0.0,-0.1799,-0.1799
7,21,0.002,-0.0,0.469,0.469,-0.5,-0.0957
7,22,0.002,-0.0,-0.0,0.0,-0.5,-0.2722
7,23,0.002,1.371,1.371,0.0,0.8573,0.8573
7,24,0.002,-0.0,-0.0,0.0,-0.0137,-0.0137
7,25,0.002,0.8659,0.8659,0.0,0.1781,0.1781
42,1,0.002,-0.0,0.3912,0.3912,-0.5,-0.4013
42,2,0.002,0.8831,1.1382,0.2551,0.0128,0.1388
42,3,0.002,1.3351,1.8616,0.5265,0.3372,0.8148
42,4,0.002,0.8113,0.8113,0.0,0.427,0.5222
42,5,0.002,0.8659,0.8659,0.0,0.1386,0.1386
42,6,0.002,1.0219,1.7855,0.7636,0.0329,0.9485
42,7,0.002,-0.0,0.5665,0.5665,-0.1713,0.1736
42,8,0.002,-0.0,-0.0,0.0,-0.5,-0.2352
42,9,0.002,-0.0,0.7871,0.7871,-0.5,0.3538
42,10,0.002,1.1761,1.4082,0.2321,0.3865,0.5396
42,11,0.002,1.4138,1.7244,0.3106,0.658,0.8219
42,12,0.002,1.6577,2.0588,0.4011,0.7569,1.0345
42,13,0.002,1.9056,2.1085,0.2029,1.0224,1.0954
42,14,0.002,1.1982,1.8339,0.6357,0.6864,1.1634
42,15,0.002,1.5774,1.9242,0.3468,0.8668,1.0555
42,16,0.002,0.7345,1.2917,0.5572,0.318,0.736
42,17,0.002,1.0613,1.0613,0.0,0.3871,0.48
42,18,0.002,1.2776,1.2776,0.0,0.339,0.339
42,19,0.002,1.571,1.571,0.0,0.5509,0.5509
42,20,0.002,1.1488,1.4838,0.335,0.3933,0.6268
42,21,0.002,1.2896,1.2896,0.0,0.3509,0.4852
42,22,0.002,0.7345,1.0892,0.3547,-0.0563,0.1997
42,23,0.002,0.9056,1.4256,0.52,0.2268,0.6005
42,24,0.002,1.761,1.761,0.0,0.9243,0.9941
42,25,0.002,1.4911,2.1181,0.627,0.4768,1.2966
55,1,0.002,0.5132,0.7628,0.2496,-0.6478,-0.5297
55,2,0.002,0.6212,0.9544,0.3332,-0.4638,-0.2506
55,3,0.002,1.2366,1.7383,0.5017,0.2673,0.6771
55,4,0.002,-0.0,0.9799,0.9799,-0.115,0.6218
55,5,0.002,-0.0,0.3712,0.3712,-0.5,-0.0661
55,6,0.002,1.1982,1.1982,0.0,0.6155,0.6477
55,7,0.002,1.571,1.971,0.4,0.8222,1.2981
55,8,0.002,-0.0,-0.0,0.0,0.1291,0.281
55,9,0.002,1.5738,2.1213,0.5475,0.9143,1.4807
55,10,0.002,0.2975,0.7742,0.4767,-0.0662,0.2569
55,11,0.002,-0.0,0.7025,0.7025,-0.3362,0.0985
55,12,0.002,1.1863,1.1863,0.0,0.3967,0.4955
55,13,0.002,-0.0,0.6962,0.6962,-0.1286,0.3724
55,14,0.002,1.871,1.871,0.0,1.4824,1.5005
55,15,0.002,1.8892,2.2566,0.3674,0.9847,1.3006
55,16,0.002,1.7861,1.9875,0.2014,0.7262,0.8924
55,17,0.002,1.4138,1.9592,0.5454,0.631,1.0987
55,18,0.002,0.9219,0.9219,0.0,0.3535,0.507
55,19,0.002,1.3216,1.7804,0.4588,0.3411,0.8056
55,20,0.002,1.5546,2.1056,0.551,0.5005,0.9837
55,21,0.002,0.953,0.953,0.0,0.1868,0.3914
55,22,0.002,1.4911,2.1181,0.627,0.5735,1.3233
55,23,0.002,0.8167,1.5511,0.7344,0.0787,0.6694
55,24,0.002,1.5016,1.7947,0.2931,0.5853,0.8067
55,25,0.002,0.7732,1.1451,0.3719,0.0275,0.2386
123,1,0.002,0.7356,1.0775,0.3419,-0.2644,-0.0835
123,2,0.002,1.2602,1.575,0.3148,0.6565,0.8114
123,3,0.002,1.1731,1.609,0.4359,0.2549,0.5622
123,4,0.002,-0.0,-0.0,0.0,-0.1358,-0.0544
123,5,0.002,0.8167,0.8167,0.0,0.1147,0.1147
123,6,0.002,-0.0,0.5436,0.5436,-0.202,0.1335
123,7,0.002,1.0224,1.6184,0.596,0.3816,0.8332
123,8,0.002,-0.0,0.3228,0.3228,-0.1408,-0.058
123,9,0.002,1.1863,1.1863,0.0,0.3967,0.4281
123,10,0.002,1.2934,1.6636,0.3702,0.2304,0.6055
123,11,0.002,1.5395,1.9808,0.4413,0.825,1.1749
123,12,0.002,-0.0,-0.0,0.0,0.0902,0.2232
123,13,0.002,0.7219,1.371,0.6491,0.2581,0.8573
123,14,0.002,1.7885,2.067,0.2785,1.0964,1.2479
123,15,0.002,0.6686,1.4238,0.7552,0.1371,0.7401
123,16,0.002,0.9133,1.5738,0.6605,0.0448,0.5453
