seed,window,rate,drift_hit,drift_nohit,delta_drift,ratio_guarded,guard_triggered,frac_hit
42,3,0.001,,0.1347,,,False,0.037
42,4,0.001,0.0,0.2637,-0.2637,0.0,False,0.0909
42,5,0.001,,0.26,,,False,0.0
42,6,0.001,,0.2342,,,False,0.0952
42,7,0.001,0.0,0.0864,-0.0864,0.0,False,0.0667
42,8,0.001,0.0,0.4146,-0.4146,0.0,False,0.1667
42,9,0.001,0.0,0.3141,-0.3141,0.0,False,0.0435
42,10,0.001,,0.3299,,,False,0.0
42,11,0.001,,0.5159,,,False,0.0
42,12,0.001,,0.2601,,,False,0.0435
42,13,0.001,0.0,0.505,-0.505,0.0,False,0.0417
42,14,0.001,,0.3249,,,False,0.0
42,15,0.001,,0.5342,,,False,0.0
42,16,0.001,,0.7323,,,False,0.0
42,17,0.001,,0.5488,,,False,0.0
42,18,0.001,,0.2158,,,False,0.0
42,19,0.001,,0.2596,,,False,0.0
42,20,0.001,,0.2492,,,False,0.0
42,21,0.001,,0.389,,,False,0.0
42,22,0.001,,0.4524,,,False,0.0833
42,23,0.001,0.5579,0.5943,-0.0364,0.939,False,0.2
42,24,0.001,,0.2559,,,False,0.0
42,25,0.001,,0.5183,,,False,0.0
55,2,0.001,,0.1298,,,False,0.0
55,3,0.001,,0.2086,,,False,0.0
55,4,0.001,,0.3907,,,False,0.0
55,5,0.001,,0.4021,,,False,0.0
55,6,0.001,,0.2204,,,False,0.0
55,7,0.001,,0.4531,,,False,0.0
55,8,0.001,,0.3422,,,False,0.0
55,9,0.001,,0.3412,,,False,0.0
55,10,0.001,,0.0,,,True,0.0
55,11,0.001,,0.3553,,,False,0.0714
55,12,0.001,,0.2863,,,False,0.0
55,13,0.001,,0.4882,,,False,0.0
55,14,0.001,,0.2075,,,False,0.0
55,15,0.001,,0.4181,,,False,0.0
55,16,0.001,,0.2632,,,False,0.0
55,17,0.001,,0.3757,,,False,0.0952
55,18,0.001,0.0,0.5054,-0.5054,0.0,False,0.05
55,19,0.001,,0.2388,,,False,0.0
55,20,0.001,,0.3823,,,False,0.05
55,21,0.001,,0.2108,,,False,0.0
55,22,0.001,,0.5017,,,False,0.1053
55,23,0.001,,0.5516,,,False,0.0
55,24,0.001,,0.4582,,,False,0.0
55,25,0.001,,0.0477,,,False,0.0
123,2,0.001,,0.3609,,,False,0.0135
123,3,0.001,,0.3952,,,False,0.0
123,4,0.001,,0.3554,,,False,0.0
123,5,0.001,,0.4482,,,False,0.0
123,6,0.001,,0.3047,,,False,0.0
123,7,0.001,,0.4524,,,False,0.0
123,8,0.001,,0.3592,,,False,0.0
123,9,0.001,,0.3412,,,False,0.0667
123,10,0.001,,0.3853,,,False,0.0
123,11,0.001,,0.4759,,,False,0.0
123,12,0.001,,0.3305,,,False,0.0
123,13,0.001,,0.4779,,,False,0.0
123,14,0.001,,0.3546,,,False,0.0667
123,15,0.001,1.0,0.4548,0.5452,2.199,False,0.2
123,16,0.001,,0.0,,,True,0.0
123,17,0.001,,0.468,,,False,0.0
123,18,0.001,,0.2813,,,False,0.0
123,19,0.001,,0.4572,,,False,0.0
123,20,0.001,,0.563,,,False,0.0
123,21,0.001,,0.4369,,,False,0.0
123,22,0.001,,0.2895,,,False,0.05
123,23,0.001,0.5579,0.324,0.2339,1.722,False,0.2
123,24,0.001,,0.5201,,,False,0.0
123,25,0.001,,0.5238,,,False,0.0
314,2,0.001,0.5579,0.3151,0.2428,1.771,False,0.0513
314,3,0.001,0.5579,0.2684,0.2895,2.079,False,0.0312
314,4,0.001,,0.2012,,,False,0.0
314,5,0.001,,0.524,,,False,0.1333
314,6,0.001,,0.6378,,,False,0.0
314,7,0.001,,0.5302,,,False,0.0
314,8,0.001,,0.5212,,,False,0.0
314,9,0.001,,0.4947,,,False,0.0
314,10,0.001,,0.5256,,,False,0.15
314,11,0.001,,0.298,,,False,0.0
314,12,0.001,,0.3375,,,False,0.0
314,13,0.001,,0.5862,,,False,0.0
314,14,0.001,,0.5183,,,False,0.0
314,15,0.001,,0.3592,,,False,0.15
314,16,0.001,0.4369,0.3592,0.0777,1.216,False,0.0714
314,17,0.001,,0.0,,,True,0.0
314,18,0.001,,0.4001,,,False,0.1765
