seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
999,1,0.001,106,96,7,0,0,0,0,0,3,103,3,106,0,57,49,106,0,0,5,1.4976
999,2,0.001,68,53,2,0,5,0,0,0,8,58,10,68,0,34,34,68,0,0,10,2.1322
999,3,0.001,20,17,0,0,0,0,0,0,3,19,1,20,0,12,8,20,0,0,4,1.5955
999,4,0.001,16,13,1,0,2,0,0,0,0,14,2,16,0,9,7,16,0,0,5,1.8024
999,5,0.001,18,13,3,0,2,0,0,0,0,16,2,18,0,6,12,17,0,1,6,2.0294
999,6,0.001,13,10,2,0,1,0,0,0,0,12,1,13,0,4,9,12,0,1,5,1.823
999,7,0.001,11,10,1,0,0,0,0,0,0,11,0,11,0,3,8,11,0,0,3,1.2407
999,8,0.001,10,8,0,0,0,0,0,0,2,9,1,10,0,3,7,9,1,0,4,1.6855
999,9,0.001,17,9,3,0,4,0,0,0,1,14,3,17,0,10,7,17,0,0,7,2.4981
999,10,0.001,13,9,3,0,0,0,0,0,1,12,1,12,1,5,8,13,0,0,5,1.9878
999,11,0.001,12,10,2,0,0,0,0,0,0,12,0,12,0,2,10,12,0,0,4,1.2075
999,12,0.001,10,6,1,0,3,0,0,0,0,7,3,10,0,7,3,10,0,0,5,2.1219
999,13,0.001,23,18,2,0,2,0,0,0,1,21,2,21,2,15,8,23,0,0,6,1.9277
999,14,0.001,11,10,0,0,1,0,0,0,0,10,1,11,0,5,6,11,0,0,3,1.3486
999,15,0.001,23,19,2,0,2,0,0,0,0,21,2,23,0,11,12,23,0,0,5,1.7519
999,16,0.001,21,15,1,0,5,0,0,0,0,17,4,19,2,11,10,20,1,0,7,2.2184
999,17,0.001,22,19,1,0,2,0,0,0,0,21,1,22,0,10,12,22,0,0,5,1.6388
999,18,0.001,12,12,0,0,0,0,0,0,0,12,0,12,0,7,5,12,0,0,2,0.9799
999,19,0.001,7,5,2,0,0,0,0,0,0,7,0,7,0,4,3,7,0,0,4,1.8424
999,20,0.001,7,3,2,0,0,0,0,0,2,6,1,7,0,4,3,6,0,1,6,2.5216
999,21,0.001,3,2,0,0,0,0,0,0,1,2,1,3,0,1,2,3,0,0,3,1.585
999,22,0.001,5,4,1,0,0,0,0,0,0,5,0,5,0,2,3,5,0,0,3,1.5219
999,23,0.001,7,7,0,0,0,0,0,0,0,7,0,7,0,4,3,7,0,0,2,0.9852
999,24,0.001,14,7,1,0,3,0,0,0,3,9,5,12,2,8,6,13,0,1,9,2.9502
999,25,0.001,8,7,1,0,0,0,0,0,0,8,0,8,0,3,5,8,0,0,3,1.4056
