seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
456,1,0.001,101,87,7,0,6,0,0,0,1,96,5,98,3,49,52,101,0,0,10,1.8229
456,2,0.001,76,72,1,0,2,0,0,0,1,74,2,76,0,32,44,76,0,0,6,1.3369
456,3,0.001,23,19,1,0,1,0,0,0,2,20,3,23,0,9,14,23,0,0,5,1.7386
456,4,0.001,13,9,2,0,1,0,0,0,1,11,2,13,0,7,6,13,0,0,5,2.0382
456,5,0.001,13,11,0,0,1,0,0,0,1,12,1,13,0,7,6,12,0,1,5,1.9143
456,6,0.001,20,15,1,0,2,0,0,0,2,18,2,20,0,12,8,20,0,0,7,2.12
456,7,0.001,13,6,3,0,1,0,0,0,3,12,1,12,1,7,6,12,1,0,8,2.8731
456,8,0.001,11,9,0,0,2,0,0,0,0,10,1,11,0,7,4,10,0,1,5,1.9717
456,9,0.001,18,13,3,0,2,0,0,0,0,17,1,18,0,8,10,17,1,0,6,2.1054
456,10,0.001,12,11,1,0,0,0,0,0,0,12,0,12,0,7,5,12,0,0,3,1.2807
456,11,0.001,13,11,2,0,0,0,0,0,0,13,0,13,0,6,7,12,1,0,4,1.7381
456,12,0.001,14,12,1,0,0,0,0,0,1,14,0,14,0,8,6,14,0,0,4,1.5917
456,13,0.001,16,9,4,0,1,0,0,0,2,13,3,16,0,6,10,16,0,0,6,2.0778
456,14,0.001,11,4,1,0,2,0,0,0,4,6,5,11,0,4,7,11,0,0,8,2.8454
456,15,0.001,24,21,2,0,0,0,0,0,1,23,1,24,0,13,11,24,0,0,5,1.6153
456,16,0.001,3,2,0,0,0,0,0,0,1,2,1,3,0,1,2,3,0,0,2,0.9183
456,17,0.001,9,5,4,0,0,0,0,0,0,9,0,9,0,2,7,6,1,2,6,2.281
456,18,0.001,14,11,2,0,0,0,0,0,1,14,0,14,0,7,7,14,0,0,5,1.8703
456,19,0.001,16,9,3,0,1,0,0,0,3,14,2,15,1,11,5,16,0,0,8,2.5218
456,20,0.001,17,15,2,0,0,0,0,0,0,17,0,17,0,10,7,17,0,0,4,1.4969
456,21,0.001,17,13,0,0,3,0,0,0,1,14,3,16,1,5,12,17,0,0,5,1.6137
456,22,0.001,18,13,2,0,3,0,0,0,0,15,3,18,0,5,13,18,0,0,5,1.838
456,23,0.001,11,11,0,0,0,0,0,0,0,11,0,11,0,8,3,11,0,0,2,0.8454
456,24,0.001,9,6,2,0,0,0,0,0,1,8,1,9,0,5,4,9,0,0,5,2.1133
456,25,0.001,9,7,1,0,1,0,0,0,0,8,1,8,1,5,4,9,0,0,4,1.7527
