seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
789,1,0.001,118,110,1,0,3,0,0,0,4,111,7,118,0,67,51,118,0,0,6,1.3976
789,2,0.001,84,71,9,0,1,0,0,0,3,81,3,84,0,53,31,84,0,0,8,1.741
789,3,0.001,34,29,3,0,1,0,0,0,1,34,0,33,1,21,13,31,2,1,8,1.9028
789,4,0.001,13,6,6,0,1,0,0,0,0,12,1,13,0,7,6,12,1,0,5,2.0382
789,5,0.001,19,14,3,0,2,0,0,0,0,18,1,19,0,8,11,19,0,0,6,2.0301
789,6,0.001,23,20,2,0,1,0,0,0,0,22,1,22,1,11,12,23,0,0,5,1.6286
789,7,0.001,17,13,4,0,0,0,0,0,0,17,0,17,0,10,7,17,0,0,4,1.7575
789,8,0.001,23,10,9,0,2,0,0,0,2,22,1,21,2,11,12,22,1,0,9,2.7899
789,9,0.001,14,12,2,0,0,0,0,0,0,14,0,14,0,5,9,14,0,0,3,1.2871
789,10,0.001,17,13,1,0,2,0,0,0,1,15,2,15,2,7,10,17,0,0,6,2.0192
789,11,0.001,11,9,2,0,0,0,0,0,0,11,0,11,0,7,4,11,0,0,4,1.6172
789,12,0.001,22,17,3,0,0,0,0,0,2,21,1,22,0,10,12,22,0,0,5,1.8086
789,13,0.001,17,16,0,0,0,0,0,0,1,17,0,17,0,7,10,17,0,0,3,1.2533
789,14,0.001,24,15,1,0,8,0,0,0,0,18,6,22,2,13,11,24,0,0,8,2.4328
789,15,0.001,23,14,4,0,2,0,0,0,3,19,4,23,0,12,11,23,0,0,8,2.5121
789,16,0.001,9,8,0,0,0,0,0,0,1,9,0,9,0,3,6,9,0,0,3,1.3516
789,17,0.001,11,9,2,0,0,0,0,0,0,11,0,11,0,7,4,11,0,0,4,1.6172
789,18,0.001,25,15,3,0,4,0,0,0,3,19,6,20,5,12,13,22,2,1,10,2.7378
789,19,0.001,14,11,3,0,0,0,0,0,0,14,0,14,0,6,8,14,0,0,3,1.4138
789,20,0.001,9,5,3,0,1,0,0,0,0,8,1,9,0,3,6,8,1,0,6,2.4194
789,21,0.001,16,11,0,0,2,0,0,0,3,13,3,15,1,7,9,13,2,1,8,2.5218
789,22,0.001,12,10,1,0,1,0,0,0,0,11,1,12,0,6,6,9,2,1,7,2.5221
789,23,0.001,14,9,4,0,0,0,0,0,1,14,0,14,0,3,11,11,2,1,8,2.6385
789,24,0.001,11,7,1,0,3,0,0,0,0,9,2,10,1,6,5,10,0,1,6,2.2999
789,25,0.001,14,12,0,0,1,0,0,0,1,13,1,14,0,9,5,12,2,0,6,2.064
