window,link_id,age_r_current,max_age_r_so_far
20,"(32,4777)",0,0
20,"(3065,3837)",0,0
20,"(1241,3424)",0,0
20,"(716,4771)",0,0
20,"(781,3934)",0,0
20,"(730,4526)",0,0
20,"(786,1797)",0,0
20,"(33,693)",0,0
20,"(2887,4324)",0,0
20,"(754,2259)",0,0
20,"(522,2547)",0,0
20,"(1730,2425)",0,0
20,"(1758,4330)",0,0
20,"(1679,3628)",0,0
20,"(1748,3233)",0,0
20,"(1059,1848)",0,0
20,"(3174,4768)",0,0
20,"(1173,4988)",0,0
20,"(1491,3577)",0,0
20,"(2707,3984)",0,0
20,"(3037,3859)",0,0
20,"(2053,3051)",0,0
20,"(2335,3969)",0,0
20,"(2729,3334)",0,0
20,"(1367,3132)",0,0
20,"(1109,1970)",0,0
20,"(2512,2698)",0,0
20,"(3722,4721)",0,0
20,"(2560,3678)",0,0
20,"(2384,4913)",0,0
20,"(2342,3684)",0,0
20,"(1153,1604)",0,0
20,"(741,756)",0,0
20,"(177,4964)",0,0
20,"(230,3844)",0,0
20,"(257,1466)",0,0
20,"(3949,4247)",0,0
20,"(839,3893)",0,0
20,"(3184,4565)",0,0
20,"(1132,3773)",0,0
20,"(3248,3503)",0,0
20,"(1661,2545)",0,0
20,"(1900,4813)",0,0
20,"(146,3678)",0,0
20,"(1432,2838)",0,0
20,"(4131,4609)",0,0
20,"(1093,2209)",0,0
20,"(382,4857)",0,0
20,"(2063,3235)",0,0
20,"(1056,3081)",0,0
20,"(119,3580)",0,0
20,"(231,3641)",0,0
20,"(1473,3369)",0,0
20,"(2451,4628)",0,0
20,"(2878,3941)",0,0
20,"(2716,3470)",0,0
20,"(2584,4928)",0,0
20,"(2592,4752)",0,0
20,"(688,2052)",0,0
20,"(1697,4839)",0,0
20,"(4048,4323)",0,0
20,"(858,4678)",0,0
20,"(1139,4548)",0,0
20,"(202,846)",0,0
20,"(3351,4282)",0,0
20,"(2135,3609)",0,0
20,"(4255,4429)",0,0
20,"(76,1789)",0,0
20,"(1680,3739)",0,0
20,"(31,4118)",0,0
20,"(605,4619)",0,0
20,"(303,4397)",0,0
20,"(1710,3209)",0,0
20,"(692,2817)",0,0
20,"(139,1027)",0,0
20,"(1763,4267)",0,0
20,"(85,1730)",0,0
20,"(1388,4735)",0,0
20,"(1440,4782)",0,0
20,"(3968,4227)",0,0
20,"(1776,3684)",0,0
20,"(572,4334)",0,0
20,"(1478,2041)",0,0
20,"(1035,1700)",0,0
20,"(3225,4119)",0,0
20,"(2511,2561)",0,0
20,"(483,4750)",0,0
20,"(689,4855)",0,0
20,"(1203,2861)",0,0
20,"(827,3922)",0,0
20,"(1514,1819)",0,0
20,"(325,1954)",0,0
20,"(964,3747)",0,0
20,"(1741,2801)",0,0
20,"(914,1531)",0,0
20,"(1543,1882)",0,0
20,"(445,1317)",0,0
20,"(3580,4064)",0,0
20,"(496,1319)",0,0
20,"(2762,4371)",0,0
20,"(1559,2356)",0,0
20,"(2393,4016)",0,0
20,"(4561,4690)",0,0
20,"(2677,3366)",0,0
20,"(874,3830)",0,0
20,"(2932,4001)",0,0
20,"(1060,3877)",0,0
20,"(1780,2360)",0,0
20,"(3187,4370)",0,0
20,"(1218,4808)",0,0
20,"(2923,3543)",0,0
20,"(3134,4135)",0,0
20,"(936,3289)",0,0
20,"(674,4186)",0,0
20,"(2414,2619)",0,0
20,"(1184,2716)",0,0
20,"(431,1804)",0,0
20,"(1731,4920)",0,0
20,"(1508,3042)",0,0
20,"(905,2892)",0,0
20,"(1813,2515)",0,0
20,"(4111,4876)",0,0
20,"(4418,4804)",0,0
20,"(1082,3464)",0,0
20,"(1338,4701)",0,0
20,"(29,3608)",0,0
20,"(480,2083)",0,0
20,"(1059,2433)",0,0
20,"(319,4609)",0,0
20,"(2797,4728)",0,0
20,"(2853,4214)",0,0
20,"(1775,2236)",0,0
20,"(2420,3694)",0,0
20,"(4011,4771)",0,0
20,"(260,3103)",0,0
20,"(177,4911)",0,0
20,"(404,1921)",0,0
20,"(788,4656)",0,0
20,"(2136,2479)",0,0
20,"(2297,3336)",0,0
20,"(2149,2418)",0,0
