seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
17,20,2976,22,22,0.5,0.6705,0.865,18.4916,12,6,18,63,36,0.9313,0.1829,31.3,210
17,21,2966,18,18,0.6462,0.6585,0.8296,12.8836,13,3,14,77,25,0.8883,0.204,72.1,151
17,22,2935,21,21,0.6032,0.6706,0.8396,20.6435,14,6,15,86,29,0.8356,0.2366,59.0,195
17,23,2991,21,21,0.6468,0.6637,0.8398,15.4427,15,4,17,100,40,0.8598,0.224,70.7,208
17,24,2828,20,20,0.7146,0.6615,0.8234,14.8762,15,3,16,104,38,0.8236,0.259,76.3,188
17,25,2884,18,18,0.7457,0.6688,0.847,12.5316,15,2,13,98,19,0.8764,0.2082,96.6,151
17,26,2832,25,25,0.5056,0.6804,0.8358,21.1505,15,8,22,127,64,0.8716,0.2121,62.6,279
17,27,2934,21,21,0.6245,0.6765,0.8289,12.4061,16,2,16,131,38,0.8729,0.1991,71.4,204
17,28,2944,24,24,0.5567,0.67,0.846,14.0146,16,6,16,137,39,0.8619,0.2244,60.7,262
17,29,2917,19,19,0.7028,0.6711,0.8363,11.4564,16,2,13,127,25,0.8457,0.2268,101.2,171
