seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
29,20,3005,24,24,0.4167,0.6691,0.8474,25.3572,9,7,21,57,51,0.9067,0.226,25.8,236
29,21,2874,20,20,0.4886,0.65,0.8253,11.9779,10,5,12,65,43,0.8743,0.2199,49.2,185
29,22,2882,24,24,0.4236,0.671,0.8292,19.2471,10,10,21,87,52,0.9018,0.1824,42.6,253
29,23,2873,28,28,0.4102,0.6739,0.8216,16.1983,11,12,24,109,84,0.844,0.2259,39.7,348
29,24,2930,26,26,0.4587,0.6593,0.8258,12.6083,12,6,15,126,75,0.836,0.2402,45.9,297
29,25,2919,23,23,0.5304,0.6692,0.8143,7.3985,12,2,6,122,65,0.8131,0.25,51.4,241
29,26,2931,27,27,0.4729,0.665,0.8341,12.1128,13,7,14,131,81,0.8281,0.2489,46.6,327
29,27,2895,23,23,0.5393,0.6663,0.8246,9.5291,12,3,13,118,60,0.8285,0.2583,54.8,245
29,28,2946,24,24,0.5258,0.664,0.8247,10.9152,12,4,9,122,67,0.8267,0.2498,56.8,266
29,29,2870,28,28,0.5044,0.6703,0.8231,11.3037,13,7,14,142,79,0.8059,0.2687,42.6,364
