seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
32,20,2946,28,28,0.4659,0.6745,0.8509,19.1673,12,10,26,102,69,0.8746,0.2298,38.3,324
32,21,2916,32,32,0.4597,0.68,0.8271,18.8801,15,8,29,143,123,0.822,0.2484,47.0,458
32,22,2813,33,33,0.4316,0.6781,0.8209,19.0627,13,12,28,142,99,0.8289,0.2387,42.6,470
32,23,2844,29,29,0.4803,0.6641,0.8153,13.4021,13,8,13,142,86,0.8096,0.2586,40.7,373
32,24,2977,28,28,0.5236,0.6738,0.8377,11.0531,15,5,13,167,79,0.8333,0.2344,60.7,360
32,25,2913,24,24,0.5946,0.6741,0.8277,9.7316,16,3,8,156,58,0.8326,0.2541,83.2,269
32,26,2968,22,22,0.6042,0.6631,0.8353,10.0872,16,1,8,142,54,0.8397,0.2397,87.1,227
32,27,2829,25,25,0.5583,0.6621,0.831,10.799,16,4,12,146,78,0.8537,0.234,68.0,289
32,28,2808,28,28,0.5922,0.674,0.8303,12.0231,17,5,19,184,81,0.8527,0.2436,67.3,360
32,29,2807,30,30,0.5644,0.6722,0.8276,13.2289,18,3,22,206,90,0.8296,0.2613,63.9,393
