seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
37,20,2880,28,28,0.401,0.6644,0.8525,18.0358,12,10,24,79,82,0.9031,0.1793,28.2,327
37,21,2890,26,26,0.4786,0.6724,0.8171,16.6568,14,6,20,104,78,0.8365,0.2424,43.6,303
37,22,2752,30,30,0.4644,0.6684,0.8114,12.8766,14,10,20,122,100,0.8327,0.2534,33.2,398
37,23,2880,31,31,0.4553,0.6661,0.8153,14.01,14,11,20,144,101,0.7832,0.2892,36.2,419
37,24,2818,32,32,0.443,0.6711,0.8125,10.4702,14,8,17,146,106,0.7855,0.2744,32.3,448
37,25,2862,32,32,0.4574,0.6787,0.816,10.234,14,8,12,163,120,0.7877,0.2563,31.6,456
37,26,2843,34,34,0.4388,0.6838,0.8221,16.6196,14,10,16,166,132,0.7731,0.2754,33.4,524
37,27,2827,29,29,0.4883,0.6701,0.8139,14.0652,14,7,13,147,90,0.7801,0.2784,44.3,379
37,28,2810,32,32,0.4463,0.6859,0.8275,13.7155,14,12,13,149,104,0.7799,0.2685,30.2,450
37,29,2739,31,31,0.4363,0.663,0.8135,11.4379,14,12,13,145,103,0.7856,0.2576,30.2,428
