seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
44,20,2860,17,17,0.5068,0.6683,0.8633,16.8753,7,1,13,43,24,0.9479,0.1415,35.8,123
44,21,2879,15,15,0.5689,0.6619,0.8094,11.5876,7,1,9,44,27,0.9153,0.1999,61.4,102
44,22,2895,12,12,0.7,0.6733,0.8403,13.1172,9,0,9,41,16,0.8173,0.2986,96.4,66
44,23,2877,16,16,0.5592,0.6683,0.8398,16.7061,10,3,14,50,30,0.8053,0.2855,60.7,113
44,24,2818,17,17,0.5676,0.662,0.8331,15.1901,8,3,14,55,27,0.8656,0.2288,65.6,128
44,25,2949,16,16,0.6165,0.68,0.8374,18.5647,9,1,15,58,28,0.8607,0.2375,81.2,118
44,26,2890,18,18,0.5748,0.6676,0.8378,13.5228,10,1,12,72,31,0.8395,0.2508,76.3,149
44,27,2904,23,23,0.4797,0.6725,0.8384,16.2548,9,6,17,86,62,0.8108,0.2628,52.6,231
44,28,2831,24,24,0.4987,0.6686,0.827,11.5751,12,5,16,91,59,0.8152,0.2741,45.9,248
44,29,2905,26,26,0.4765,0.6858,0.8275,15.3652,10,5,18,118,68,0.7937,0.2905,51.0,304
