seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
6,20,2895,24,24,0.3944,0.6596,0.8567,19.2624,7,10,20,47,46,0.8878,0.223,22.0,221
6,21,2925,19,19,0.4947,0.6764,0.81,10.0185,10,4,11,56,49,0.778,0.2947,44.6,156
6,22,2893,22,22,0.4602,0.6736,0.8255,10.4743,10,7,11,63,57,0.839,0.2566,43.9,216
6,23,2842,18,18,0.5864,0.6673,0.8297,11.2351,11,2,12,80,34,0.8667,0.2546,79.0,152
6,24,2859,26,26,0.4892,0.6722,0.8357,13.7868,12,3,21,113,80,0.8885,0.2013,55.4,304
6,25,2721,17,17,0.6838,0.6671,0.8331,11.9141,14,0,12,93,26,0.8837,0.2275,112.8,135
6,26,2826,16,16,0.7344,0.671,0.8435,11.1533,14,0,9,94,14,0.8948,0.2111,123.1,120
6,27,2824,21,21,0.5988,0.6736,0.8396,13.229,13,5,14,114,29,0.9043,0.2118,90.2,201
6,28,2794,23,23,0.5955,0.6684,0.8371,16.3985,16,6,17,130,50,0.8616,0.2535,89.7,243
6,29,2921,29,29,0.5349,0.6683,0.8341,17.0015,15,6,25,165,83,0.8555,0.2384,64.3,380
