seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
28,20,2956,18,18,0.4833,0.683,0.8581,11.3409,8,6,13,29,28,0.9435,0.1486,30.7,135
28,21,2947,16,16,0.5391,0.6661,0.8211,12.7942,8,4,10,43,41,0.9243,0.1927,61.9,113
28,22,2943,18,18,0.5175,0.6638,0.8261,12.7793,8,3,9,55,45,0.8491,0.2548,53.0,142
28,23,2986,20,20,0.4804,0.6706,0.819,14.656,9,3,13,70,40,0.8149,0.2791,41.8,179
28,24,2908,25,25,0.44,0.6628,0.8257,15.4296,9,4,20,88,64,0.8161,0.2631,34.5,268
28,25,2901,24,24,0.4911,0.6668,0.8092,11.024,9,2,13,96,60,0.7986,0.2717,38.3,264
28,26,2912,25,25,0.457,0.6682,0.822,13.6924,10,3,13,98,71,0.8012,0.2991,45.8,268
28,27,2841,26,26,0.4571,0.6772,0.8242,12.6697,11,4,15,97,90,0.8527,0.2529,40.7,286
28,28,2853,30,30,0.4667,0.6782,0.8176,11.4796,12,7,15,123,118,0.8433,0.2538,39.3,396
28,29,2812,32,32,0.4322,0.6654,0.8114,11.8508,13,12,16,129,123,0.8398,0.2473,30.1,446
