seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
41,20,2891,20,20,0.5077,0.6702,0.8585,13.1689,10,4,16,45,35,0.8906,0.2144,33.8,170
41,21,2884,19,19,0.5734,0.6609,0.8214,15.68,12,3,15,72,44,0.8398,0.223,59.0,163
41,22,2978,20,20,0.6318,0.6693,0.834,11.3825,12,1,12,102,39,0.7978,0.2866,64.4,188
41,23,2969,21,21,0.6501,0.6429,0.8381,15.4662,15,2,15,109,38,0.8073,0.2622,65.2,205
41,24,2944,18,18,0.6898,0.6638,0.8316,13.3561,13,1,11,85,33,0.7737,0.3076,87.4,151
41,25,2866,17,17,0.7012,0.6741,0.8363,10.8405,13,1,12,80,29,0.7835,0.2804,87.0,134
41,26,2981,19,19,0.609,0.6796,0.8391,12.3662,13,2,12,87,41,0.8331,0.2339,69.4,167
41,27,2938,20,20,0.5611,0.6599,0.8132,10.5138,11,4,10,73,45,0.8023,0.2597,48.5,181
41,28,2861,15,15,0.7024,0.6507,0.8298,10.025,11,1,6,63,20,0.7857,0.2798,77.8,103
41,29,2942,21,21,0.5022,0.6682,0.8373,12.9178,11,7,12,82,38,0.7789,0.2803,47.0,192
