seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
20,20,2998,28,28,0.2425,0.6674,0.8557,17.2429,4,12,24,42,39,0.9025,0.2003,11.3,273
20,21,3000,27,27,0.359,0.6693,0.8127,15.8138,6,6,24,80,63,0.8592,0.2224,23.7,313
20,22,2911,43,43,0.2687,0.674,0.8159,16.7975,10,24,28,122,136,0.8158,0.2774,14.4,697
20,23,2907,34,34,0.3592,0.6697,0.803,12.6074,11,14,22,123,121,0.8214,0.2735,25.6,481
20,24,2897,41,41,0.3316,0.6682,0.8109,12.5004,11,18,22,166,172,0.8428,0.2581,22.4,699
20,25,2875,31,31,0.4082,0.6696,0.8058,7.9795,10,9,6,130,112,0.833,0.2487,25.0,419
20,26,2892,33,33,0.3956,0.6641,0.8082,7.2577,11,8,7,143,104,0.7862,0.2896,21.7,466
20,27,2812,37,37,0.3741,0.665,0.8114,8.5249,11,8,10,160,139,0.8229,0.254,23.6,567
20,28,2850,34,34,0.3838,0.6764,0.8067,10.487,11,9,11,150,111,0.7777,0.2919,29.5,492
20,29,2833,36,36,0.3837,0.6735,0.8173,11.2584,13,11,15,158,132,0.791,0.2821,29.4,551
