seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
33,20,2949,26,26,0.3312,0.6783,0.848,13.0393,7,11,18,46,54,0.859,0.2402,21.3,256
33,21,2951,27,27,0.3448,0.6681,0.8191,17.9792,7,12,20,80,63,0.8078,0.2754,33.2,307
33,22,2908,27,27,0.4247,0.664,0.8037,10.9849,11,6,13,98,70,0.8022,0.2778,31.3,317
33,23,2907,28,28,0.4367,0.6613,0.8203,12.7551,13,7,15,117,78,0.8231,0.2756,32.0,346
33,24,2826,23,23,0.5311,0.6575,0.8197,11.3995,13,2,10,117,51,0.7927,0.2739,51.2,243
33,25,2898,25,25,0.5128,0.6635,0.831,11.4899,14,5,14,132,53,0.7754,0.2744,53.4,284
33,26,2899,22,22,0.5886,0.6763,0.8186,9.2672,14,2,10,122,49,0.7792,0.2778,60.1,230
33,27,2920,29,29,0.433,0.6605,0.8299,16.0384,13,12,18,123,73,0.8063,0.2453,38.1,362
33,28,2942,31,31,0.3617,0.6618,0.8256,13.5979,11,14,20,115,105,0.7872,0.2567,34.0,440
33,29,2901,28,28,0.4342,0.6616,0.811,9.8007,13,9,11,127,91,0.8067,0.2599,40.9,355
