seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
13,20,2900,24,24,0.5292,0.6673,0.864,19.79,14,3,23,88,68,0.9182,0.1909,44.8,267
13,21,2871,28,28,0.5172,0.6762,0.8386,22.7808,15,8,25,134,85,0.8418,0.2383,56.3,349
13,22,2895,24,24,0.6771,0.6612,0.8316,15.4451,17,3,23,157,62,0.8195,0.2621,79.2,272
13,23,2875,24,24,0.6237,0.6509,0.838,14.8914,17,3,21,153,43,0.8112,0.2554,76.8,271
13,24,2853,23,23,0.6161,0.6654,0.825,10.4362,16,4,12,139,42,0.8446,0.2405,69.1,249
13,25,2908,23,23,0.6099,0.6519,0.8371,15.1098,16,4,17,132,42,0.8766,0.2123,69.8,248
13,26,2865,27,27,0.5463,0.671,0.838,16.463,16,6,17,152,53,0.874,0.2034,58.5,324
13,27,2865,24,24,0.6156,0.6649,0.8253,11.7654,16,4,12,155,43,0.8361,0.2438,71.2,275
13,28,2854,25,25,0.5684,0.6501,0.8402,12.3239,16,6,17,163,51,0.8086,0.2588,72.1,289
13,29,2874,24,24,0.6108,0.6688,0.8308,12.6293,16,2,15,156,45,0.8226,0.2565,76.7,274
