seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
5,20,2914,21,21,0.3492,0.6602,0.8483,14.2801,6,5,13,45,35,0.8414,0.2367,29.0,181
5,21,2901,18,18,0.4825,0.6702,0.8159,11.9038,10,2,12,53,37,0.8328,0.2365,44.2,145
5,22,2894,19,19,0.4505,0.678,0.8286,18.3477,10,4,10,61,40,0.7875,0.2969,45.4,167
5,23,2816,21,21,0.445,0.6873,0.818,12.6898,11,6,13,71,48,0.8144,0.2886,47.4,199
5,24,2985,21,21,0.5271,0.6624,0.8323,12.9379,12,5,13,82,45,0.824,0.2539,52.8,193
5,25,2824,26,26,0.4604,0.6735,0.8281,15.36,12,9,17,106,63,0.8237,0.2473,40.5,294
5,26,2888,21,21,0.5031,0.6573,0.8259,12.7421,12,5,9,93,33,0.8483,0.2258,47.5,197
5,27,2816,18,18,0.5434,0.6694,0.8182,9.4769,11,4,6,79,31,0.8141,0.2576,63.7,151
5,28,2832,24,24,0.4385,0.6589,0.8389,18.1123,11,9,13,95,51,0.8344,0.2476,40.3,253
5,29,2825,25,25,0.4548,0.6672,0.8244,13.4968,13,9,18,126,55,0.8129,0.2902,47.2,284
