seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
40,20,2836,23,23,0.4302,0.6872,0.8581,26.2776,10,8,22,61,60,0.8799,0.2056,42.4,227
40,21,2851,23,23,0.4896,0.6645,0.8268,23.1421,10,5,21,87,68,0.8432,0.2522,53.2,244
40,22,2826,20,20,0.6292,0.6591,0.8273,13.4785,11,1,16,99,42,0.8142,0.2403,70.4,188
40,23,2868,21,21,0.5861,0.6645,0.8346,14.4223,12,3,14,100,44,0.7598,0.2939,53.7,206
40,24,2887,19,19,0.6667,0.6682,0.8279,10.0697,13,0,9,100,36,0.7526,0.3004,73.4,170
40,25,2837,24,24,0.5583,0.6662,0.8283,10.0376,13,3,13,110,65,0.8027,0.25,46.8,256
40,26,2848,23,23,0.5679,0.6636,0.8273,11.5043,11,2,11,114,51,0.7749,0.2617,55.8,246
40,27,2970,19,19,0.6842,0.6536,0.8437,9.7956,14,0,9,111,34,0.7763,0.2827,84.7,170
40,28,2825,17,17,0.723,0.6634,0.8387,10.3324,14,0,10,92,31,0.8343,0.2553,103.9,136
40,29,2735,20,20,0.6452,0.6557,0.8346,10.0945,15,3,10,102,36,0.808,0.2775,77.0,181
