seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
12,20,2888,25,25,0.4611,0.6529,0.8536,17.8244,11,5,21,65,74,0.9339,0.1662,29.6,270
12,21,3001,30,30,0.4136,0.6693,0.8179,17.5494,11,11,26,99,96,0.8689,0.241,36.0,367
12,22,2860,26,26,0.5192,0.6792,0.8171,13.436,11,4,19,116,87,0.85,0.2632,49.9,304
12,23,2859,29,29,0.4787,0.6734,0.8228,12.085,11,7,17,135,96,0.809,0.2736,40.7,369
12,24,2918,27,27,0.5206,0.673,0.8249,15.4773,12,6,16,129,73,0.8046,0.2541,49.5,320
12,25,2855,33,33,0.4155,0.6695,0.8163,14.2444,12,10,21,161,88,0.7994,0.261,38.2,470
12,26,2899,30,30,0.5053,0.6687,0.8179,10.136,15,7,11,156,90,0.7701,0.266,40.4,402
12,27,2878,29,29,0.5165,0.6708,0.8251,10.92,13,4,13,166,97,0.772,0.2751,48.5,384
12,28,2848,29,29,0.495,0.6603,0.8162,10.7453,14,7,12,151,98,0.7879,0.2741,49.0,381
12,29,2810,27,27,0.5704,0.6584,0.8202,9.157,15,3,11,159,82,0.8149,0.2601,56.1,328
