seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
18,20,2959,19,19,0.5822,0.6671,0.864,16.3224,10,4,16,68,34,0.9267,0.2008,66.2,168
18,21,2836,15,15,0.7296,0.673,0.841,18.4837,14,1,15,75,13,0.9291,0.1543,133.7,105
18,22,2868,18,18,0.6556,0.6636,0.8338,15.7623,13,1,17,86,22,0.9259,0.1619,80.3,149
18,23,2849,17,17,0.7326,0.6735,0.8425,15.6152,14,0,14,97,20,0.8962,0.1908,107.7,136
18,24,2895,26,26,0.5026,0.6758,0.8448,19.0213,15,8,23,122,63,0.8401,0.2503,63.7,301
18,25,2817,24,24,0.5753,0.657,0.8227,17.0336,14,5,21,118,79,0.8382,0.2488,71.9,271
18,26,2908,23,23,0.6206,0.6673,0.8227,11.0901,15,3,13,128,68,0.8508,0.2363,71.5,246
18,27,2765,27,27,0.5628,0.6628,0.8256,13.0763,15,5,19,153,80,0.8433,0.2395,64.6,324
18,28,2853,22,22,0.7072,0.6711,0.8353,11.1163,16,1,14,145,45,0.8126,0.2707,86.8,228
18,29,2948,18,18,0.766,0.6763,0.8396,9.836,15,0,10,106,26,0.8261,0.2514,110.6,152
