seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
39,20,2956,18,18,0.6007,0.6743,0.8696,21.15,11,1,17,67,26,0.9416,0.1588,65.8,151
39,21,2877,27,27,0.4992,0.6661,0.8389,19.5046,13,9,25,104,79,0.8929,0.2218,59.3,316
39,22,2969,25,25,0.5629,0.6757,0.8332,17.0827,14,6,23,121,67,0.9185,0.2046,75.6,288
39,23,2898,22,22,0.5978,0.6603,0.8377,14.933,14,6,15,117,50,0.9215,0.186,87.7,228
39,24,2766,26,26,0.5571,0.6774,0.8411,15.544,15,8,20,135,65,0.8458,0.2574,76.2,298
39,25,2835,29,29,0.5082,0.6688,0.8291,14.1059,15,10,23,157,85,0.8673,0.2453,64.2,380
39,26,2781,29,29,0.5379,0.6613,0.8255,11.9346,15,6,22,183,94,0.8753,0.2223,67.6,384
39,27,2940,24,24,0.6093,0.6693,0.8327,10.3171,16,4,12,161,65,0.8546,0.2588,93.3,271
39,28,2881,26,26,0.5927,0.6645,0.8303,12.6248,17,3,16,163,90,0.8617,0.246,93.2,305
39,29,2857,26,26,0.6118,0.6747,0.8358,12.8595,17,4,17,167,79,0.8538,0.2632,86.8,315
