seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
42,20,2903,20,20,0.3929,0.6659,0.8604,14.3817,7,8,15,36,37,0.9369,0.1438,26.1,168
42,21,2882,22,22,0.4227,0.6698,0.829,14.271,9,2,15,59,37,0.856,0.2416,34.6,217
42,22,2922,22,22,0.496,0.662,0.8202,14.2115,10,5,17,81,44,0.8297,0.2633,38.1,214
42,23,2842,26,26,0.4496,0.6572,0.821,12.6732,11,5,13,103,56,0.833,0.2566,30.4,302
42,24,2932,20,20,0.5565,0.6777,0.8242,9.2574,11,1,7,91,32,0.7865,0.2622,45.9,182
42,25,2815,19,19,0.5493,0.666,0.8198,9.4024,10,3,6,75,31,0.7935,0.2749,44.8,165
42,26,2899,21,21,0.5007,0.6706,0.8213,11.6272,10,5,5,80,38,0.8221,0.2476,35.9,198
42,27,2851,23,23,0.4571,0.6666,0.8295,10.2697,10,6,8,85,55,0.8553,0.2198,41.5,237
42,28,2867,21,21,0.5598,0.6769,0.8268,9.9341,13,4,7,98,56,0.8061,0.2586,55.8,206
42,29,2918,26,26,0.5385,0.6597,0.8259,9.4941,16,0,12,138,79,0.771,0.2911,45.2,315
