seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
23,20,2926,20,20,0.4036,0.6702,0.8537,13.4855,7,9,14,40,33,0.9009,0.2111,26.5,169
23,21,2943,23,23,0.472,0.6743,0.8302,14.7071,11,5,21,73,57,0.8509,0.2216,40.7,228
23,22,2998,21,21,0.504,0.6731,0.8272,14.3529,10,4,14,68,58,0.8335,0.2367,46.6,191
23,23,2984,21,21,0.5238,0.6877,0.807,13.7797,10,3,14,76,56,0.7521,0.3018,47.5,201
23,24,2951,22,22,0.4517,0.6719,0.8206,10.4929,9,7,8,74,53,0.7964,0.2583,34.9,208
23,25,2845,23,23,0.445,0.6794,0.8168,8.7424,9,8,9,75,51,0.788,0.3086,33.6,223
23,26,2846,23,23,0.4469,0.6699,0.8201,9.8779,8,6,8,74,58,0.814,0.2754,31.7,230
23,27,2872,20,20,0.51,0.6661,0.7965,7.0664,9,4,4,67,49,0.7911,0.2937,33.8,183
23,28,2777,24,24,0.456,0.6672,0.8317,14.632,10,7,9,80,54,0.8135,0.2708,25.7,242
23,29,2804,22,22,0.5,0.66,0.8136,14.7474,9,3,5,69,49,0.763,0.2916,29.4,212
