seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
35,20,3008,23,23,0.4462,0.6808,0.8531,18.5641,8,2,23,74,40,0.9275,0.1682,33.7,234
35,21,2863,25,25,0.5113,0.6699,0.8251,17.8167,13,4,22,98,62,0.8478,0.2366,46.5,275
35,22,2864,25,25,0.5467,0.6739,0.8228,14.9364,14,2,20,125,62,0.8405,0.2455,45.5,285
35,23,2821,26,26,0.5385,0.6653,0.8222,15.0672,14,6,21,124,61,0.842,0.2375,38.0,305
35,24,2875,22,22,0.6548,0.6717,0.8259,9.5679,16,0,11,137,47,0.7981,0.269,62.0,227
35,25,2961,24,24,0.6048,0.6646,0.8321,11.4096,16,3,12,147,45,0.8121,0.2455,59.7,268
35,26,2861,26,26,0.5536,0.6684,0.8241,11.1256,16,5,10,137,60,0.8351,0.231,47.7,314
35,27,2772,26,26,0.5688,0.6625,0.8294,10.5279,17,6,12,137,73,0.8078,0.2766,48.3,307
35,28,2860,20,20,0.7135,0.6687,0.835,8.9474,17,0,7,131,27,0.8014,0.2729,76.9,190
35,29,2899,19,19,0.7863,0.66,0.841,9.1664,17,0,8,131,26,0.8193,0.2559,92.5,171
