seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
47,20,2832,38,38,0.4368,0.6586,0.8446,17.4892,15,9,34,131,139,0.8815,0.2065,25.1,596
47,21,2855,32,32,0.5265,0.6724,0.8232,11.3972,17,5,20,170,129,0.8117,0.2563,52.3,481
47,22,2823,32,32,0.5748,0.6709,0.8269,11.824,19,4,22,211,115,0.8071,0.2764,64.0,483
47,23,2891,36,36,0.5316,0.6612,0.8334,13.0725,20,8,29,238,131,0.824,0.2512,63.3,591
47,24,2842,34,34,0.5582,0.6578,0.835,13.0777,20,8,22,235,130,0.8398,0.2298,75.3,525
47,25,2887,28,28,0.6771,0.6652,0.8359,12.0373,20,2,20,243,75,0.816,0.2496,111.2,376
47,26,2740,30,30,0.6545,0.6566,0.8379,11.8024,20,2,20,261,89,0.791,0.2608,99.1,430
47,27,2814,33,33,0.5566,0.6688,0.8352,15.0914,21,7,24,271,107,0.8126,0.251,79.8,514
47,28,2778,34,34,0.5862,0.6729,0.8349,12.9113,23,7,26,315,119,0.821,0.2538,85.8,554
47,29,2702,32,32,0.6869,0.6779,0.8317,11.0606,23,3,19,309,99,0.8074,0.2659,88.8,491
