seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
36,20,2863,21,21,0.409,0.6713,0.863,14.0621,9,6,14,48,46,0.9055,0.1896,33.0,200
36,21,2882,23,23,0.504,0.6704,0.8292,15.8496,11,5,20,87,59,0.8972,0.19,52.3,245
36,22,2943,31,31,0.4504,0.6701,0.819,15.2915,12,9,25,113,89,0.8372,0.2497,30.5,397
36,23,2813,33,33,0.4572,0.6614,0.8228,17.563,13,8,24,149,103,0.8723,0.225,38.6,481
36,24,2849,31,31,0.5205,0.6609,0.8129,11.727,15,6,17,168,91,0.7965,0.2629,41.6,429
36,25,2827,27,27,0.5897,0.6641,0.8177,8.8263,17,1,10,161,78,0.8168,0.2655,46.5,335
36,26,2885,28,28,0.5432,0.678,0.8229,10.3133,15,4,13,155,90,0.8291,0.2568,47.2,371
36,27,2947,29,29,0.5292,0.6669,0.832,11.6697,15,3,16,166,82,0.8003,0.2684,50.9,386
36,28,2912,29,29,0.5594,0.6726,0.831,10.8926,17,5,14,174,79,0.8247,0.2513,49.9,389
36,29,2905,28,28,0.5714,0.6612,0.8281,10.34,18,3,11,169,77,0.8269,0.2436,54.4,365
