seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
38,20,2996,22,22,0.5159,0.6827,0.8572,15.4252,11,3,20,80,53,0.8975,0.2217,52.9,221
38,21,2901,23,23,0.5598,0.6628,0.8247,16.8364,14,2,19,116,56,0.8703,0.2423,76.0,245
38,22,2914,25,25,0.5938,0.6594,0.827,14.7514,15,1,19,131,64,0.8557,0.2306,52.3,289
38,23,2888,25,25,0.6055,0.6829,0.8255,14.3078,17,3,17,141,63,0.8258,0.2671,60.9,290
38,24,2888,34,34,0.445,0.666,0.8235,18.2616,15,11,26,173,117,0.8065,0.2708,42.3,518
38,25,2892,33,33,0.5063,0.6677,0.8261,13.1563,20,11,26,208,101,0.8182,0.2636,48.6,510
38,26,2804,31,31,0.5398,0.6599,0.8347,13.7783,20,6,25,219,81,0.8215,0.2563,59.3,447
38,27,2849,27,27,0.6247,0.6736,0.8259,11.3207,21,1,18,219,59,0.7806,0.2746,72.4,350
38,28,2886,31,31,0.6239,0.6643,0.8371,10.6546,21,2,18,247,79,0.8237,0.2556,60.0,453
38,29,2732,36,36,0.5383,0.6635,0.8256,13.7758,20,8,21,267,126,0.7943,0.2607,53.0,600
