seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
8,20,2886,23,23,0.2754,0.6684,0.8457,15.888,5,10,14,27,36,0.9261,0.1445,14.0,180
8,21,2825,18,18,0.3778,0.6685,0.8106,14.6363,6,7,14,37,40,0.8649,0.2016,25.9,149
8,22,2831,15,15,0.4485,0.6654,0.8001,9.6153,6,3,6,39,27,0.8289,0.2206,33.3,95
8,23,2924,18,18,0.4156,0.6726,0.8212,8.3551,7,4,7,47,37,0.8039,0.2664,30.7,137
8,24,2795,20,20,0.4212,0.6772,0.8208,10.1623,8,3,9,51,44,0.7761,0.2834,28.4,170
8,25,2846,16,16,0.5072,0.6657,0.8192,8.0778,8,0,7,46,24,0.8,0.2449,41.9,117
8,26,2812,17,17,0.4727,0.6677,0.8207,9.5378,8,3,6,40,34,0.826,0.2317,35.2,124
8,27,2846,15,15,0.541,0.6677,0.8062,5.5481,8,2,1,37,27,0.793,0.287,37.8,100
8,28,2730,18,18,0.4486,0.6669,0.8366,8.9594,8,5,4,39,37,0.8349,0.2556,34.9,142
8,29,2858,18,18,0.4897,0.6755,0.8226,12.9322,8,5,7,48,38,0.8763,0.2046,40.7,143
