seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
45,20,2820,14,14,0.4196,0.6654,0.8504,16.6238,4,4,8,16,15,0.8674,0.2636,22.8,72
45,21,2912,18,18,0.3562,0.6719,0.8296,13.3309,6,5,13,33,29,0.8591,0.2277,33.8,135
45,22,2969,23,23,0.3696,0.6734,0.825,20.4063,7,8,19,60,57,0.7932,0.2899,32.2,219
45,23,2933,24,24,0.3611,0.6643,0.8053,16.3175,7,10,17,58,62,0.8394,0.2366,24.5,230
45,24,2882,21,21,0.4638,0.6686,0.8021,10.5282,7,4,13,63,50,0.8375,0.2296,30.8,182
45,25,2869,22,22,0.3949,0.6654,0.8177,12.9544,7,6,9,61,47,0.7982,0.2649,27.3,206
45,26,2976,23,23,0.4224,0.6596,0.8122,8.5366,8,4,6,80,54,0.7443,0.3094,34.7,230
45,27,2887,18,18,0.5408,0.6581,0.8053,7.25,9,1,3,68,38,0.7297,0.2958,54.5,145
45,28,2874,21,21,0.4916,0.6623,0.8277,9.4413,11,4,8,78,45,0.7826,0.2556,39.6,194
45,29,2869,22,22,0.492,0.674,0.8028,10.9751,10,4,7,80,52,0.741,0.2974,36.0,214
