seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
30,20,2824,41,41,0.3101,0.6642,0.8494,14.3748,11,21,32,106,129,0.9128,0.1815,14.2,638
30,21,2964,34,34,0.4093,0.6792,0.8134,11.9938,13,10,20,150,116,0.8419,0.25,28.7,522
30,22,2909,26,26,0.5405,0.6842,0.815,10.5594,16,3,14,152,64,0.8138,0.259,44.3,318
30,23,2915,27,27,0.5426,0.6624,0.8285,11.3553,16,5,11,155,65,0.843,0.225,40.7,344
30,24,2892,27,27,0.5306,0.6686,0.8285,9.4374,16,5,10,179,60,0.8379,0.2505,45.5,341
30,25,2906,27,27,0.558,0.6604,0.8297,9.9653,18,5,7,170,60,0.8217,0.263,45.4,338
30,26,2897,28,28,0.5587,0.659,0.8222,9.082,18,5,9,168,77,0.8188,0.2557,41.3,372
30,27,2939,26,26,0.6332,0.6675,0.8225,8.3667,20,1,10,170,62,0.8133,0.277,48.0,321
30,28,2882,24,24,0.6908,0.6623,0.836,8.9079,20,0,10,157,51,0.8512,0.2294,62.1,275
30,29,2820,22,22,0.7201,0.6777,0.8414,11.0887,20,0,11,165,30,0.8641,0.2303,89.1,231
