seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
19,20,2960,24,24,0.3411,0.675,0.8474,14.3742,8,11,16,40,45,0.9368,0.1327,20.3,214
19,21,2893,27,27,0.3205,0.6688,0.8214,19.5145,8,12,24,65,65,0.8553,0.2312,26.2,292
19,22,2938,19,19,0.4288,0.6646,0.8203,11.707,8,7,13,59,35,0.8111,0.2536,37.6,161
19,23,2927,17,17,0.5112,0.6664,0.8305,10.0735,8,3,9,66,34,0.7627,0.2892,59.5,129
19,24,2963,20,20,0.485,0.6688,0.818,9.5912,9,4,11,69,52,0.806,0.2762,45.6,181
19,25,2948,30,30,0.3467,0.6671,0.8229,21.354,9,13,23,95,98,0.8679,0.2159,30.3,390
19,26,2867,34,34,0.366,0.6681,0.8189,13.8093,10,12,23,136,124,0.8484,0.2457,32.6,493
19,27,2979,31,31,0.4285,0.6662,0.8146,10.6703,12,5,17,138,115,0.8334,0.2474,35.7,426
19,28,2909,29,29,0.4784,0.6667,0.8115,8.7953,12,2,14,153,103,0.794,0.2782,45.2,367
19,29,2894,29,29,0.4914,0.6696,0.8327,12.3426,13,4,14,155,94,0.7843,0.2822,59.7,375
