seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
16,20,2954,23,23,0.3072,0.6725,0.8487,15.7649,7,11,16,37,30,0.8907,0.2358,10.3,214
16,21,2980,21,21,0.4405,0.66,0.8159,12.5885,10,7,13,54,47,0.891,0.2191,30.1,196
16,22,2895,18,18,0.548,0.6679,0.8184,9.7159,11,2,8,65,39,0.8501,0.2643,40.2,149
16,23,2846,21,21,0.5037,0.6672,0.8322,12.1129,11,4,9,77,44,0.8104,0.2788,40.5,201
16,24,2819,21,21,0.5833,0.6691,0.8317,14.2791,14,3,12,98,35,0.8214,0.2342,55.3,204
16,25,2967,29,29,0.4731,0.6612,0.8204,18.1669,14,10,21,119,67,0.8409,0.2347,37.2,370
16,26,2935,27,27,0.5214,0.6665,0.8277,13.4993,14,5,19,148,64,0.8271,0.2299,52.4,331
16,27,2845,29,29,0.5172,0.6619,0.8286,12.2436,16,7,16,160,81,0.8368,0.2472,51.6,384
16,28,2876,28,28,0.5203,0.6711,0.8306,13.7254,15,5,17,166,69,0.8,0.277,50.6,365
16,29,2831,26,26,0.5698,0.6486,0.8236,15.238,16,4,14,161,67,0.7983,0.2552,57.3,310
