seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
46,20,2961,30,30,0.3126,0.6686,0.8546,17.0333,8,12,25,87,87,0.8278,0.2614,35.3,340
46,21,2922,27,27,0.3831,0.6676,0.8064,18.3759,10,8,19,96,84,0.7547,0.3026,50.0,306
46,22,2907,25,25,0.4267,0.6749,0.8223,13.7841,11,8,18,106,74,0.7336,0.3019,51.8,278
46,23,2924,31,31,0.3706,0.6622,0.8185,13.2267,12,13,22,129,112,0.7396,0.2854,42.0,416
46,24,2923,38,38,0.3054,0.6667,0.8195,15.2395,12,19,20,149,133,0.7486,0.2855,32.9,564
46,25,2819,32,32,0.3795,0.6724,0.817,11.7984,12,10,20,157,119,0.7592,0.2889,48.6,455
46,26,2807,30,30,0.3989,0.6754,0.813,16.3198,13,10,17,166,88,0.7353,0.3015,61.4,392
46,27,2805,27,27,0.4135,0.6668,0.8315,12.6051,12,9,15,141,68,0.7427,0.3116,68.7,321
46,28,2894,33,33,0.3303,0.6658,0.8181,13.4761,13,15,16,152,113,0.7592,0.3016,46.5,460
46,29,2835,23,23,0.4865,0.6648,0.8291,9.0766,14,5,8,125,63,0.7651,0.2776,81.4,242
