seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
7,20,2832,21,21,0.5739,0.6663,0.8624,20.3996,13,4,20,88,47,0.9189,0.199,58.0,201
7,21,2871,24,24,0.6105,0.6649,0.8444,21.4502,16,5,20,120,67,0.89,0.2268,82.3,266
7,22,2851,20,20,0.744,0.6786,0.8394,13.8601,16,1,15,125,39,0.9078,0.1904,116.8,188
7,23,2913,25,25,0.6465,0.6631,0.8449,19.6591,19,4,24,174,54,0.9117,0.1942,97.1,297
7,24,2923,21,21,0.7404,0.6628,0.8449,15.9753,18,2,17,161,28,0.91,0.1884,145.1,210
7,25,2722,19,19,0.7451,0.6802,0.8508,13.8237,16,2,15,130,14,0.8834,0.2085,138.7,171
7,26,2820,22,22,0.7102,0.6713,0.8485,15.9431,17,3,19,147,31,0.8577,0.2352,101.4,229
7,27,2998,17,17,0.8729,0.6553,0.8449,11.5418,17,0,10,129,4,0.8805,0.2223,140.2,136
7,28,2931,19,19,0.82,0.674,0.8579,12.697,16,0,16,147,16,0.9197,0.1851,158.1,171
7,29,2918,19,19,0.8246,0.6605,0.8408,12.0496,17,0,15,147,16,0.9034,0.2083,141.1,171
