seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
2,20,2834,24,24,0.4649,0.6678,0.8603,16.1856,11,3,21,75,51,0.9023,0.1795,31.1,248
2,21,2865,31,31,0.4205,0.6723,0.8239,15.0841,14,10,26,121,101,0.7833,0.2741,37.0,431
2,22,2895,34,34,0.4697,0.6767,0.8189,12.3043,15,8,23,166,126,0.7903,0.2748,38.9,511
2,23,2795,35,35,0.4821,0.6649,0.8232,13.0131,16,6,25,186,138,0.8301,0.2489,42.9,544
2,24,2871,30,30,0.5802,0.6678,0.8235,12.9727,18,6,20,187,95,0.7952,0.2702,57.1,414
2,25,2843,27,27,0.6305,0.6647,0.831,10.6625,18,2,16,200,70,0.8021,0.2699,73.1,344
2,26,2852,26,26,0.6513,0.668,0.8292,9.4688,19,3,12,185,71,0.8186,0.252,77.0,322
2,27,2766,26,26,0.6218,0.6653,0.8323,12.1245,18,4,14,181,54,0.8358,0.2376,72.3,318
2,28,2838,38,38,0.4874,0.6686,0.8246,13.2105,19,16,25,221,140,0.8225,0.2649,41.8,626
2,29,2816,32,32,0.5756,0.6671,0.8218,11.3722,19,5,19,224,112,0.8205,0.2563,60.4,464
