seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
11,20,2856,17,17,0.3971,0.6687,0.8549,11.6657,6,6,10,25,28,0.9276,0.1476,26.1,125
11,21,2932,20,20,0.3895,0.6755,0.8276,15.1567,7,6,15,47,37,0.8973,0.2073,32.8,177
11,22,2760,22,22,0.4855,0.6679,0.8312,16.0405,10,7,17,66,55,0.8495,0.2391,41.4,215
11,23,2980,20,20,0.5396,0.6719,0.8205,11.6234,10,4,12,70,43,0.822,0.2432,51.9,184
11,24,2862,19,19,0.5088,0.6766,0.8306,15.0981,10,5,13,64,33,0.7858,0.2817,57.3,162
11,25,2877,20,20,0.537,0.6694,0.8381,14.02,12,6,12,75,29,0.8132,0.2526,55.1,179
11,26,2835,19,19,0.5808,0.6719,0.834,15.1662,11,3,11,78,33,0.8112,0.2758,61.7,164
11,27,2799,29,29,0.4231,0.6708,0.8262,16.91,11,7,21,113,82,0.805,0.2759,35.5,352
11,28,2809,25,25,0.4653,0.6696,0.8173,14.5786,10,4,14,95,71,0.7993,0.2724,38.3,275
11,29,2891,25,25,0.48,0.6522,0.8097,11.1103,10,5,12,109,61,0.7816,0.2992,40.5,276
