seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs
43,20,2919,19,19,0.4912,0.6714,0.855,18.6965,8,2,19,66,31,0.8233,0.2454,50.2,165
43,21,2878,19,19,0.6184,0.6604,0.8372,14.4481,12,1,15,87,36,0.7888,0.2787,73.8,169
43,22,2880,17,17,0.6176,0.6713,0.8443,12.2152,9,1,10,68,32,0.7693,0.2767,83.3,135
43,23,2906,17,17,0.6445,0.6745,0.8366,12.6356,12,1,13,74,29,0.7707,0.2781,86.8,136
43,24,2825,17,17,0.6041,0.6658,0.8334,12.3888,10,3,11,68,30,0.8105,0.2382,90.7,132
43,25,2869,16,16,0.6875,0.6781,0.8383,12.5999,13,1,11,78,26,0.7871,0.2702,113.1,119
43,26,2871,18,18,0.6322,0.6626,0.8361,13.4319,14,2,11,91,32,0.822,0.2452,95.0,151
43,27,2878,24,24,0.4926,0.6593,0.8393,18.0104,13,8,18,118,50,0.7685,0.2937,63.8,258
43,28,2840,19,19,0.6077,0.6672,0.8351,11.9206,15,2,11,103,34,0.7587,0.2963,98.6,167
43,29,2830,16,16,0.7016,0.6669,0.8436,12.5904,15,0,9,99,13,0.7565,0.2787,133.3,120
