window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6049,16,4,0,1.9995,0,18.1,0,0,6.58,1.0,6049.0,553,1.0,346,528,182,1919,0.001055,0.0073,399.4211,0,0.0,0.0,0.0012,0,0,0,0,0.035255,0.015625,64,0.5568,0.0353,0.2662
2,5000,3639,3,5,0,1.9996,0,17.0,428,3200,5.11,0.822,4461.0,439,1.0,337,17,26,1982,0.001164,0.0075,386.9258,1,1.0,0.0054,0.0012,2,0,0,0,0.033198,0.015625,64,0.5293,0.0637,0.2543
3,5000,3359,3,5,0,1.9996,0,16.9,226,3141,4.87,0.8624,3921.5,218,1.0,275,8,70,1962,0.001163,0.0106,241.9534,2,1.9,0.0072,0.0016,3,0,0,0,0.039753,0.015625,64,0.6069,0.0937,0.2491
4,5000,3152,1,5,0,1.9995,0,16.7,53,3119,4.54,0.8767,3623.7,33,1.0,181,3,97,1755,0.001358,0.0229,53.6332,3,2.9,0.0117,0.0026,1,0,0,0,0.041488,0.015625,63,0.6234,0.1295,0.2624
5,5000,3123,0,0,1,1.9995,0,16.6,0,3123,4.51,0.9034,3456.8,0,1.0,111,0,70,1335,0.001871,0.0221,0.0,4,3.8,0.0163,0.0037,0,1,0,0,0.039735,0.015625,58,0.6068,0.1692,0.2808
6,5000,3088,0,0,0,1.9995,1,16.6,3,3085,4.48,0.9214,3351.4,3,1.0,83,3,31,998,0.002661,0.0344,10.3093,5,4.7,0.0238,0.0056,0,0,0,0,0.05,0.015625,49,0.6875,0.2035,0.3043
7,5000,3091,2,5,0,1.9983,1,16.6,3,3079,4.51,0.9406,3286.3,12,1.0,64,2,21,859,0.003115,0.0382,49.3827,6,5.4,0.0245,0.0076,2,0,0,0,0.061069,0.015625,42,0.7441,0.2463,0.3304
8,5000,3070,1,3,0,1.9993,1,16.4,5,3060,4.42,0.948,3238.3,10,1.0,50,6,20,729,0.003482,0.045,45.4545,7,5.9,0.0264,0.009,0,0,0,0,0.07,0.015625,39,0.7768,0.2995,0.3464
9,5000,3238,2,5,0,1.9979,2,16.5,8,3225,4.55,0.9999,3238.2,13,1.0,44,2,8,616,0.004549,0.066,65.0,8,6.4,0.0371,0.0124,1,0,0,0,0.084906,0.015625,32,0.816,0.3514,0.3618
10,5000,3065,2,4,0,1.9969,2,16.4,4,3053,4.46,0.9558,3206.7,12,1.0,38,3,9,582,0.005069,0.0606,70.5128,9,7.0,0.0318,0.0145,0,0,0,0,0.084848,0.015625,32,0.8158,0.4277,0.3728
