window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6188,14,5,0,1.9992,0,18.3,0,0,6.68,1.0,6188.0,721,1.0,453,694,241,2333,0.000809,0.0061,410.0228,0,0.0,0.0052,0.0009,2,0,0,0,0.03,0.015625,64,0.4792,0.03,0.2082
2,5000,3787,3,5,0,1.9992,0,17.2,532,3229,5.25,0.8287,4608.7,558,1.0,432,18,39,2383,0.000905,0.0069,391.3043,1,1.0,0.0058,0.001,1,0,0,0,0.03321,0.015625,64,0.5295,0.0602,0.2209
3,5000,3419,6,5,0,1.9991,0,16.7,291,3130,4.89,0.8559,4028.3,289,1.0,345,16,103,2381,0.000943,0.0093,262.0127,2,1.9,0.0067,0.0014,3,0,0,0,0.032857,0.015625,64,0.5245,0.0845,0.2198
4,5000,3178,1,5,0,1.9991,0,16.5,62,3134,4.6,0.8666,3699.4,44,1.0,228,1,118,2081,0.001122,0.0152,59.3923,3,2.8,0.0082,0.002,1,0,0,0,0.037383,0.015625,64,0.582,0.1089,0.2243
5,5000,3122,1,4,0,1.9991,0,16.5,7,3105,4.48,0.8902,3506.9,17,1.0,162,1,67,1654,0.001484,0.0197,31.5399,4,3.8,0.0113,0.0027,0,0,0,0,0.041118,0.015625,62,0.62,0.15,0.2355
6,5000,3111,0,0,3,1.999,2,16.3,3,3103,4.5,0.9167,3393.8,8,1.0,145,0,17,1310,0.001841,0.0325,20.8333,5,4.8,0.0179,0.0046,0,0,0,0,0.0475,0.015625,59,0.6711,0.1733,0.2468
7,5000,3113,2,5,0,1.9966,1,16.3,0,3103,4.53,0.9366,3323.6,10,1.0,106,5,44,1272,0.001907,0.0284,24.6914,6,5.5,0.02,0.0051,1,0,0,0,0.065646,0.015625,59,0.762,0.2362,0.2615
8,5000,3065,1,4,0,1.9962,1,16.2,4,3051,4.41,0.9384,3266.1,14,1.0,83,2,25,1002,0.002309,0.0479,47.9452,7,6.2,0.0232,0.0065,0,0,0,0,0.105431,0.015625,54,0.8518,0.3416,0.2736
9,5000,3079,2,5,0,1.9913,2,16.3,7,3062,4.48,0.9536,3228.7,17,1.0,66,5,22,922,0.00272,0.0364,58.8235,8,6.6,0.0224,0.0074,1,0,0,0,0.102649,0.015625,54,0.8478,0.4442,0.2855
10,5000,3084,0,0,1,1.9771,2,16.2,0,3071,4.5,0.963,3202.4,13,1.0,56,5,15,797,0.003308,0.0428,54.3933,9,7.2,0.0316,0.009,0,0,0,0,0.081712,0.015625,46,0.8088,0.526,0.2992
11,5000,3141,0,0,0,1.9294,1,16.2,3,3128,4.54,0.984,3192.2,13,1.0,51,3,8,696,0.003631,0.0558,59.9078,10,7.8,0.0317,0.0102,0,1,0,0,0.060086,0.015625,38,0.74,0.586,0.3127
12,5000,3066,1,4,3,1.9198,1,16.2,6,3055,4.47,0.9664,3172.8,11,1.0,43,4,12,642,0.003879,0.0449,67.4847,11,7.6,0.0288,0.0099,0,0,0,0,0.078652,0.015625,37,0.8013,0.6197,0.3261
13,5000,3085,1,5,0,1.9742,1,16.2,0,3080,4.55,0.9762,3160.2,5,1.0,36,1,8,587,0.004522,0.0671,32.4675,12,8.9,0.0379,0.0137,1,0,0,0,0.079268,0.015625,32,0.8029,0.6868,0.3419
14,5000,3136,0,0,1,1.9609,2,16.3,0,3131,4.48,0.9934,3157.0,5,1.0,30,0,6,504,0.005158,0.0705,32.6797,13,10.2,0.0513,0.0155,0,0,0,0,0.102564,0.015625,25,0.8477,0.7381,0.3621
15,5000,3141,0,0,0,1.9766,1,16.6,0,3136,4.51,0.9956,3155.0,5,1.0,26,0,4,489,0.005331,0.0857,37.8788,14,11.2,0.0444,0.0148,0,0,0,0,0.085714,0.015625,24,0.8177,0.8024,0.3815
16,5000,3003,0,0,0,1.9573,1,16.2,0,2998,4.41,0.9573,3137.1,5,1.0,25,5,6,460,0.004974,0.0703,41.3223,15,11.1,0.0451,0.0149,0,0,0,0,0.140625,0.015625,21,0.8889,0.943,0.4024
17,5000,3085,1,3,3,1.9724,1,16.3,3,3077,4.48,0.9852,3131.3,8,1.0,25,1,1,446,0.00532,0.0959,55.9441,16,11.4,0.0556,0.0198,0,0,0,0,0.10274,0.015625,20,0.8479,1.0458,0.4225
18,5000,3162,0,0,3,1.9668,1,16.3,3152,0,4.56,1.0088,3134.5,10,1.0,26,3,2,443,0.005373,0.089,70.922,17,11.3,0.0502,0.0178,0,0,0,0,0.09589,0.015625,20,0.8371,1.1416,0.436
19,5000,3081,1,3,3,1.9841,1,16.2,13,3068,4.43,0.9846,3129.2,13,1.0,27,6,5,474,0.004897,0.0719,83.9161,18,11.1,0.0417,0.0141,0,1,0,0,0.104575,0.015625,26,0.8506,1.2462,0.4435
20,5000,3140,1,4,3,1.9569,1,16.3,3137,0,4.5,1.0031,3130.2,3,1.0,27,1,1,443,0.005408,0.0638,21.5827,19,11.4,0.0496,0.015,0,0,0,0,0.120567,0.015625,22,0.8704,1.3668,0.4534
21,5000,3141,0,0,3,1.982,2,16.5,3136,0,4.52,1.0031,3131.3,5,1.0,22,2,7,447,0.005106,0.0833,24.1935,20,12.6,0.0511,0.0168,0,0,0,0,0.121212,0.015625,23,0.8711,1.4728,0.465
22,5000,3119,0,0,3,1.9564,1,16.7,6,3113,4.46,0.9965,3130.1,6,1.0,20,3,5,390,0.005735,0.1068,60.6061,21,13.6,0.0437,0.0254,0,0,0,0,0.145631,0.015625,18,0.8927,1.5796,0.476
23,5000,3103,2,5,1,1.9259,1,16.5,5,3091,4.51,0.9922,3127.5,12,1.0,21,4,3,426,0.005465,0.0873,82.6446,22,13.0,0.0605,0.0229,1,1,0,0,0.119048,0.015625,20,0.8688,1.6908,0.4848
24,5000,3073,0,0,1,1.9152,1,16.5,0,3073,4.51,0.9842,3122.3,0,1.0,19,0,2,371,0.006236,0.1043,0.0,23,14.8,0.0663,0.0221,0,0,0,0,0.113043,0.015625,17,0.8618,1.8038,0.4928
