window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6158,14,6,0,1.9969,0,18.1,0,0,6.63,1.0,6158.0,644,1.0,400,615,215,2131,0.000885,0.0067,402.2486,0,0.0,0.0058,0.001,2,0,0,0,0.034566,0.015625,63,0.548,0.0346,0.2733
2,5000,3824,1,5,0,1.9968,0,17.0,484,3322,5.26,0.8329,4615.3,502,1.0,370,6,36,2158,0.00101,0.0085,398.4127,1,1.0,0.0069,0.0012,1,0,0,0,0.035801,0.015625,63,0.5636,0.0704,0.2611
3,5000,3311,1,3,0,1.9968,0,16.8,295,3048,4.81,0.8416,3984.2,263,1.0,304,4,70,2096,0.001043,0.0111,261.6915,2,2.0,0.0074,0.0014,0,0,0,0,0.038951,0.015625,63,0.5989,0.1093,0.2623
4,5000,3192,1,5,0,1.9968,0,16.7,64,3147,4.62,0.8762,3680.5,45,1.0,201,6,109,1810,0.001252,0.0132,69.2308,3,2.9,0.0095,0.0021,1,0,0,0,0.059211,0.015625,62,0.7361,0.1685,0.2637
5,5000,2993,1,5,0,1.9969,0,16.7,5,2973,4.38,0.8672,3451.3,20,1.0,177,3,27,1446,0.001731,0.0246,42.735,4,3.8,0.0115,0.0038,1,0,0,0,0.071721,0.015625,59,0.7821,0.2402,0.2774
6,5000,3156,4,5,0,1.9979,2,16.8,7,3123,4.54,0.9373,3367.0,33,1.0,123,10,64,1450,0.001729,0.0259,70.1357,5,4.5,0.0174,0.0042,2,0,0,0,0.063872,0.015625,59,0.7554,0.2882,0.2856
7,5000,3122,0,0,1,1.9928,2,16.3,3,3106,4.52,0.9447,3306.0,16,1.0,80,0,43,1092,0.00244,0.0366,55.5556,6,5.4,0.0283,0.0073,0,0,0,0,0.07622,0.015625,54,0.795,0.3461,0.3079
8,5000,3081,0,0,0,1.9974,1,16.4,3,3069,4.48,0.9463,3256.0,12,1.0,71,3,12,862,0.002828,0.0565,45.283,7,6.3,0.0288,0.0083,0,0,0,0,0.120141,0.015625,45,0.8699,0.4062,0.336
9,5000,3167,0,0,0,1.9961,1,16.6,1,3161,4.56,0.978,3238.2,6,1.0,57,1,15,779,0.003092,0.0478,21.2766,8,7.4,0.033,0.0086,0,0,0,0,0.119522,0.015625,42,0.8693,0.5005,0.3596
10,5000,3085,1,4,3,1.9979,1,17.5,3,3082,4.45,0.961,3210.3,3,1.0,44,1,14,656,0.003768,0.0524,17.0455,9,8.1,0.0359,0.0126,0,0,0,0,0.099476,0.015625,35,0.8429,0.5791,0.3852
11,5000,3089,1,5,0,1.9966,1,16.0,0,3084,4.5,0.9683,3190.1,5,1.0,34,1,11,549,0.004638,0.0718,29.0698,10,8.7,0.0442,0.0152,1,0,0,0,0.127072,0.015625,28,0.877,0.6453,0.4075
12,5000,3131,0,0,3,1.9874,2,16.1,0,3131,4.5,0.9843,3181.0,0,1.0,27,0,7,471,0.005522,0.0903,0.0,11,9.4,0.0484,0.0184,0,0,0,0,0.103226,0.015625,22,0.8486,0.7034,0.429
13,5000,3159,1,4,1,1.9396,1,16.2,0,3156,4.56,0.9941,3177.9,3,1.0,24,1,4,443,0.005395,0.0909,26.087,12,9.7,0.0465,0.0181,0,0,0,0,0.115702,0.015625,21,0.865,0.7834,0.4506
14,5000,3141,1,4,3,1.9037,1,18.5,0,3131,4.5,0.9899,3173.0,10,1.0,27,8,5,446,0.005882,0.0763,80.6452,13,8.7,0.0496,0.0182,0,0,0,0,0.175573,0.015625,20,0.911,0.959,0.4702
15,5000,3106,0,0,3,1.9212,2,17.8,0,3096,4.44,0.9815,3164.6,10,1.0,25,0,2,435,0.006244,0.1014,76.3359,14,9.5,0.0487,0.0229,0,1,0,0,0.15942,0.015625,19,0.902,1.1184,0.4878
16,5000,3104,2,5,3,1.9398,1,16.6,0,3094,4.51,0.9831,3157.5,10,1.0,24,2,3,437,0.006513,0.0915,73.5294,15,9.0,0.0537,0.0172,1,0,0,0,0.133803,0.015625,17,0.8832,1.2522,0.502
17,5000,3117,1,4,3,1.9504,1,16.9,9,3100,4.47,0.9886,3153.0,17,1.0,23,9,10,494,0.006099,0.0926,94.2857,16,10.0,0.0455,0.0192,0,0,0,0,0.154321,0.015625,19,0.8988,1.4065,0.5144
18,5000,3169,1,3,3,1.9359,2,16.8,3162,0,4.61,1.0045,3154.6,7,1.0,26,6,3,457,0.005946,0.094,48.6111,17,9.6,0.052,0.0205,0,0,0,0,0.120805,0.015625,17,0.8707,1.4938,0.5263
19,5000,3144,0,0,3,1.8845,2,16.5,0,3139,4.57,0.997,3153.6,5,1.0,25,0,1,428,0.005906,0.0625,46.2963,18,10.3,0.0446,0.0127,0,0,0,0,0.125,0.015625,16,0.875,1.5741,0.5386
20,5000,3051,0,0,3,1.8683,1,16.5,0,3051,4.39,0.9705,3143.8,0,1.0,22,0,3,428,0.00558,0.1083,0.0,19,11.9,0.0531,0.0232,0,0,0,0,0.166667,0.015625,16,0.9062,1.7408,0.552
21,5000,2954,1,5,3,1.853,1,16.4,5,2949,4.32,0.9451,3125.7,5,1.0,21,1,2,428,0.006738,0.1456,50.0,20,11.6,0.0655,0.0308,1,1,0,0,0.145631,0.015625,15,0.8927,1.8379,0.5631
22,5000,3064,3,4,3,1.7924,1,16.5,8,3051,4.41,0.9821,3119.9,13,1.0,21,6,6,441,0.006245,0.0735,103.1746,21,11.8,0.0469,0.0154,0,0,0,0,0.183824,0.015625,18,0.915,1.8746,0.5666
23,5000,3077,2,5,1,1.9175,2,16.6,4,3063,4.51,0.9876,3115.8,14,1.0,23,4,2,457,0.005876,0.0692,84.9673,22,11.7,0.0419,0.0146,1,0,0,0,0.106918,0.015625,19,0.8539,1.9124,0.5638
24,5000,3090,1,5,1,1.9628,2,16.6,0,3080,4.53,0.9925,3113.3,10,1.0,24,1,0,468,0.006274,0.0966,70.4225,23,12.1,0.0476,0.0179,1,0,0,0,0.124138,0.015625,18,0.8741,1.9469,0.5622
25,5000,3176,2,3,3,1.9082,2,16.5,3164,0,4.52,1.0182,3119.3,12,1.0,23,4,5,509,0.005115,0.0903,74.8299,24,12.0,0.0548,0.0198,0,0,0,0,0.116129,0.015625,21,0.8655,1.9791,0.5609
26,4999,3094,2,3,3,1.9363,2,16.5,3,3082,4.53,0.9927,3116.9,12,1.0,25,3,1,475,0.005161,0.0662,90.2256,25,12.0,0.0404,0.016,0,0,0,0,0.110294,0.015625,22,0.8583,2.0085,0.5571
27,4999,3004,0,0,3,1.9749,2,16.5,3,2996,4.43,0.9671,3106.1,8,1.0,26,5,4,490,0.00499,0.0828,57.971,26,11.9,0.046,0.0166,0,1,0,0,0.103448,0.015625,23,0.849,2.0499,0.5565
28,4999,2980,1,5,3,1.9695,1,16.5,3,2967,4.33,0.9631,3094.1,13,1.0,25,1,2,485,0.005282,0.0839,94.8905,27,13.2,0.0427,0.0197,1,0,0,0,0.083916,0.015625,23,0.8138,2.1338,0.5554
29,4998,3048,2,5,3,1.9405,1,16.6,4,3035,4.48,0.9865,3089.7,13,1.0,24,5,6,500,0.005702,0.0861,76.9231,28,14.3,0.0512,0.0181,1,0,0,0,0.092715,0.015625,24,0.8315,2.1669,0.5533
30,4998,3131,1,5,1,1.9913,2,16.6,3123,0,4.43,1.0121,3093.7,8,1.0,25,1,0,493,0.005068,0.0791,59.2593,29,14.7,0.0498,0.0172,1,0,0,0,0.107914,0.015625,21,0.8552,2.2101,0.5538
31,4997,3184,1,4,3,1.996,2,16.6,3185,0,4.55,1.0278,3102.7,4,1.0,23,1,3,493,0.006037,0.1163,31.4961,30,15.1,0.0465,0.0239,0,0,0,0,0.116279,0.015625,22,0.8656,2.2411,0.5514
32,4996,3083,0,0,3,1.9622,2,16.6,0,3078,4.54,0.9942,3100.9,5,1.0,23,5,5,462,0.005741,0.0878,35.2113,31,13.6,0.0484,0.019,0,0,0,0,0.087838,0.015625,21,0.8221,2.2817,0.5509
33,4996,2989,1,5,3,1.957,1,16.7,4,2976,4.41,0.9672,3090.2,13,1.0,23,5,5,490,0.005727,0.1087,83.9695,32,14.2,0.0483,0.0193,1,1,0,0,0.108696,0.015625,21,0.8562,2.3034,0.5484
34,4995,3146,2,4,3,1.9849,1,16.6,3141,0,4.45,1.0163,3095.5,5,1.0,24,5,4,498,0.004932,0.0625,19.6078,33,14.5,0.0469,0.0149,0,0,0,0,0.0875,0.015625,23,0.8214,2.3659,0.5469
35,4992,3058,1,3,3,1.9735,2,16.7,3,3055,4.43,0.989,3091.9,3,1.0,24,4,4,502,0.004728,0.1069,7.874,34,15.4,0.0458,0.0213,0,0,0,0,0.10687,0.015625,23,0.8538,2.4728,0.5467
36,4989,3111,1,3,3,1.9403,2,16.6,3108,0,4.45,1.0056,3093.8,3,1.0,24,2,2,487,0.005298,0.0806,16.3934,35,16.2,0.0383,0.0197,0,0,0,0,0.08871,0.015625,21,0.8239,2.5534,0.5451
37,4988,3085,2,4,3,1.922,2,16.6,4,3076,4.53,0.9974,3092.9,9,1.0,26,5,3,519,0.004737,0.0862,81.8182,36,14.9,0.0395,0.0196,0,0,0,0,0.12069,0.015625,23,0.8705,2.6051,0.5427
38,4984,3133,1,3,3,1.9671,2,16.5,3125,0,4.51,1.0117,3096.7,8,1.0,25,2,3,512,0.004581,0.0573,47.2973,37,16.2,0.0441,0.0134,0,0,0,0,0.10828,0.015625,22,0.8557,2.6737,0.5419
39,4982,3040,2,4,1,1.9576,2,16.4,7,3028,4.41,0.9834,3091.3,12,1.0,26,2,1,499,0.004738,0.0679,75.4717,38,16.4,0.0376,0.0151,0,0,0,0,0.098765,0.015625,22,0.8418,2.7416,0.5393
40,4979,3044,1,5,1,1.9904,2,16.7,5,3034,4.41,0.9861,3086.8,10,1.0,27,3,2,529,0.004267,0.0833,65.7895,39,16.6,0.0409,0.0194,1,0,0,0,0.115385,0.015625,24,0.8646,2.7929,0.5362
41,4978,3103,0,0,3,1.8962,2,24.0,3096,0,4.54,1.0047,3088.4,7,1.0,26,4,5,537,0.004445,0.0851,52.6316,40,16.6,0.0461,0.0193,0,1,0,0,0.12766,0.015625,26,0.8776,2.8354,0.5345
42,4977,3038,0,0,3,1.9111,1,24.1,7,3031,4.51,0.9852,3083.6,7,1.0,22,0,4,495,0.004541,0.0709,53.8462,41,19.9,0.052,0.0166,0,0,0,0,0.113475,0.015625,23,0.8623,2.8709,0.5345
43,4974,3062,1,5,1,1.8671,1,22.5,7,3050,4.49,0.9937,3081.5,12,1.0,22,1,1,472,0.004753,0.0687,93.75,42,20.8,0.0528,0.0156,1,0,0,0,0.122137,0.015625,21,0.8721,2.9319,0.5349
44,4972,3092,0,0,3,1.8288,1,23.8,3087,0,4.54,1.0031,3082.5,5,1.0,21,0,1,463,0.005159,0.1,39.6825,43,22.5,0.0538,0.0251,0,0,0,0,0.153846,0.015625,20,0.8984,2.9627,0.5348
45,4970,3073,0,0,3,1.8397,1,19.6,3,3066,4.5,0.9972,3081.6,7,1.0,20,3,4,452,0.004493,0.1,60.8696,44,24.2,0.0558,0.0245,0,0,0,0,0.1,0.015625,19,0.8438,3.0127,0.5351
46,4970,3121,1,5,1,1.9628,1,16.6,3113,0,4.63,1.0116,3085.4,8,1.0,21,1,0,459,0.004866,0.0853,62.5,45,24.0,0.0498,0.0146,1,0,0,0,0.147287,0.015625,18,0.8939,3.0656,0.5385
47,4969,3017,1,3,1,1.9955,1,16.3,10,3004,4.43,0.9799,3078.9,13,1.0,26,9,4,517,0.004339,0.0743,84.507,46,20.2,0.0434,0.0149,0,0,0,0,0.108108,0.015625,24,0.8555,3.1621,0.5392
48,4969,3084,0,0,1,1.9936,2,16.3,3078,0,4.49,1.0015,3079.3,6,1.0,25,0,1,504,0.00401,0.0774,40.0,47,21.7,0.0424,0.0157,0,0,0,0,0.122581,0.015625,23,0.8725,3.2846,0.5416
49,4969,3181,0,0,0,1.973,1,16.3,3188,0,4.51,1.0318,3089.7,0,1.0,24,0,1,489,0.003778,0.0805,0.0,48,23.6,0.046,0.0187,0,0,0,0,0.087248,0.015625,23,0.8209,3.3719,0.5432
50,4968,2989,1,5,0,1.976,1,16.8,0,2984,4.43,0.9704,3080.1,5,1.0,21,1,4,491,0.004288,0.112,40.9836,49,27.5,0.0503,0.021,1,1,0,0,0.112,0.015625,22,0.8605,3.4359,0.5439
51,4968,3066,2,5,3,1.9449,1,16.7,9,3052,4.49,0.9959,3078.8,14,1.0,23,2,0,497,0.00489,0.1159,102.9412,50,26.0,0.0478,0.0219,1,0,0,0,0.115942,0.015625,22,0.8652,3.4794,0.5428
52,4968,2985,2,5,3,1.9512,2,16.5,0,2970,4.42,0.9724,3069.8,15,1.0,23,2,2,537,0.004469,0.0818,97.4026,51,25.0,0.0437,0.0169,2,0,0,0,0.119497,0.015625,23,0.8692,3.536,0.5433
53,4968,3071,0,0,3,1.9772,2,17.8,3056,0,4.47,1.0003,3069.9,15,1.0,22,0,1,507,0.004925,0.0986,110.2941,52,27.0,0.0481,0.0217,0,0,0,0,0.119718,0.015625,22,0.8695,3.5782,0.5442
54,4965,2985,0,0,3,1.9632,1,16.4,1,2969,4.35,0.9749,3061.9,16,1.0,24,6,4,528,0.004516,0.0915,111.1111,53,24.7,0.0431,0.0183,0,0,0,0,0.119718,0.015625,25,0.8695,3.6275,0.5452
55,4965,3048,2,5,3,1.9579,1,16.8,1,3030,4.51,0.9959,3060.5,18,1.0,26,5,3,567,0.004786,0.0683,93.961,54,23.7,0.0392,0.0148,2,0,0,0,0.086957,0.015625,27,0.8203,3.6648,0.5454
56,4964,2978,0,0,3,1.9277,1,16.5,0,2978,4.4,0.9755,3052.7,0,1.0,23,0,3,516,0.00455,0.0748,0.0,55,27.0,0.0461,0.0157,0,1,0,0,0.108844,0.015625,24,0.8564,3.7192,0.5468
57,4962,3089,0,0,3,1.9342,1,16.4,3086,0,4.55,1.0108,3056.1,3,1.0,25,3,1,518,0.003442,0.0857,21.7391,56,25.8,0.0425,0.0191,0,0,0,0,0.085714,0.015625,23,0.8177,3.7835,0.5487
58,4962,3054,2,5,3,1.9194,1,16.3,12,3038,4.47,0.9994,3055.9,16,1.0,26,6,5,585,0.00411,0.0751,85.3659,57,25.6,0.0377,0.0149,1,0,0,0,0.080925,0.015625,26,0.8069,3.7951,0.546
59,4962,3043,0,0,3,1.9664,1,16.3,12,3031,4.47,0.9962,3054.7,12,1.0,25,0,1,534,0.004493,0.0816,81.6327,58,25.3,0.0404,0.0193,0,1,0,0,0.081633,0.015625,24,0.8086,3.8767,0.5446
60,4961,3039,0,0,3,1.9672,1,16.3,12,3027,4.48,0.9953,3053.2,12,1.0,25,0,0,534,0.003801,0.0839,78.4314,59,26.3,0.0405,0.0187,0,0,0,0,0.083871,0.015625,24,0.8137,3.9219,0.5427
61,4958,3057,1,5,3,1.9781,1,16.2,3045,0,4.42,1.0011,3053.6,12,1.0,26,4,3,562,0.003821,0.0739,70.5882,60,26.2,0.0374,0.0159,1,0,0,0,0.073864,0.015625,27,0.7885,3.9616,0.5389
62,4955,3025,1,5,0,1.9845,1,16.2,2,3013,4.5,0.9915,3050.8,12,1.0,28,8,6,606,0.003894,0.0543,58.8235,61,25.0,0.0351,0.012,1,0,0,0,0.054348,0.015625,31,0.7125,4.0051,0.5353
