window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,5929,17,4,0,1.9996,0,18.3,0,0,6.42,1.0,5929.0,519,1.0,324,487,163,1879,0.001094,0.0093,416.2641,0,0.0,0.0,0.0013,0,0,0,0,0.047264,0.015625,63,0.6694,0.0473,0.2725
2,5000,3667,2,5,0,1.9996,0,17.1,375,3263,5.13,0.8322,4439.0,404,1.0,308,16,32,1946,0.001213,0.0086,375.7009,1,1.0,0.0086,0.0014,1,0,0,0,0.043165,0.015625,63,0.638,0.0904,0.2594
3,5000,3317,2,5,0,1.9996,0,16.9,232,3082,4.76,0.8581,3887.5,235,1.0,260,14,62,1929,0.001167,0.0113,273.3645,2,1.9,0.0085,0.0017,2,0,0,0,0.046053,0.015625,63,0.6607,0.1365,0.2473
4,5000,3160,1,4,0,1.9996,0,16.7,61,3116,4.6,0.8835,3607.3,44,1.0,164,5,101,1648,0.001434,0.0157,81.9048,3,2.8,0.0104,0.0023,0,0,0,0,0.043887,0.015625,62,0.644,0.171,0.2513
5,5000,3033,1,5,0,1.9996,0,16.6,9,3019,4.43,0.8879,3415.9,14,1.0,115,1,50,1272,0.002017,0.0202,35.7143,4,3.7,0.0146,0.0036,1,0,0,0,0.040359,0.015625,60,0.6128,0.1979,0.2641
6,5000,3085,1,5,0,1.9996,2,16.6,7,3078,4.41,0.9288,3321.3,7,1.0,86,3,32,1078,0.002483,0.0309,17.1233,5,4.6,0.021,0.0051,1,0,0,0,0.064815,0.015625,49,0.7589,0.2133,0.2874
7,5000,3060,1,4,0,1.9955,2,16.5,1,3054,4.4,0.9398,3256.0,6,1.0,68,4,22,835,0.003176,0.0426,24.7934,6,5.4,0.0271,0.0072,0,0,0,0,0.085271,0.015625,40,0.8168,0.2744,0.3147
8,5000,3044,1,5,0,1.9951,2,16.4,0,3034,4.45,0.9486,3208.9,10,1.0,54,1,15,750,0.003561,0.0586,49.2611,7,6.2,0.024,0.0095,1,0,0,0,0.081081,0.015625,38,0.8073,0.351,0.3385
9,5000,3132,3,5,0,1.9932,2,16.4,15,3100,4.49,0.9807,3193.5,32,1.0,46,14,22,723,0.004098,0.0606,142.8571,8,5.7,0.0308,0.012,2,0,0,0,0.099567,0.015625,40,0.8431,0.4455,0.353
10,5000,3113,0,0,3,1.9831,2,16.3,5,3103,4.53,0.9793,3178.9,10,1.0,38,0,8,603,0.005597,0.0674,54.9451,9,6.3,0.044,0.0144,0,0,0,0,0.098446,0.015625,34,0.8413,0.5077,0.3663
11,5000,3077,2,4,0,1.9805,1,16.4,10,3067,4.43,0.9732,3161.9,10,1.0,34,4,8,559,0.00502,0.0471,61.7284,10,6.9,0.0368,0.0108,0,0,0,0,0.076471,0.015625,29,0.7957,0.5665,0.3797
12,5000,2989,1,5,0,1.967,1,16.4,8,2976,4.39,0.9533,3135.3,13,1.0,35,6,5,540,0.005274,0.0482,81.761,11,6.9,0.0382,0.0119,1,0,0,0,0.090361,0.015625,25,0.8271,0.626,0.3949
13,5000,3136,0,0,3,1.9601,2,16.5,3128,0,4.51,1.0002,3135.4,8,1.0,30,0,5,497,0.005226,0.08,55.1724,12,7.8,0.0474,0.0169,0,0,0,0,0.1,0.015625,22,0.8438,0.6794,0.4155
14,5000,3056,0,0,3,1.9465,1,16.4,5,3051,4.44,0.978,3124.8,5,1.0,27,2,5,509,0.005422,0.071,26.8456,13,8.6,0.0351,0.0144,0,0,0,0,0.090323,0.015625,23,0.827,0.731,0.4309
15,5000,3115,1,5,3,1.9311,1,16.4,0,3110,4.52,0.9973,3123.6,5,1.0,25,1,3,483,0.005933,0.0986,36.2319,14,9.2,0.0493,0.0172,1,0,0,0,0.140845,0.015625,22,0.8891,0.8366,0.4446
16,5000,3080,1,3,1,1.9527,1,16.4,1,3075,4.52,0.9877,3118.5,5,1.0,23,2,4,481,0.005414,0.0699,28.9855,15,10.0,0.0455,0.0156,0,0,0,0,0.076923,0.015625,22,0.7969,0.9135,0.4571
17,5000,3029,1,5,1,1.9984,2,16.5,1,3023,4.38,0.9744,3108.5,6,1.0,22,2,3,470,0.006822,0.1066,42.0168,16,10.9,0.0574,0.0241,1,0,0,0,0.163934,0.015625,20,0.9047,1.0037,0.4707
