window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6068,17,5,0,1.9988,0,18.0,0,0,6.55,1.0,6068.0,501,1.0,310,466,156,1810,0.001139,0.0087,393.391,0,0.0,0.008,0.0014,2,0,0,0,0.050155,0.015625,64,0.6885,0.0502,0.2772
2,5000,3618,1,3,0,1.9988,0,16.9,380,3245,5.09,0.8187,4453.3,373,1.0,287,6,29,1834,0.001301,0.0078,376.8997,1,1.0,0.0062,0.0014,0,0,0,0,0.051282,0.015625,64,0.6953,0.1014,0.2687
3,5000,3290,3,4,0,1.9988,0,16.7,218,3077,4.75,0.8523,3880.2,213,1.0,230,8,65,1764,0.001322,0.0102,269.2794,2,1.9,0.0036,0.0018,0,0,0,0,0.058104,0.015625,62,0.7311,0.1595,0.2841
4,5000,3134,0,0,1,1.9988,0,16.7,48,3105,4.56,0.8793,3591.3,29,1.0,166,3,67,1517,0.001511,0.0175,52.0646,3,2.9,0.0096,0.0025,0,0,0,0,0.079618,0.015625,61,0.8037,0.2392,0.3014
5,5000,3048,2,5,0,1.9988,0,16.6,3,3040,4.4,0.8938,3410.2,8,1.0,117,2,51,1279,0.001916,0.0232,20.9424,4,3.8,0.0193,0.0039,1,0,0,0,0.076566,0.015625,61,0.7959,0.3157,0.3093
6,5000,3125,0,0,1,1.9986,1,16.5,3,3122,4.5,0.9388,3328.7,3,1.0,87,0,30,1004,0.002539,0.028,10.2041,5,4.7,0.0217,0.0052,0,0,0,0,0.083851,0.015625,56,0.8137,0.3996,0.315
7,5000,3053,0,0,0,1.9996,1,16.5,0,3053,4.49,0.9366,3259.8,0,1.0,72,0,15,811,0.0029,0.0292,0.0,6,5.8,0.0236,0.0057,0,0,0,0,0.075,0.015625,48,0.7917,0.4746,0.3255
8,5000,3097,1,5,0,1.9979,1,16.5,0,3087,4.4,0.9607,3223.6,10,1.0,60,6,18,741,0.003188,0.0498,49.7512,7,6.2,0.0294,0.0068,1,0,0,0,0.063348,0.015625,45,0.7533,0.5198,0.3311
9,5000,3069,2,5,0,1.9947,1,16.6,3,3056,4.48,0.9613,3192.7,13,1.0,49,3,14,654,0.004004,0.0697,64.1711,8,6.7,0.0408,0.0112,1,0,0,0,0.069652,0.015625,42,0.7757,0.5596,0.3353
10,5000,3024,0,0,1,1.976,2,16.5,5,3016,4.5,0.9564,3162.0,8,1.0,39,5,15,534,0.004831,0.0514,50.0,9,7.0,0.0434,0.0106,0,0,0,0,0.074286,0.015625,37,0.7897,0.5996,0.3472
11,5000,3035,0,0,0,1.9716,1,17.5,5,3030,4.39,0.9663,3140.8,5,1.0,30,0,9,448,0.005921,0.0853,41.6667,10,7.7,0.0481,0.0173,0,0,0,0,0.108527,0.015625,29,0.856,0.6849,0.3636
