window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6129,12,4,0,1.9987,0,18.3,0,0,6.63,1.0,6129.0,599,1.0,376,581,205,2049,0.000976,0.0071,395.1187,0,0.0,0.0,0.0011,0,0,0,0,0.028412,0.015625,64,0.4501,0.0284,0.2252
2,5000,3792,3,5,0,1.9986,0,19.5,441,3328,5.31,0.8329,4593.7,464,1.0,304,5,77,2089,0.001091,0.0091,319.3074,1,1.0,0.0065,0.0011,3,0,0,0,0.030469,0.015625,64,0.4872,0.0555,0.2189
3,5000,3395,5,5,0,1.9986,0,16.5,223,3181,4.8,0.8543,4009.3,214,1.0,257,10,57,1971,0.001209,0.0139,239.9103,2,1.9,0.01,0.0017,2,0,0,0,0.033272,0.015625,63,0.5304,0.0848,0.2203
4,5000,3087,1,5,0,1.9986,0,16.2,46,3049,4.5,0.8509,3646.8,38,1.0,184,8,81,1737,0.001383,0.021,59.6774,3,2.8,0.014,0.0025,1,0,0,0,0.040673,0.015625,63,0.6158,0.1224,0.2316
5,5000,3075,2,5,0,1.9986,0,16.3,3,3063,4.47,0.8899,3456.5,12,1.0,127,4,61,1400,0.001747,0.0196,29.9252,4,3.6,0.0143,0.0035,1,0,0,0,0.041394,0.015625,59,0.6225,0.1499,0.2551
6,5000,3079,0,0,1,1.9979,2,16.3,0,3069,4.47,0.9195,3348.7,10,1.0,88,0,39,1075,0.002248,0.0379,32.8947,5,4.6,0.0208,0.0057,0,0,0,0,0.055394,0.015625,52,0.7179,0.1995,0.2818
7,5000,3127,1,5,0,1.9985,1,16.3,5,3112,4.46,0.9495,3293.2,15,1.0,68,1,21,829,0.003375,0.0432,57.6923,6,5.5,0.0283,0.0083,1,1,0,0,0.068345,0.015625,48,0.7714,0.2552,0.3018
8,5000,3086,0,0,1,1.9966,1,16.2,1,3085,4.43,0.9504,3247.2,1,1.0,54,1,15,721,0.003474,0.0443,0.0,7,6.5,0.0271,0.0071,0,1,0,0,0.059113,0.015625,43,0.7357,0.287,0.3154
9,5000,3121,1,3,0,1.9964,1,16.2,6,3110,4.53,0.9687,3222.0,11,1.0,49,9,14,634,0.00403,0.0518,61.4525,8,6.6,0.0328,0.0103,0,0,0,0,0.067358,0.015625,38,0.768,0.3469,0.3297
10,5000,3106,0,0,1,1.9894,1,16.1,7,3099,4.48,0.9704,3200.9,7,1.0,39,1,11,554,0.004439,0.0452,41.6667,9,7.2,0.029,0.01,0,0,0,0,0.077419,0.015625,34,0.7982,0.4179,0.3479
11,5000,3022,3,5,0,1.9713,1,16.1,16,3001,4.38,0.953,3171.1,21,1.0,33,8,14,534,0.005359,0.0688,148.9362,10,6.4,0.0406,0.0165,1,1,0,0,0.1,0.015625,31,0.8438,0.4867,0.3662
12,5000,3200,1,5,0,1.9864,1,16.2,3179,0,4.48,1.0077,3175.5,21,1.0,25,1,9,407,0.007471,0.1037,168.0,11,6.4,0.054,0.0203,1,0,0,0,0.103704,0.015625,24,0.8493,0.5385,0.3788
13,5000,3068,0,0,1,1.9706,2,16.0,9,3049,4.4,0.9708,3160.2,19,1.0,23,1,3,381,0.007175,0.0809,141.7323,12,7.4,0.0546,0.0183,0,0,0,0,0.088235,0.015625,23,0.8229,0.6047,0.3969
14,5000,3149,0,0,3,1.9379,1,16.0,3,3141,4.48,0.9969,3158.7,8,1.0,19,0,4,337,0.007691,0.1038,80.0,13,8.5,0.0674,0.0217,0,0,0,0,0.103774,0.015625,19,0.8494,0.6802,0.4147
15,5000,3220,1,3,3,1.9174,1,16.1,3217,0,4.55,1.0169,3166.3,3,1.0,17,1,3,330,0.007752,0.1,28.5714,14,9.3,0.0688,0.021,0,0,0,0,0.1,0.015625,17,0.8438,0.762,0.4332
16,5000,3092,2,3,3,1.9657,1,16.1,12,3080,4.51,0.9792,3157.6,12,1.0,19,7,5,367,0.007832,0.1008,108.1081,15,7.4,0.078,0.025,0,0,0,0,0.10084,0.015625,19,0.8451,0.8628,0.448
17,5000,3150,0,0,3,1.9849,2,18.3,7,3143,4.54,0.9979,3156.7,7,1.0,16,0,3,326,0.009539,0.1034,86.4198,16,8.6,0.069,0.0234,0,0,0,0,0.103448,0.015625,17,0.849,0.9433,0.4623
