seed,window,A_islands,A_nodes_in_isl,B_islands,B_nodes_in_isl,C_islands,C_nodes_in_isl,tripartite,boundary_links,boundary_weight,concept_entropy,n_bridges,persistent_bridges,bridge_mean_life,bridge_max_life,bridges_AC,bridges_AB,bridges_BC,global_k,div_flag,merge,split,r0_concept,r1_concept,r2_concept,r3_concept
19,1,0,0,0,0,0,0,0,2195,62.1833,1.5823,8,0,1.0,1,2,5,1,0,0,0,0,A,B,A,B
19,2,0,0,0,0,0,0,0,2083,58.5316,1.5812,4,0,1.0,1,2,1,1,3,1,0,0,A,B,A,B
19,3,0,0,0,0,0,0,0,2103,58.2969,1.5847,7,0,1.0,1,3,3,1,3,1,0,0,A,B,A,B
19,4,1,2,0,0,0,0,0,2046,57.344,1.572,4,0,1.0,1,2,2,0,4,0,0,0,A,B,A,B
19,5,0,0,0,0,0,0,0,2026,55.941,1.5409,3,0,1.0,1,1,1,1,4,0,0,0,A,B,A,B
19,6,0,0,0,0,0,0,0,2028,56.2777,1.5575,3,0,1.0,1,2,0,1,4,0,0,0,A,B,A,B
19,7,0,0,0,0,0,0,0,2045,57.2445,1.5099,2,0,1.0,1,1,1,0,4,0,0,0,A,B,C,B
19,8,0,0,0,0,0,0,0,2031,56.8417,1.5514,8,0,1.0,1,3,3,2,4,0,0,0,A,B,A,B
19,9,0,0,0,0,0,0,0,2080,60.6112,1.5706,9,0,1.0,1,6,1,2,4,0,0,0,A,B,A,B
19,10,0,0,0,0,0,0,0,2053,55.5024,1.5803,0,0,0,0,0,0,0,4,0,0,0,A,B,A,B
19,11,0,0,0,0,0,0,0,2075,57.2687,1.5651,4,0,1.0,1,1,2,1,4,0,0,0,C,B,A,C
19,12,0,0,1,3,0,0,1,2023,57.6216,1.5546,6,0,1.0,1,0,3,3,1,1,0,0,A,B,A,C
19,13,0,0,0,0,0,0,1,2105,59.365,1.5818,8,0,1.0,1,2,2,4,3,1,0,0,A,B,A,B
19,14,0,0,0,0,1,2,0,2091,59.7662,1.5496,8,0,1.0,1,3,4,1,3,1,0,0,C,C,A,B
19,15,0,0,0,0,0,0,0,1974,55.3314,1.5305,5,0,1.0,1,1,3,1,4,0,0,0,A,B,A,B
19,16,0,0,0,0,0,0,0,2055,57.3494,1.4412,5,0,1.0,1,2,3,0,4,0,0,0,A,B,A,B
19,17,0,0,0,0,0,0,0,2133,59.8831,1.5544,6,0,1.0,1,1,0,5,4,0,0,0,A,B,A,B
19,18,0,0,0,0,0,0,0,2076,56.2427,1.5754,0,0,0,0,0,0,0,3,1,0,0,A,B,A,B
19,19,1,2,0,0,0,0,0,2023,58.0459,1.5389,9,0,1.0,1,5,4,0,3,1,0,0,A,C,A,C
19,20,0,0,0,0,0,0,0,2036,57.0261,1.4919,3,0,1.0,1,0,2,1,4,0,0,0,A,B,A,B
19,21,0,0,0,0,1,2,0,2074,58.3475,1.4824,4,0,1.0,1,3,0,1,4,0,0,0,C,B,A,C
19,22,0,0,0,0,1,2,0,2049,56.5013,1.5803,2,0,1.0,1,0,0,2,4,0,0,0,A,B,A,B
19,23,0,0,0,0,0,0,0,2082,56.7522,1.4518,4,0,1.0,1,1,3,0,4,0,0,0,C,B,A,B
19,24,0,0,0,0,0,0,0,2152,58.7679,1.4919,2,0,1.0,1,1,1,0,4,0,0,0,A,B,A,B
19,25,0,0,0,0,0,0,0,2020,56.499,1.5462,4,0,1.0,1,1,2,1,4,0,0,0,A,B,A,B
