seed,window,A_islands,A_nodes_in_isl,B_islands,B_nodes_in_isl,C_islands,C_nodes_in_isl,tripartite,boundary_links,boundary_weight,concept_entropy,n_bridges,persistent_bridges,bridge_mean_life,bridge_max_life,bridges_AC,bridges_AB,bridges_BC,global_k,div_flag,merge,split,r0_concept,r1_concept,r2_concept,r3_concept
14,1,1,2,0,0,0,0,0,2007,55.3141,1.5831,2,0,1.0,1,2,0,0,0,0,0,0,A,B,A,B
14,2,0,0,0,0,0,0,0,2116,57.5976,1.5822,2,0,1.0,1,0,1,1,1,1,0,0,A,B,A,B
14,3,0,0,0,0,0,0,0,2080,56.7011,1.584,0,0,0,0,0,0,0,3,1,0,0,A,B,A,B
14,4,0,0,0,0,0,0,0,2125,57.6196,1.5656,2,0,1.0,1,0,1,1,4,1,0,0,A,B,A,B
14,5,0,0,0,0,0,0,0,2077,58.838,1.582,4,0,1.0,1,1,1,2,4,1,0,0,A,B,A,B
14,6,0,0,0,0,0,0,0,2072,57.5919,1.5825,4,0,1.0,1,0,2,2,4,1,0,0,A,B,A,B
14,7,0,0,0,0,0,0,0,2084,57.2604,1.57,8,0,1.0,1,2,3,3,3,1,0,0,C,B,A,B
14,8,0,0,0,0,0,0,0,2002,55.7929,1.5579,2,0,1.0,1,2,0,0,4,1,0,0,C,B,A,B
14,9,0,0,0,0,0,0,0,2089,60.284,1.5409,9,0,1.0,1,2,3,4,4,1,0,0,C,B,A,B
14,10,0,0,0,0,0,0,0,2024,57.3718,1.4926,5,0,1.0,1,4,1,0,4,1,0,0,A,C,C,B
14,11,0,0,0,0,0,0,0,2075,57.0568,1.5794,3,0,1.0,1,0,1,2,4,1,0,0,A,C,A,B
14,12,0,0,0,0,0,0,0,2079,58.6304,1.5653,4,0,1.0,1,3,0,1,3,1,0,0,A,B,A,B
14,13,0,0,0,0,0,0,0,2078,57.648,1.5722,0,0,0,0,0,0,0,4,0,0,0,A,C,A,B
14,14,0,0,0,0,0,0,0,1975,54.3676,1.4617,4,0,1.0,1,1,2,1,3,1,0,0,C,C,C,B
14,15,0,0,0,0,0,0,0,2097,59.5011,1.5669,7,0,1.0,1,2,1,4,3,1,0,0,A,C,A,B
14,16,0,0,0,0,0,0,0,1985,54.87,1.547,3,0,1.0,1,2,1,0,3,1,0,0,A,B,C,B
14,17,0,0,0,0,0,0,0,2104,58.6648,1.4621,3,0,1.0,1,0,2,1,4,0,0,0,A,B,A,B
14,18,0,0,0,0,0,0,0,2030,56.1052,1.5803,1,0,1.0,1,0,1,0,4,0,0,0,A,B,A,B
14,19,0,0,0,0,0,0,0,2092,56.7796,1.5179,2,0,1.0,1,0,1,1,1,1,0,0,A,B,C,B
14,20,0,0,0,0,0,0,0,2051,56.3468,1.5832,2,0,1.0,1,2,0,0,4,0,0,0,A,B,A,C
14,21,0,0,0,0,0,0,0,2015,54.4949,1.5305,3,0,1.0,1,0,1,2,4,0,0,0,A,B,A,B
14,22,0,0,0,0,0,0,0,2051,54.3207,1.4655,0,0,0,0,0,0,0,4,0,0,0,A,C,A,C
14,23,0,0,0,0,0,0,0,2113,59.8249,1.543,3,0,1.0,1,3,0,0,4,0,0,0,A,C,A,B
14,24,1,2,0,0,0,0,0,2009,56.6627,1.5343,8,0,1.0,1,3,4,1,4,0,0,0,A,B,A,B
14,25,0,0,0,0,0,0,0,2085,56.5633,1.4866,4,0,1.0,1,2,1,1,4,0,0,0,A,B,A,C
