seed,window,A_islands,A_nodes_in_isl,B_islands,B_nodes_in_isl,C_islands,C_nodes_in_isl,tripartite,boundary_links,boundary_weight,concept_entropy,n_bridges,persistent_bridges,bridge_mean_life,bridge_max_life,bridges_AC,bridges_AB,bridges_BC,global_k,div_flag,merge,split,r0_concept,r1_concept,r2_concept,r3_concept
3,1,0,0,0,0,0,0,1,2127,61.0201,1.5848,7,0,1.0,1,4,1,2,0,0,0,0,A,B,A,B
3,2,1,2,1,2,0,0,0,2074,59.9686,1.584,12,0,1.0,1,4,6,2,0,0,0,0,A,B,A,B
3,3,0,0,0,0,1,2,0,2096,57.7156,1.5756,2,0,1.0,1,2,0,0,0,1,0,0,A,B,A,B
3,4,0,0,0,0,0,0,0,2072,58.3497,1.5735,6,0,1.0,1,2,0,4,4,0,0,0,A,C,A,B
3,5,0,0,0,0,0,0,0,1976,53.6546,1.5721,2,0,1.0,1,1,0,1,1,1,0,0,C,B,A,B
3,6,0,0,0,0,0,0,0,2122,57.2899,1.5682,2,0,1.0,1,1,1,0,4,0,0,0,A,B,A,C
3,7,0,0,0,0,0,0,0,2015,55.3111,1.5343,1,0,1.0,1,0,1,0,4,0,0,0,A,B,C,C
3,8,0,0,1,3,0,0,0,2008,56.857,1.5751,5,0,1.0,1,1,4,0,4,0,0,0,A,B,C,C
3,9,0,0,0,0,0,0,0,2020,55.3774,1.5726,7,0,1.0,1,0,2,5,3,1,0,0,A,B,A,B
3,10,0,0,0,0,0,0,0,2043,59.9021,1.546,9,0,1.0,1,3,3,3,4,0,0,0,A,B,A,B
3,11,0,0,1,2,0,0,0,1980,55.3341,1.557,5,0,1.0,1,1,1,3,4,0,0,0,A,B,A,B
3,12,0,0,0,0,0,0,0,2043,55.6576,1.5492,4,0,1.0,1,2,2,0,4,0,0,0,A,B,A,B
3,13,0,0,0,0,0,0,0,2129,58.5703,1.5462,2,0,1.0,1,1,0,1,4,0,0,0,A,B,A,B
3,14,0,0,0,0,0,0,0,2106,59.0177,1.5735,6,0,1.0,1,3,3,0,4,0,0,0,A,C,C,B
3,15,0,0,0,0,0,0,0,2019,56.6841,1.546,5,0,1.0,1,2,2,1,4,0,0,0,A,C,C,B
3,16,0,0,0,0,0,0,0,2115,58.6592,1.5808,4,0,1.0,1,1,1,2,3,1,0,0,A,B,A,B
3,17,0,0,0,0,0,0,0,2071,56.2447,1.519,2,0,1.0,1,2,0,0,4,0,0,0,A,B,A,B
3,18,0,0,0,0,1,3,0,2015,54.4074,1.5505,2,0,1.0,1,0,1,1,4,0,0,0,A,B,A,B
3,19,0,0,0,0,0,0,0,2082,57.4312,1.5835,4,0,1.0,1,1,2,1,4,0,0,0,A,B,A,B
3,20,0,0,0,0,0,0,0,2023,55.356,1.5391,3,0,1.0,1,1,2,0,3,1,0,0,A,B,A,B
3,21,0,0,0,0,0,0,0,2070,59.1339,1.4787,8,0,1.0,1,3,3,2,4,0,0,0,A,B,A,B
3,22,0,0,0,0,0,0,0,2035,56.3852,1.4531,2,0,1.0,1,1,0,1,4,0,0,0,A,B,A,C
3,23,0,0,0,0,0,0,0,1990,53.2269,1.183,2,0,1.0,1,1,1,0,4,0,0,0,A,C,A,C
3,24,0,0,0,0,0,0,0,2062,56.6166,1.4041,4,0,1.0,1,3,1,0,4,0,0,0,A,C,A,C
3,25,0,0,1,2,0,0,1,2101,60.1486,1.5816,10,0,1.0,1,3,5,2,4,0,0,0,A,B,C,B
