seed,window,A_islands,A_nodes_in_isl,B_islands,B_nodes_in_isl,C_islands,C_nodes_in_isl,tripartite,boundary_links,boundary_weight,concept_entropy,n_bridges,persistent_bridges,bridge_mean_life,bridge_max_life,bridges_AC,bridges_AB,bridges_BC,global_k,div_flag,merge,split,r0_concept,r1_concept,r2_concept,r3_concept
1,1,0,0,0,0,0,0,0,1998,54.8844,1.5842,0,0,0,0,0,0,0,0,0,0,0,A,B,A,B
1,2,0,0,0,0,0,0,0,2050,58.32,1.5826,5,0,1.0,1,1,2,2,0,0,0,0,A,B,A,B
1,3,0,0,0,0,0,0,0,2095,56.5057,1.5576,2,0,1.0,1,0,0,2,4,1,0,0,A,B,A,B
1,4,0,0,0,0,0,0,0,2143,59.5271,1.5012,6,0,1.0,1,1,2,3,3,1,0,0,A,B,A,C
1,5,0,0,0,0,0,0,0,2050,56.2852,1.5789,2,0,1.0,1,2,0,0,4,0,0,0,A,B,A,B
1,6,0,0,0,0,0,0,0,2026,56.0704,1.5343,4,0,1.0,1,0,2,2,4,0,0,0,A,B,C,B
1,7,0,0,0,0,0,0,0,2020,55.1007,1.5222,7,0,1.0,1,3,3,1,4,0,0,0,A,B,C,B
1,8,0,0,0,0,0,0,0,2111,58.9802,1.57,4,0,1.0,1,1,3,0,4,0,0,0,A,B,A,B
1,9,0,0,0,0,0,0,0,2086,57.2575,1.5774,3,0,1.0,1,0,2,1,3,1,0,0,A,B,C,B
1,10,0,0,0,0,0,0,0,2028,55.9307,1.3328,3,0,1.0,1,0,2,1,4,0,0,0,C,B,C,C
1,11,0,0,0,0,0,0,1,2052,59.142,1.5546,9,0,1.0,1,5,2,2,4,0,0,0,C,B,A,B
1,12,0,0,0,0,0,0,0,2076,57.4269,1.5309,3,0,1.0,1,0,1,2,4,0,0,0,A,B,C,B
1,13,0,0,0,0,0,0,0,1978,55.5894,1.5544,5,0,1.0,1,0,5,0,4,0,0,0,A,B,A,B
1,14,0,0,0,0,0,0,0,2127,58.6883,1.5462,3,0,1.0,1,1,2,0,4,0,0,0,A,B,A,B
1,15,0,0,0,0,0,0,0,2055,57.0965,1.5524,6,0,1.0,1,3,0,3,4,0,0,0,A,B,A,B
1,16,0,0,0,0,0,0,0,2010,55.6739,1.5822,4,0,1.0,1,0,0,4,4,0,0,0,A,B,A,B
1,17,0,0,0,0,0,0,0,2069,57.5612,1.499,2,0,1.0,1,0,2,0,4,0,0,0,A,B,A,B
1,18,0,0,0,0,0,0,1,2025,55.5644,1.5292,3,0,1.0,1,1,1,1,4,0,0,0,A,B,A,C
1,19,0,0,0,0,0,0,0,2056,54.564,1.5579,0,0,0,0,0,0,0,4,0,0,0,A,B,A,B
1,20,0,0,0,0,0,0,0,2071,59.4645,1.5792,7,0,1.0,1,1,3,3,4,0,0,0,A,B,A,B
1,21,0,0,0,0,0,0,0,1953,54.0473,1.5763,1,0,1.0,1,1,0,0,4,0,0,0,A,B,A,B
1,22,0,0,0,0,0,0,1,2062,59.2677,1.5524,11,0,1.0,1,3,5,3,4,0,0,0,A,B,A,C
1,23,0,0,0,0,0,0,0,2041,59.8038,1.5841,13,0,1.0,1,2,3,8,4,0,0,0,A,B,A,B
1,24,0,0,0,0,0,0,0,2019,55.9643,1.5779,2,0,1.0,1,0,0,2,4,0,0,0,A,B,A,B
1,25,0,0,0,0,0,0,0,2057,56.5642,1.5516,1,0,1.0,1,0,0,1,4,0,0,0,A,B,A,C
