window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup
1,5000,6084,20,6,0,1.9985,0,16.8,0,0,6.61,1.0,6084.0,662,1.0,401,616,215,2226,0.000862,0.0088,418.7223,0,0.0,0.0068,0.0011,4,0,0,0,0.034702,0.015625,64,0.5497,0.0347,0.2494,90,205,106,2053,1325,1522,1.0,0.0,0,0,0,0.000978,0.000978,1.0,1.0,1
2,5000,4393,4,5,0,1.9985,0,16.0,471,3877,5.74,0.9834,4468.0,516,1.0,386,20,35,2300,0.001005,0.0083,370.9328,1,1.0,0.0062,0.0012,1,0,0,0,0.042636,0.015625,64,0.6335,0.0773,0.2426,88,191,107,1422,1361,803,1.0,0.0,0,0,0,0.008306,0.005863,1.4166,1.0,1
3,5000,3720,1,5,0,1.9985,0,15.6,294,3403,5.22,0.9888,3763.3,317,1.0,330,9,65,2233,0.001016,0.01,267.285,2,1.9,0.0068,0.0015,1,0,0,0,0.043247,0.015625,63,0.6387,0.1206,0.2565,82,155,93,988,1322,676,1.0,0.0,0,0,0,0.025948,0.015906,1.6314,1.0,1
4,5000,3455,1,3,0,1.9985,0,15.4,89,3364,4.78,0.9827,3517.8,91,1.0,234,2,98,1976,0.001126,0.0144,116.8831,3,2.9,0.0074,0.0021,0,0,0,0,0.049834,0.015625,63,0.6865,0.166,0.2763,74,89,71,905,1335,570,1.0,0.0,0,0,0,0.059801,0.033464,1.787,1.0,1
5,5000,3315,2,5,0,1.9986,0,15.5,16,3295,4.7,0.99,3349.5,20,1.0,207,2,29,1679,0.001432,0.0243,34.0136,4,3.9,0.012,0.003,1,0,0,0,0.043689,0.015625,61,0.6424,0.1984,0.2874,66,80,61,837,1320,507,1.0,0.0,0,0,0,0.001618,0.022848,0.0708,1.0,1
6,5000,3305,0,0,0,1.9982,0,15.5,3310,0,4.66,1.0044,3297.5,2,1.0,188,2,21,1599,0.001419,0.0208,1.9417,5,4.8,0.0122,0.0032,0,0,0,0,0.041588,0.015625,59,0.6243,0.2248,0.2947,58,73,57,864,1300,537,1.0,0.0,0,0,0,0.00189,0.01686,0.1121,1.0,1
7,5000,3135,3,5,0,1.9938,1,15.3,4,3121,4.57,0.9778,3206.1,14,1.0,163,7,32,1486,0.001608,0.0308,24.911,6,5.6,0.0147,0.0041,3,0,0,0,0.046233,0.015625,56,0.662,0.2676,0.3028,57,52,54,807,1249,501,1.0,0.0,0,0,0,0.001712,0.013073,0.131,1.0,1
8,5000,3198,0,0,3,1.9966,1,15.2,4,3194,4.65,0.9947,3215.1,4,1.0,145,0,18,1373,0.001659,0.0211,9.0293,7,6.6,0.0141,0.0042,0,0,0,0,0.048523,0.015625,55,0.678,0.3113,0.3111,48,44,53,819,1267,511,1.0,0.0,0,0,0,0.0,0.010168,0.0,1.0,1
9,5000,3183,0,0,0,1.9951,1,15.2,3185,0,4.58,1.004,3179.3,7,1.0,133,3,15,1302,0.00173,0.0262,15.9091,8,7.4,0.0131,0.0046,0,0,0,0,0.045852,0.015625,55,0.6592,0.3484,0.3191,41,42,50,767,1264,534,1.0,0.0,0,0,0,0.0,0.008135,0.0,1.0,1
10,5000,3207,0,0,0,1.9919,1,15.3,3206,0,4.56,1.005,3197.1,7,1.0,124,0,9,1245,0.001783,0.0268,17.5439,9,8.4,0.0168,0.005,0,0,0,0,0.051095,0.015625,52,0.6942,0.3728,0.3291,40,36,48,805,1261,504,1.0,0.0,0,0,0,0.0,0.006656,0.0,1.0,1
