window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup
1,5000,5990,12,6,0,1.998,0,16.8,0,0,6.61,1.0,5990.0,590,1.0,361,563,202,2009,0.000969,0.0098,421.7298,0,0.0,0.0098,0.0012,1,0,0,0,0.033352,0.015625,64,0.5315,0.0334,0.2492,89,169,103,2119,1357,1429,1.0,0.0,0,0,0,0.00164,0.00164,1.0,1.0,1
2,5000,4316,6,5,0,1.9982,0,15.8,425,3846,5.69,0.9872,4372.0,470,1.0,345,25,41,2096,0.001103,0.0093,376.0,1,0.9,0.0074,0.0013,1,0,0,0,0.03578,0.015625,64,0.5633,0.0659,0.2385,88,149,108,1426,1380,774,1.0,0.0,0,0,0,0.00987,0.007127,1.3849,1.0,1
3,5000,3642,6,5,0,1.9982,0,15.6,212,3412,5.13,0.989,3687.4,230,1.0,283,9,71,2021,0.00113,0.0112,226.601,2,1.9,0.0074,0.0017,2,0,0,0,0.039075,0.015625,64,0.6001,0.1049,0.245,84,110,89,979,1316,658,1.0,0.0,0,0,0,0.030303,0.018715,1.6192,1.0,1
4,5000,3375,1,4,0,1.9983,0,15.4,41,3329,4.86,0.987,3419.3,46,1.0,199,3,87,1777,0.00129,0.0128,69.3816,3,2.8,0.0093,0.0024,0,0,0,0,0.052564,0.015625,62,0.7027,0.1575,0.2628,65,63,71,930,1284,549,1.0,0.0,0,0,0,0.073077,0.04046,1.8062,1.0,1
5,5000,3285,2,5,0,1.9982,0,15.3,13,3267,4.71,0.9909,3315.1,18,1.0,150,5,54,1526,0.00156,0.019,35.2941,4,3.7,0.0128,0.003,1,0,0,0,0.048276,0.015625,60,0.6763,0.2058,0.2842,49,47,54,814,1310,540,1.0,0.0,0,0,0,0.067241,0.049387,1.3615,1.0,1
6,5000,3252,1,5,0,1.9982,2,15.2,5,3237,4.66,0.9998,3252.8,15,1.0,116,1,35,1284,0.001887,0.0284,36.0577,5,4.6,0.0146,0.0041,1,0,0,0,0.048035,0.015625,55,0.6747,0.2516,0.3015,40,36,40,805,1289,543,1.0,0.0,0,0,0,0.050218,0.049625,1.012,1.0,1
7,5000,3206,0,0,3,1.9964,2,15.2,5,3196,4.57,0.9907,3236.0,10,1.0,94,0,22,1087,0.002166,0.0236,28.6533,6,5.5,0.0184,0.0048,0,0,0,0,0.055118,0.015625,51,0.7165,0.3015,0.3211,34,24,36,809,1263,550,1.0,0.0,0,0,0,0.047244,0.049029,0.9636,1.0,1
8,5000,3190,0,0,1,1.9904,1,15.1,3185,0,4.61,1.0005,3189.4,6,1.0,88,1,7,922,0.002617,0.039,18.4502,7,6.6,0.023,0.0075,0,0,0,0,0.06383,0.015625,49,0.7552,0.3653,0.3341,34,20,34,835,1244,505,1.0,0.0,0,0,0,0.007092,0.03971,0.1786,1.0,1
9,5000,3202,1,3,0,1.992,1,15.1,3203,0,4.61,1.0024,3195.3,0,1.0,80,1,9,855,0.002645,0.0338,0.0,8,7.5,0.0186,0.0078,0,0,0,0,0.057432,0.015625,48,0.7279,0.4194,0.3455,32,15,33,824,1299,521,1.0,0.0,0,0,0,0.003378,0.032444,0.1041,1.0,1
10,5000,3157,1,5,0,1.9839,1,15.1,0,3153,4.46,0.9923,3181.4,4,1.0,78,1,3,841,0.002717,0.0397,14.8148,9,8.4,0.0289,0.0082,1,0,0,0,0.083032,0.015625,48,0.8118,0.5024,0.3598,30,15,33,769,1258,532,1.0,0.0,0,0,0,0.0,0.026545,0.0,1.0,1
