seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
3,1,1,1.5848,0,0,2614,1.580132,1.889181,3,0.0,2.0,1.544662,1.396183,3,0.0,2.01,1.588248,1.64866,4,0.0,1.96
3,2,0,1.584,0,0,1118,1.579567,0,2,1.0,1.86,1.608958,2.000183,3,0.0,1.89,1.530521,1.195538,4,0.0,1.91
3,3,0,1.5756,0,1,221,1.539072,2.053164,4,0.0,1.89,1.59058,1.225505,3,0.0,1.89,1.581732,1.34331,4,0.0,1.89
3,4,0,1.5735,4,0,59,1.564824,1.33958,4,0.0,1.94,1.53252,3.097721,3,0.0,1.83,1.54717,0.417931,3,0.0,1.86
3,5,0,1.5721,1,1,46,1.576711,1.503988,4,0.0,1.87,1.54707,2.275108,4,0.0,1.82,1.603424,2.047501,4,0.0,1.83
3,6,0,1.5682,4,0,34,1.563489,1.79562,3,0.0,1.92,1.536713,1.800006,3,0.0,1.86,1.583965,0.844909,4,0.0,1.89
3,7,0,1.5343,4,0,24,1.607229,1.242007,4,0.0,1.87,1.562107,1.42836,4,0.1429,1.84,1.525017,1.24712,3,0.0,1.86
3,8,0,1.5751,4,0,21,1.567677,1.662496,3,0.0,1.86,1.596115,1.194161,3,0.0,1.81,1.593635,1.886484,3,0.0,1.82
3,9,0,1.5726,3,1,22,1.547789,1.271538,3,0.0,1.88,1.575873,2.386583,3,0.0,1.83,1.548452,1.765287,4,0.0,1.88
3,10,0,1.546,4,0,37,1.55931,1.983987,4,0.0,1.91,1.581945,2.756378,3,0.0,1.92,1.61909,0.504374,3,0.3333,1.87
3,11,0,1.557,4,0,41,1.604794,1.646146,5,0.0,1.84,1.598009,0.826928,3,0.0,1.86,1.483044,0.913865,4,0.0,1.86
3,12,0,1.5492,4,0,47,1.600132,0.971091,3,0.0,1.85,1.538885,1.805755,4,0.0,1.84,1.56389,1.168646,3,0.0,1.84
3,13,0,1.5462,4,0,35,1.554331,1.419074,3,0.0,1.91,1.574787,0.698686,3,0.0,1.91,1.5346,0.797506,4,0.0,1.93
3,14,0,1.5735,4,0,39,1.548768,2.243935,3,0.0,1.94,1.597233,1.881642,3,0.0,1.87,1.574811,0.572995,3,0.0,1.93
3,15,0,1.546,4,0,45,1.559329,1.769083,4,0.0,1.87,1.573239,1.656382,3,0.0,1.88,1.609895,1.775006,4,0.0,1.88
3,16,0,1.5808,3,1,49,1.590366,1.013188,3,0.3333,1.89,1.57434,1.770763,3,0.0,1.9,1.543043,2.542118,3,0.0,1.9
3,17,0,1.519,4,0,21,1.596603,1.170567,4,0.0,1.86,1.605934,1.963791,3,0.0,1.88,1.557456,1.844008,3,0.0,1.96
3,18,0,1.5505,4,0,23,1.576584,1.767172,3,0.0,1.79,1.542743,1.903252,3,0.0,1.93,1.572059,1.466979,5,0.125,1.93
3,19,0,1.5835,4,0,32,1.555937,1.319085,3,0.0,1.91,1.587639,1.350232,3,0.0,1.86,1.569186,1.570281,3,0.0,1.85
3,20,0,1.5391,3,1,36,1.530994,1.756977,4,0.0,1.89,1.519923,1.537919,4,0.0,1.86,1.581092,1.200229,3,0.0,1.92
3,21,0,1.4787,4,0,33,1.53103,1.093469,3,0.0,1.91,1.544575,1.94211,4,0.0,1.86,1.585193,1.472773,3,0.0,1.9
3,22,0,1.4531,4,0,29,1.575944,1.343951,3,0.0,1.86,1.599018,0.199409,3,0.0,1.9,1.562987,1.624564,3,0.0,1.87
3,23,0,1.183,4,0,25,1.565524,2.367091,3,0.0,1.84,1.620308,1.414171,3,0.0,1.88,1.555956,1.89095,4,0.0,1.94
3,24,0,1.4041,4,0,25,1.560763,1.502261,4,0.0,1.87,1.54019,1.565077,4,0.0,1.86,1.618696,1.63965,4,0.0,1.9
3,25,1,1.5816,4,0,36,1.559233,2.382598,3,0.0,1.96,1.53243,1.491154,3,0.0,1.89,1.559939,2.365316,3,0.0,1.84
