seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
1,1,0,1.5842,0,0,2605,1.626298,1.84363,4,0.0,2.1,1.571975,0,2,1.0,1.88,1.60646,2.498248,3,0.0,1.92
1,2,0,1.5826,0,0,1019,1.566918,2.014903,3,0.0,1.94,1.615274,0.440182,3,0.0,1.9,1.547519,1.26481,4,0.0,1.88
1,3,0,1.5576,4,1,168,1.558514,0.538931,3,0.0,1.8,1.606913,2.579704,4,0.0,1.85,1.585223,2.237833,3,0.0,1.88
1,4,0,1.5012,3,1,54,1.569606,1.811687,3,0.0,1.91,1.542067,1.374005,3,0.0,1.92,1.56966,0,2,1.0,1.89
1,5,0,1.5789,4,0,41,1.541469,2.035688,4,0.0,1.85,1.561487,2.348324,5,0.0,1.88,1.595307,0.86618,3,0.0,1.85
1,6,0,1.5343,4,0,24,1.610921,1.152269,3,0.0,1.86,1.556559,1.087933,4,0.0,1.84,1.539712,1.701065,3,0.0,1.81
1,7,0,1.5222,4,0,17,1.558423,1.545386,4,0.25,1.86,1.575442,1.523198,3,0.0,1.91,1.557128,1.411783,5,0.0,1.85
1,8,0,1.57,4,0,30,1.602616,1.149973,3,0.0,1.94,1.568153,1.389276,3,0.0,1.94,1.561969,0,2,1.0,1.88
1,9,0,1.5774,3,1,24,1.610502,0.750221,3,0.0,1.9,1.578113,2.527774,3,0.0,1.89,1.545149,1.398187,3,0.2,1.89
1,10,0,1.3328,4,0,17,1.53245,0,2,1.0,1.89,1.566121,1.698456,3,0.0,1.87,1.566605,0,2,1.0,1.86
1,11,1,1.5546,4,0,36,1.556331,2.760028,3,0.0,1.83,1.530153,1.754175,3,0.0,1.86,1.576784,2.574253,3,0.0,1.91
1,12,0,1.5309,4,0,41,1.577761,0.835814,3,0.0,1.91,1.570327,1.734476,5,0.0,1.87,1.596541,0.924947,3,0.0,1.89
1,13,0,1.5544,4,0,37,1.559231,1.730781,3,0.0,1.83,1.5598,2.446579,3,0.0,1.84,1.568904,0.692172,4,0.0,1.82
1,14,0,1.5462,4,0,32,1.615529,0,2,1.0,1.92,1.552453,1.315754,3,0.0,1.88,1.55326,2.582268,3,0.0,1.88
1,15,0,1.5524,4,0,30,1.573924,1.673728,3,0.0,1.93,1.566078,2.619697,3,0.0,1.82,1.611743,0.693552,3,0.0,1.88
1,16,0,1.5822,4,0,46,1.564686,0.898092,4,0.0,1.85,1.58532,1.601778,4,0.0,1.82,1.540847,2.682417,4,0.0,1.9
1,17,0,1.499,4,0,38,1.592222,2.810321,3,0.0,1.88,1.55936,1.867366,4,0.0,1.91,1.61929,2.145678,3,0.0,1.86
1,18,1,1.5292,4,0,31,1.56309,2.338264,3,0.0,1.88,1.523256,2.301927,3,0.0,1.92,1.566156,1.715779,5,0.0,1.88
1,19,0,1.5579,4,0,26,1.608431,1.299391,3,0.0,1.88,1.578986,1.963829,3,0.0,1.87,1.546056,1.674803,3,0.0,1.87
1,20,0,1.5792,4,0,48,1.535811,1.390454,3,0.0,1.9,1.58803,1.751928,4,0.0,1.82,1.601561,0,2,1.0,1.85
1,21,0,1.5763,4,0,34,1.579118,1.673882,4,0.0909,1.82,1.554248,1.922414,3,0.0,1.85,1.565112,1.250558,3,0.0,1.85
1,22,1,1.5524,4,0,30,1.581331,1.633274,3,0.0,1.91,1.565588,2.133109,4,0.0,1.88,1.575855,1.228818,3,0.0,1.85
1,23,0,1.5841,4,0,41,1.501461,2.127021,3,0.0,1.88,1.546462,1.215429,3,0.0,1.84,1.553444,0.69578,4,0.0,1.88
1,24,0,1.5779,4,0,38,1.493473,1.575021,3,0.0,1.9,1.547117,2.251842,4,0.0,1.84,1.634615,1.929369,3,0.0,1.85
1,25,0,1.5516,4,0,40,1.542072,2.046636,3,0.0,1.86,1.556391,1.429672,4,0.0,1.85,1.563352,0,2,1.0,1.91
