seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
9,1,0,1.5831,0,0,2644,1.556019,0,2,1.0,1.98,1.567232,1.050023,3,0.0,1.99,1.563607,2.510313,4,0.0,1.99
9,2,0,1.5835,0,1,966,1.513882,1.440517,3,0.0,1.93,1.503187,1.451393,3,0.0,1.85,1.55602,1.398629,3,0.0,1.86
9,3,0,1.5596,0,1,215,1.562888,1.668281,4,0.0,1.9,1.55547,0.659286,4,0.0,1.81,1.580924,0,2,1.0,1.88
9,4,0,1.5657,3,1,68,1.494888,1.81259,3,0.0,1.88,1.559759,2.008783,3,0.0,1.93,1.599273,1.754807,3,0.0,1.87
9,5,0,1.5749,4,1,32,1.564851,0,2,1.0,1.9,1.551935,1.169581,3,0.0,1.85,1.603529,2.609408,3,0.0,1.89
9,6,0,1.4955,4,1,18,1.553404,0.190065,3,0.0,1.91,1.592192,0.976991,4,0.0,1.92,1.525872,1.898644,5,0.0,1.94
9,7,0,1.4354,4,1,33,1.607849,2.10103,4,0.0,1.88,1.54959,1.300813,3,0.0,1.91,1.574573,1.831171,4,0.0,1.95
9,8,0,1.4621,4,1,33,1.569834,1.994344,3,0.0,1.91,1.530779,0.564191,4,0.3333,1.86,1.51804,1.702894,3,0.0,1.84
9,9,0,1.5157,4,1,24,1.551554,1.521528,3,0.0,1.86,1.611043,1.106796,3,0.0,1.87,1.517218,0.334989,3,0.0,1.88
9,10,1,1.5099,4,1,27,1.557579,0.703722,3,0.0,1.91,1.616212,0.216105,3,0.0,1.85,1.528442,1.892657,5,0.0,1.83
9,11,0,1.5201,4,1,37,1.566323,2.474103,4,0.0,1.88,1.601992,2.210444,3,0.0,1.86,1.553665,1.967393,3,0.0,1.9
9,12,0,1.5844,4,1,53,1.596651,1.463381,3,0.0,1.89,1.575213,1.245185,4,0.0,1.9,1.627959,1.749912,3,0.0,1.86
9,13,0,1.5461,4,1,39,1.594038,1.19471,3,0.0,1.86,1.530199,0,2,1.0,1.9,1.545118,1.81498,3,0.0,1.9
9,14,0,1.4621,4,1,39,1.551215,0.495825,3,0.0,1.89,1.563509,1.981611,3,0.0,1.83,1.528544,1.616182,4,0.0,1.86
9,15,0,1.5514,4,1,29,1.532573,0.697399,3,0.0,1.84,1.570885,2.995928,3,0.0,1.86,1.566983,1.403205,3,0.0,1.88
9,16,0,1.531,4,1,23,1.585509,2.250138,4,0.0,1.86,1.625683,1.947662,4,0.0,1.88,1.571926,1.026503,4,0.3333,1.84
9,17,0,1.57,4,1,30,1.61819,2.145084,3,0.0,1.93,1.595124,1.316798,3,0.0,1.95,1.561748,2.154309,4,0.0,1.87
9,18,0,1.5398,4,1,41,1.566466,1.432581,3,0.0,1.9,1.542908,1.557245,3,0.0,1.88,1.595521,1.589942,3,0.0,1.91
9,19,0,1.581,4,0,38,1.548885,1.48687,4,0.0,1.87,1.549073,1.200693,3,0.0,1.88,1.538228,1.697179,3,0.0,1.88
9,20,0,1.558,4,0,33,1.593198,1.969408,3,0.0,1.86,1.547515,2.101019,3,0.0,1.82,1.587357,1.572934,3,0.2,1.88
9,21,0,1.543,4,0,26,1.550154,2.243101,4,0.0,1.83,1.592737,1.734934,3,0.0,1.78,1.525509,1.37069,3,0.0,1.87
9,22,0,1.4506,4,0,24,1.58329,1.519973,3,0.0,1.91,1.596932,1.241797,3,0.0,1.89,1.579369,1.50884,5,0.0,1.87
9,23,0,1.569,3,1,33,1.541032,1.426025,4,0.0,1.89,1.578968,1.108449,3,0.0,1.8,1.610061,1.719626,4,0.0,1.88
9,24,0,1.5269,4,0,34,1.586919,1.466883,3,0.0,1.86,1.616947,2.053538,3,0.0,1.89,1.57544,2.086809,4,0.0,1.92
9,25,0,1.5401,4,0,35,1.55568,2.021058,4,0.0,1.88,1.585615,1.70465,4,0.0,1.87,1.585401,2.03914,3,0.0,1.9
