seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
18,1,0,1.5838,0,0,2667,1.563613,1.276211,3,0.0,1.97,1.524823,1.861442,3,0.0,1.94,1.597816,2.026805,3,0.0,1.97
18,2,0,1.5839,0,0,1111,1.57446,0.894254,3,0.0,1.84,1.566407,1.345742,3,0.0,1.92,1.52059,2.084577,3,0.0,1.86
18,3,0,1.5848,3,1,192,1.593155,1.85327,3,0.0,1.91,1.571631,2.451264,3,0.0,1.89,1.532198,1.290409,3,0.0,1.94
18,4,0,1.5722,3,1,56,1.576168,0.827426,3,0.0,1.89,1.606906,1.271421,4,0.0,1.91,1.581167,1.007608,3,0.0,1.91
18,5,0,1.5736,4,0,49,1.647933,2.718957,3,0.0,1.88,1.588848,0.997645,3,0.0,1.91,1.558168,2.783073,3,0.0,1.87
18,6,0,1.513,4,0,43,1.548412,1.473097,5,0.0,1.93,1.564589,0.657648,3,0.0,1.84,1.572644,0.248093,3,0.0,1.83
18,7,1,1.5474,1,1,54,1.564191,0.789075,3,0.0,1.87,1.581611,2.195302,4,0.0,1.82,1.59155,2.553181,3,0.0,1.89
18,8,0,1.5774,4,1,24,1.610269,1.153932,5,0.0,1.87,1.615786,1.302808,5,0.0,1.87,1.572319,1.247787,5,0.0,1.84
18,9,0,1.2516,4,1,18,1.549879,2.369611,4,0.0,1.85,1.54937,0.40433,3,0.0,1.88,1.576613,1.908804,3,0.0,1.87
18,10,0,1.569,4,1,25,1.538915,1.062459,3,0.0,1.86,1.593912,0.468005,4,0.5,1.89,1.508996,0,2,1.0,1.83
18,11,0,1.4618,4,1,38,1.602362,1.767493,3,0.0,1.88,1.586252,0.435607,3,0.0,1.88,1.587949,0.573407,3,0.0,1.9
18,12,0,1.4888,4,1,35,1.569495,0.895177,3,0.0,1.86,1.568013,1.281593,3,0.0,1.87,1.567363,1.630949,3,0.0,1.83
18,13,0,1.5353,4,1,28,1.578139,0.664857,3,0.0,1.89,1.573506,1.711542,3,0.0,1.85,1.601664,2.37959,3,0.0,1.86
18,14,0,1.5726,4,1,33,1.542445,1.1471,3,0.0,1.91,1.521526,1.754523,3,0.0,1.92,1.540283,0.452564,3,0.0,1.89
18,15,0,1.4655,4,1,26,1.590227,1.647842,3,0.0,1.93,1.575309,0,2,1.0,1.89,1.586694,1.331912,3,0.0,1.86
18,16,1,1.4496,4,1,33,1.522326,2.166273,4,0.0,1.86,1.579517,0.476033,3,0.0,1.84,1.598841,2.134436,3,0.0,1.82
18,17,0,1.5387,4,1,39,1.610035,1.716704,4,0.1429,1.95,1.589881,0,2,1.0,1.8,1.547913,2.11168,3,0.0,1.93
18,18,0,1.5644,4,0,46,1.522687,1.249112,3,0.0,1.86,1.567297,1.49342,3,0.0,1.9,1.554106,1.431403,3,0.0,1.87
18,19,0,1.5656,4,0,38,1.566584,1.83436,4,0.1429,1.88,1.598357,0,2,1.0,1.81,1.530649,2.000761,3,0.0,1.83
18,20,0,1.5262,4,0,26,1.556859,1.813275,3,0.0,1.91,1.559196,0.9466,3,0.0,1.88,1.55964,1.198203,3,0.0,1.9
18,21,0,1.5613,4,0,24,1.56205,1.318173,3,0.0,1.91,1.535534,0.803553,3,0.0,1.88,1.579564,1.827895,4,0.0,1.85
18,22,0,1.5486,4,0,34,1.51442,1.043421,4,0.0,1.91,1.588278,0,2,1.0,1.83,1.598467,1.06577,3,0.0,1.89
18,23,0,1.5387,0,1,39,1.550918,1.554354,3,0.0,1.86,1.513934,2.199257,3,0.0,1.88,1.553445,2.043907,3,0.0,1.92
18,24,0,1.5581,4,0,52,1.55418,1.830162,4,0.0,1.88,1.576847,1.70829,4,0.0,1.89,1.637784,2.983467,3,0.0,1.84
18,25,0,1.561,3,1,55,1.536957,1.89595,4,0.0,1.87,1.626593,2.322412,3,0.0,1.85,1.583346,1.354999,3,0.0,1.92
