seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
10,1,0,1.5842,0,0,2729,1.621955,1.652262,3,0.0,1.92,1.613625,1.816016,3,0.0,2.04,1.577822,1.631868,3,0.0,2.02
10,2,0,1.5816,1,1,851,1.602544,1.829535,3,0.0,1.88,1.557758,1.77385,3,0.0,1.92,1.549492,0.546001,3,0.0,1.9
10,3,0,1.5847,0,1,187,1.60236,3.118089,3,0.0,1.87,1.545071,1.289797,3,0.0,1.85,1.53619,0,2,1.0,1.82
10,4,1,1.5315,0,1,80,1.577707,1.810982,3,0.0,1.91,1.560793,2.062032,4,0.0,1.8,1.592584,1.028972,4,0.125,1.88
10,5,0,1.5535,4,0,50,1.590155,2.520764,3,0.0,1.9,1.56987,1.713109,3,0.0,1.93,1.646427,2.235163,3,0.0,1.87
10,6,0,1.5488,4,0,39,1.603083,1.976842,4,0.0,1.93,1.560008,1.422416,3,0.0,1.83,1.554375,0.360745,3,0.0,1.94
10,7,0,1.5269,4,0,34,1.616463,1.208986,4,0.0,1.9,1.569439,0.680299,3,0.0,1.86,1.574207,1.819887,3,0.0,1.84
10,8,0,1.5486,4,0,39,1.546486,1.971901,4,0.0,1.87,1.568285,1.720594,4,0.0,1.9,1.541863,1.864191,3,0.0,1.92
10,9,0,1.5502,4,0,56,1.565025,0,2,1.0,1.9,1.559463,1.261215,3,0.0,1.87,1.559221,0,2,1.0,1.94
10,10,0,1.573,4,0,51,1.554483,0.802895,3,0.0,1.9,1.562026,1.963578,4,0.0,1.9,1.574174,2.377332,3,0.0,1.84
10,11,0,1.5058,4,0,30,1.552952,0.904993,3,0.25,1.91,1.607211,0.532237,3,0.0,1.86,1.576798,1.521747,3,0.0,1.95
10,12,0,1.4098,4,0,23,1.564634,1.429986,3,0.0,1.84,1.613408,0.376453,3,0.0,1.83,1.56664,1.844186,4,0.0,1.83
10,13,0,1.5378,3,1,29,1.56543,1.769963,4,0.0,1.85,1.566988,2.684658,3,0.0,1.85,1.587615,0.976873,3,0.0,1.87
10,14,0,1.5296,4,0,40,1.591568,2.30119,4,0.0,1.86,1.606044,2.192525,3,0.0,1.88,1.532804,0.147447,3,0.0,1.91
10,15,0,1.5382,4,0,32,1.568031,0,2,1.0,1.93,1.632244,1.202946,3,0.0,1.88,1.57033,1.474602,3,0.0,1.92
10,16,0,1.5794,4,0,16,1.568917,1.587393,3,0.0,1.93,1.546737,1.722189,3,0.0,1.84,1.528586,1.922273,3,0.2,1.86
10,17,0,1.5524,4,0,30,1.547962,1.321362,5,0.0,1.87,1.580907,1.823676,4,0.0,1.86,1.636153,1.182063,4,0.0,1.91
10,18,1,1.5387,4,0,39,1.560445,1.406693,4,0.0,1.89,1.562748,1.260963,4,0.0,1.88,1.631684,1.668525,3,0.0,1.88
10,19,0,1.51,4,0,36,1.572461,2.161476,3,0.0,1.89,1.604553,1.884668,5,0.0,1.84,1.562163,2.04358,3,0.0,1.9
10,20,0,1.5524,4,0,30,1.574588,1.969732,3,0.0,1.96,1.573212,1.974074,4,0.0,1.89,1.565656,1.622421,3,0.0,1.86
10,21,0,1.5683,3,1,38,1.639175,1.13057,3,0.4,1.86,1.612702,1.129175,3,0.0,1.81,1.603752,1.643903,4,0.0,1.86
10,22,0,1.5766,4,0,35,1.583331,0.584757,3,0.0,1.88,1.602589,2.700465,3,0.0,1.85,1.581648,1.769045,4,0.0,1.89
10,23,0,1.546,4,0,44,1.58723,0.937351,4,0.0,1.86,1.588713,1.136002,4,0.0,1.88,1.592222,2.110032,3,0.0,1.85
10,24,1,1.5774,4,0,42,1.517436,1.715938,3,0.0,1.91,1.561978,1.302206,4,0.0,1.9,1.557684,1.344469,3,0.0,1.86
10,25,0,1.4816,4,0,37,1.544183,1.015678,3,0.0,1.82,1.513871,1.632271,4,0.0,1.9,1.554692,1.627083,3,0.0,1.92
