seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
17,1,0,1.5849,0,0,2736,1.594923,1.623657,3,0.0,1.98,1.558215,1.923817,3,0.0,2.01,1.602779,0,2,1.0,2.06
17,2,0,1.5844,0,1,1046,1.53505,0.918014,5,0.1111,1.85,1.602327,2.784113,3,0.0,1.89,1.560616,1.580952,4,0.0,1.91
17,3,0,1.5751,4,1,159,1.566156,1.471543,3,0.0,1.85,1.564243,0.555022,3,0.5,1.87,1.55941,1.517457,4,0.0,1.89
17,4,0,1.5803,4,1,47,1.583893,1.274761,4,0.0,1.91,1.590232,1.639777,3,0.0,1.91,1.565312,3.115175,3,0.0,1.86
17,5,0,1.579,4,1,27,1.595418,0.208399,3,0.0,1.94,1.539985,1.256842,3,0.0,1.82,1.575187,1.799388,3,0.0,1.87
17,6,0,1.4043,4,1,35,1.627101,1.118337,5,0.1,1.82,1.607807,1.714601,3,0.0,1.85,1.58724,1.423193,4,0.0,1.93
17,7,1,1.4158,4,1,29,1.565723,1.649865,3,0.0,1.87,1.557299,0,2,1.0,1.83,1.592501,0,2,1.0,1.89
17,8,0,1.4466,4,1,27,1.56173,1.259659,3,0.0,1.86,1.573555,1.249698,4,0.0,1.88,1.57541,1.584285,4,0.1667,1.86
17,9,0,1.5525,4,1,35,1.598313,1.826716,3,0.0,1.86,1.553871,1.598971,4,0.1667,1.88,1.542312,2.137332,3,0.0,1.88
17,10,0,1.5816,4,1,36,1.555061,1.938782,4,0.0,1.91,1.567907,1.650083,4,0.0,1.89,1.52581,1.677451,4,0.0,1.93
17,11,0,1.5686,3,1,37,1.550625,1.579878,3,0.0,1.88,1.528323,2.135186,3,0.0,1.9,1.534352,1.443114,3,0.0,1.9
17,12,0,1.5516,3,1,40,1.573168,0.503643,3,0.0,1.9,1.579814,0,2,1.0,1.85,1.53798,1.826865,3,0.0,1.92
17,13,0,1.5766,4,1,47,1.579378,0,2,1.0,1.91,1.609764,1.934352,3,0.0,1.83,1.590531,2.086213,4,0.0,1.87
17,14,1,1.5706,1,1,44,1.565251,1.282604,4,0.0,1.97,1.575633,1.904713,3,0.0,1.86,1.530367,1.973142,4,0.0,1.87
17,15,0,1.5826,4,0,65,1.602037,1.038421,3,0.0,1.95,1.56848,1.667553,5,0.0,1.82,1.619769,2.434758,3,0.0,1.89
17,16,1,1.5845,1,1,58,1.549601,1.550602,3,0.0,1.87,1.538702,1.448941,4,0.125,1.85,1.615491,2.8817,3,0.0,1.84
17,17,0,1.4741,4,0,29,1.56532,1.458163,5,0.1,1.86,1.596058,1.286269,3,0.0,1.84,1.536667,1.541359,3,0.0,1.84
17,18,0,1.4509,4,0,23,1.543468,1.211721,3,0.0,1.87,1.591506,1.884911,3,0.0,1.91,1.585726,0.343609,3,0.0,1.85
17,19,0,1.5813,3,1,40,1.606908,2.49055,3,0.0,1.89,1.563711,1.632616,5,0.0,1.86,1.603616,1.910171,3,0.0,1.9
17,20,0,1.4449,3,1,42,1.557178,1.377727,4,0.0,1.88,1.554114,2.579455,3,0.0,1.88,1.555704,2.795696,3,0.0,1.86
17,21,0,1.4993,4,0,46,1.557251,1.712183,4,0.0,1.96,1.560508,2.143991,3,0.0,1.83,1.559465,1.540322,4,0.0,1.85
17,22,0,1.5671,4,0,32,1.528507,0.91008,3,0.0,1.84,1.555928,1.497726,3,0.0,1.84,1.58325,1.048094,3,0.0,1.82
17,23,0,1.5822,4,0,23,1.563809,0,2,1.0,1.9,1.518868,1.049914,5,0.25,1.92,1.547142,1.960511,3,0.0,1.87
17,24,0,1.5801,4,0,30,1.524655,1.296998,4,0.0,1.91,1.528075,1.530895,3,0.0,1.84,1.561462,0.840006,3,0.0,1.93
17,25,0,1.584,4,0,38,1.537617,1.349087,4,0.0,1.89,1.553658,0.881042,4,0.0,1.9,1.565725,1.950345,4,0.0,1.82
