seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
9,1,0,1.5832,0,0,2652,1.509464,1.407848,4,0.0,2.01,1.639461,1.42077,3,0.0,2.05,1.608714,1.204635,4,0.0,2.03
9,2,0,1.5826,0,1,855,1.535894,1.343025,3,0.0,1.95,1.573417,2.182213,3,0.0,1.86,1.580283,1.035237,3,0.0,1.88
9,3,0,1.5823,0,1,143,1.569909,2.31747,3,0.0,1.88,1.563423,1.746161,4,0.0,1.83,1.544156,1.411104,6,0.0,1.88
9,4,0,1.5765,4,0,53,1.582101,0.682713,3,0.0,1.93,1.581606,1.653427,3,0.0,1.89,1.535734,1.804794,4,0.0,1.9
9,5,0,1.5222,4,0,34,1.572827,0.973412,3,0.0,1.9,1.552538,0.960759,3,0.0,1.83,1.541989,1.888673,3,0.0,1.85
9,6,0,1.513,4,0,43,1.556089,1.329726,3,0.0,1.92,1.538671,0.842057,3,0.0,1.85,1.540176,2.693437,3,0.0,1.92
9,7,0,1.5644,4,0,44,1.609646,1.371472,3,0.0,1.93,1.538874,2.012093,3,0.0,1.88,1.563632,1.26191,4,0.25,1.96
9,8,0,1.5677,3,1,27,1.612777,2.220083,3,0.0,1.83,1.574981,2.298382,3,0.0,1.88,1.630312,1.769968,3,0.0,1.9
9,9,0,1.5766,4,0,35,1.524961,1.301336,4,0.0,1.9,1.518294,1.423094,3,0.0,1.84,1.579376,2.612042,3,0.0,1.86
9,10,0,1.5835,4,0,32,1.572191,0.918128,3,0.0,1.86,1.611153,1.289675,3,0.5,1.9,1.544314,1.852907,4,0.0,1.9
9,11,0,1.5682,4,0,34,1.570768,1.525742,3,0.0,1.93,1.559864,0.763766,4,0.0,1.95,1.586652,1.050241,3,0.0,1.93
9,12,0,1.5778,4,0,42,1.551298,1.055634,3,0.0,1.86,1.56682,1.830853,4,0.0,1.88,1.600026,0.17321,3,0.0,1.87
9,13,0,1.5426,4,0,36,1.562823,2.821745,3,0.0,1.91,1.564207,2.085904,3,0.0,1.9,1.576748,1.135066,4,0.0,1.88
9,14,0,1.4987,1,1,25,1.621371,1.966084,4,0.0,1.89,1.592488,1.731804,3,0.0,1.88,1.557686,1.388117,4,0.0,1.92
9,15,0,1.4644,4,0,32,1.586447,2.040132,4,0.0,1.92,1.558336,0.927715,4,0.0,1.93,1.552024,1.932915,4,0.0,1.88
9,16,0,1.4552,4,0,41,1.5867,1.630773,3,0.0,1.88,1.556264,2.808985,3,0.0,1.92,1.555697,1.690732,5,0.0,1.9
9,17,0,1.5523,4,0,38,1.551959,1.629995,4,0.0,1.94,1.601757,0.26548,3,0.0,1.83,1.526849,1.642221,3,0.0,1.85
9,18,0,1.5729,4,0,40,1.563307,1.658231,4,0.0,1.82,1.644169,0.789186,3,0.0,1.85,1.586045,1.261025,4,0.0,1.94
9,19,0,1.5625,4,0,43,1.561407,1.48414,3,0.0,1.86,1.577423,0.950512,4,0.0,1.91,1.548625,2.140602,4,0.0,1.87
9,20,0,1.5715,4,0,36,1.567196,1.860118,3,0.0,1.84,1.551273,1.355674,4,0.0,1.81,1.539183,1.611404,3,0.0,1.83
9,21,0,1.5488,3,1,39,1.612739,2.58294,3,0.0,1.93,1.61039,1.691476,4,0.0,1.91,1.608801,0,2,1.0,1.83
9,22,1,1.4928,1,1,34,1.607591,1.674254,5,0.0,1.89,1.539432,0.878493,3,0.0,1.9,1.577615,1.129054,3,0.0,1.9
9,23,0,1.5656,4,0,30,1.56915,1.676529,4,0.0,1.84,1.567544,0.157627,3,0.0,1.93,1.577169,1.486566,4,0.0,1.85
9,24,0,1.5462,4,0,35,1.551993,0.540846,3,0.0,1.85,1.577447,1.617438,3,0.0,1.84,1.574289,1.879857,3,0.0,1.91
9,25,0,1.4773,4,0,24,1.624897,2.025417,4,0.0,1.9,1.579191,2.479798,3,0.0,1.86,1.544267,2.246632,4,0.0,1.85
