seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
14,1,0,1.5834,0,0,2733,1.566114,1.55973,4,0.0,1.97,1.579811,1.208073,3,0.0,2.06,1.537638,1.664017,3,0.0,1.91
14,2,0,1.5798,1,1,1054,1.586741,0.093409,3,0.0,1.86,1.538427,1.683376,3,0.0,1.87,1.578857,1.992612,3,0.0,1.91
14,3,0,1.5788,0,1,214,1.500794,1.326261,3,0.0,1.79,1.59927,2.106489,3,0.0,1.84,1.538614,1.314866,4,0.0,1.86
14,4,0,1.5781,4,0,66,1.600606,0.404043,3,0.25,1.92,1.565069,1.434636,4,0.0,1.88,1.581938,1.640408,3,0.0,1.9
14,5,0,1.5684,0,1,53,1.561432,2.399613,3,0.0,1.91,1.558916,1.73499,3,0.0,1.89,1.605579,1.14206,3,0.0,1.9
14,6,0,1.5806,4,0,54,1.564422,2.07926,4,0.0,1.84,1.594401,2.476016,3,0.0,1.85,1.670174,0,2,1.0,1.86
14,7,0,1.5837,3,1,34,1.585221,1.741767,3,0.0,1.88,1.556425,1.637559,3,0.0,1.87,1.61494,1.466753,3,0.0,1.85
14,8,0,1.5774,4,0,42,1.529144,2.038515,3,0.0,1.93,1.635457,2.171944,3,0.0,1.9,1.585336,1.458335,3,0.0,1.82
14,9,0,1.4192,4,0,37,1.561065,1.475232,3,0.0,1.89,1.56113,1.116328,3,0.0,1.84,1.628682,2.182923,3,0.0,1.95
14,10,0,1.5682,4,0,42,1.529255,1.362336,5,0.0,1.82,1.618203,1.987675,3,0.0,1.85,1.601226,1.808893,3,0.0,1.88
14,11,1,1.5161,4,0,50,1.5453,1.852841,3,0.0,1.9,1.58581,0.850808,3,0.0,1.9,1.519069,1.034394,3,0.0,1.94
14,12,0,1.5839,1,1,37,1.58644,1.219186,3,0.2,1.97,1.576433,1.672946,3,0.0,1.85,1.578252,0.352987,3,0.2,1.88
14,13,0,1.5763,4,0,34,1.590311,1.462918,4,0.0,1.86,1.530423,1.017175,3,0.0,1.83,1.584749,1.502601,4,0.0,1.91
14,14,0,1.5378,4,0,29,1.556735,1.268779,3,0.0,1.83,1.568964,0.785932,3,0.5,1.89,1.58243,1.916201,4,0.0,1.9
14,15,0,1.5835,4,0,31,1.580094,1.148962,4,0.0,1.92,1.570743,0.699745,3,0.0,1.84,1.57714,2.769712,3,0.0,1.85
14,16,0,1.5816,4,0,36,1.587132,1.192376,4,0.0,1.91,1.600141,1.281147,3,0.0,1.86,1.588647,1.773473,3,0.0,1.93
14,17,0,1.4644,4,0,32,1.570383,0,2,1.0,1.88,1.574625,1.606797,3,0.0,1.86,1.618801,1.735958,3,0.0,1.87
14,18,0,1.4803,4,0,41,1.569181,2.068143,3,0.0,1.91,1.571711,2.457683,4,0.0,1.83,1.559282,1.017103,4,0.0,1.89
14,19,0,1.5789,4,0,41,1.530696,1.834364,4,0.0,1.89,1.563144,0.481711,3,0.0,1.85,1.612846,1.29235,3,0.0,1.87
14,20,0,1.5735,4,0,39,1.575729,1.288224,4,0.0,1.81,1.609622,0.892597,3,0.0,1.82,1.573562,0,2,1.0,1.84
14,21,0,1.5831,4,0,28,1.511704,1.678543,4,0.0,1.83,1.502487,0,2,1.0,1.93,1.574033,0,2,1.0,1.92
14,22,0,1.5579,4,0,26,1.554794,1.76453,4,0.0,1.86,1.58847,1.036936,4,0.0,1.85,1.590955,1.163636,3,0.0,1.92
14,23,0,1.5794,4,0,32,1.575656,0,2,1.0,1.89,1.584114,1.439258,4,0.0,1.85,1.5877,1.720757,3,0.0,1.81
14,24,0,1.5387,4,0,39,1.621169,0.718823,3,0.0,1.86,1.593865,1.857129,3,0.0,1.9,1.593589,1.597211,3,0.1667,1.85
14,25,0,1.5436,4,0,40,1.550585,1.616502,3,0.0,1.83,1.552594,2.515082,4,0.0,1.89,1.558058,0,2,1.0,1.84
