seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
8,1,0,1.583,0,0,2622,1.557787,0.915934,3,0.0,2.08,1.606544,1.321673,3,0.0,1.93,1.616685,1.189793,3,0.0,1.99
8,2,0,1.5804,3,1,952,1.584212,1.532892,4,0.0,1.97,1.559743,0.73087,3,0.0,1.88,1.574766,0.69715,3,0.0,1.88
8,3,0,1.5813,0,1,203,1.542901,2.054775,3,0.0,1.93,1.585092,1.54331,3,0.0,1.83,1.582854,1.484044,3,0.0,1.82
8,4,1,1.5794,1,1,70,1.595658,0,2,1.0,1.87,1.572202,0.5023,3,0.0,1.86,1.507939,0.390037,3,0.0,1.92
8,5,1,1.5401,1,1,51,1.572393,1.857156,4,0.0,1.84,1.541021,1.865077,3,0.0,1.87,1.585778,1.477636,4,0.0,1.88
8,6,0,1.4794,4,1,42,1.557014,1.703511,4,0.0,1.87,1.580884,0,2,1.0,1.84,1.595458,2.299018,3,0.0,1.85
8,7,0,1.4984,4,1,30,1.589777,1.660938,3,0.0,1.9,1.550189,1.113925,3,0.0,1.87,1.549432,1.940148,3,0.0,1.91
8,8,0,1.4605,4,1,26,1.598308,1.977585,3,0.0,1.88,1.579254,1.881336,3,0.0,1.91,1.542193,1.91601,3,0.0,1.85
8,9,0,1.544,4,1,44,1.546726,1.248934,4,0.0,1.89,1.588101,2.23104,5,0.0,1.91,1.518288,2.045788,4,0.0,1.89
8,10,0,1.5277,4,1,35,1.586822,1.244567,3,0.0,1.82,1.616806,1.795112,4,0.0,1.92,1.583635,1.217446,3,0.0,1.83
8,11,0,1.4499,4,0,38,1.590019,1.09759,3,0.0,1.94,1.520483,2.010649,4,0.0,1.9,1.572973,1.316359,3,0.0,1.86
8,12,0,1.5842,3,1,44,1.584329,1.43239,3,0.0,1.87,1.56642,2.889252,3,0.0,1.89,1.603311,1.082401,4,0.0,1.88
8,13,0,1.4819,3,1,33,1.596433,1.142675,4,0.1111,1.87,1.528153,1.119114,4,0.0,1.91,1.567437,1.256232,3,0.0,1.87
8,14,0,1.4436,3,1,31,1.576911,1.387848,3,0.0,1.86,1.540798,2.883846,3,0.0,1.87,1.548839,2.36143,3,0.0,1.87
8,15,0,1.5448,4,0,31,1.564358,1.434965,3,0.0,1.87,1.54967,1.64562,3,0.0,1.83,1.518427,1.311775,3,0.0,1.85
8,16,0,1.4899,4,0,24,1.558418,1.44969,4,0.0,1.89,1.547176,1.063388,4,0.0,1.84,1.524599,2.625852,3,0.0,1.86
8,17,0,1.5574,4,0,38,1.587909,1.421147,4,0.0,1.84,1.605055,0,2,1.0,1.9,1.603723,2.396979,3,0.0,1.87
8,18,0,1.5759,4,0,46,1.578415,2.06287,4,0.0,1.89,1.572997,1.615935,4,0.0,1.86,1.559453,2.745945,3,0.0,1.95
8,19,0,1.5488,4,0,39,1.550234,0,2,1.0,1.8,1.54453,0,2,1.0,1.85,1.619455,0.162669,3,0.0,1.9
8,20,0,1.5767,1,1,60,1.475455,2.045908,4,0.0,1.87,1.588944,3.114069,3,0.0,1.86,1.591939,2.275154,3,0.0,1.9
8,21,0,1.5828,3,1,52,1.592799,0.951267,3,0.0,1.87,1.547511,2.223423,4,0.0,1.87,1.594263,0.843941,4,0.0,1.83
8,22,0,1.5682,1,1,34,1.560829,1.693364,3,0.0,1.92,1.607126,1.405789,3,0.0,1.81,1.60175,0.410249,3,0.0,1.91
8,23,0,1.5783,1,1,51,1.559761,2.12306,3,0.0,1.89,1.561275,1.814614,4,0.0,1.84,1.543868,0.862468,3,0.0,1.91
8,24,0,1.5779,4,0,52,1.555098,1.817467,3,0.0,1.84,1.550241,1.075191,3,0.0,1.85,1.558171,1.096699,5,0.0,1.85
8,25,0,1.5578,4,0,49,1.564867,1.587735,4,0.0,1.91,1.606691,0,2,1.0,1.82,1.559997,1.570769,3,0.0,1.96
