seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
20,1,0,1.5847,0,0,2650,1.571593,1.645729,3,0.1429,2.02,1.60157,0,2,1.0,2.05,1.586526,1.70235,4,0.0,2.09
20,2,0,1.5846,1,0,1006,1.587554,1.804791,3,0.0,1.93,1.541916,2.722588,3,0.0,1.88,1.55687,1.820987,4,0.0,1.85
20,3,0,1.5796,0,1,185,1.586973,0,2,1.0,1.91,1.565807,1.10702,3,0.0,1.88,1.484302,0.821549,3,0.0,1.87
20,4,0,1.5644,4,1,46,1.618353,1.168409,3,0.0,1.93,1.589382,2.422736,3,0.0,1.89,1.589762,0,2,1.0,1.85
20,5,1,1.5645,1,1,43,1.583828,0.731063,3,0.0,1.91,1.638877,0.561832,3,0.0,1.83,1.601016,1.133182,3,0.0,1.86
20,6,0,1.561,1,1,27,1.619114,1.811479,3,0.0,1.93,1.55587,1.961787,4,0.0,1.82,1.554506,0.811665,4,0.1429,1.9
20,7,0,1.5774,0,1,28,1.568,2.056133,3,0.0,1.82,1.580992,1.712523,3,0.0,1.9,1.579806,2.206689,3,0.0,1.82
20,8,0,1.5715,4,1,36,1.573461,0.924916,3,0.0,1.93,1.616752,1.48353,3,0.0,1.87,1.545245,0.993872,3,0.0,1.9
20,9,0,1.5749,4,1,32,1.576505,1.490516,3,0.0,1.88,1.504599,1.746881,3,0.0,1.83,1.602751,2.261071,4,0.0,1.88
20,10,0,1.5813,4,1,20,1.569844,1.712343,4,0.0,1.84,1.597535,1.813958,6,0.0,1.81,1.5576,1.317117,3,0.0,1.87
20,11,0,1.5219,0,1,20,1.540116,2.264608,4,0.0,1.87,1.57533,1.567058,3,0.0,1.86,1.578732,0.947844,4,0.0,1.9
20,12,0,1.5651,0,1,37,1.561586,2.531233,3,0.0,1.9,1.553404,0,2,1.0,1.88,1.609605,1.490304,3,0.0,1.86
20,13,0,1.5691,3,1,47,1.530425,1.650754,3,0.0,1.87,1.594635,0,2,1.0,1.87,1.562047,2.636339,3,0.0,1.93
20,14,0,1.5358,4,1,37,1.586778,1.117475,3,0.0,1.8,1.592639,1.850626,3,0.0,1.85,1.569017,1.557999,3,0.0,1.86
20,15,0,1.5494,4,1,30,1.537837,1.891764,3,0.25,1.91,1.586502,1.456913,3,0.0,1.87,1.626225,1.669573,3,0.0,1.84
20,16,0,1.5835,4,1,32,1.562422,0.484784,3,0.0,1.83,1.577317,0,2,1.0,1.86,1.562228,0,2,1.0,1.9
20,17,0,1.585,4,1,21,1.618905,2.828199,3,0.0,1.88,1.598317,2.298243,3,0.0,1.89,1.511586,1.909072,3,0.0,1.88
20,18,0,1.5413,4,1,25,1.544792,1.525488,3,0.0,1.95,1.534611,1.291406,4,0.0,1.86,1.599407,1.38343,3,0.0,1.88
20,19,1,1.5157,4,1,24,1.617788,2.24283,3,0.0,1.83,1.580465,1.969869,3,0.0,1.87,1.581635,1.893177,3,0.0,1.9
20,20,0,1.5376,4,0,41,1.525775,1.932651,4,0.0,1.91,1.599041,0.894658,4,0.0,1.9,1.553875,1.522457,4,0.0,1.9
20,21,0,1.5644,3,1,46,1.611707,1.3643,3,0.0,1.96,1.612135,0.13095,3,0.0,1.92,1.558069,1.366765,3,0.0,1.89
20,22,0,1.5462,4,0,48,1.617611,1.158345,5,0.0,1.95,1.637316,1.6165,3,0.1429,1.88,1.560751,0.829294,3,0.0,1.89
20,23,0,1.5237,4,0,51,1.600473,1.854473,3,0.0,1.85,1.612246,1.485836,3,0.0,1.89,1.61767,1.928282,5,0.0,1.92
20,24,0,1.5544,3,1,37,1.60864,0,2,1.0,1.86,1.56776,1.767245,3,0.0,1.86,1.594325,0.859049,3,0.0,1.89
20,25,0,1.569,4,0,33,1.578146,1.496315,3,0.0,1.89,1.554908,0,2,1.0,1.83,1.613913,2.289374,4,0.0,1.87
