seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
12,1,0,1.5845,0,0,2697,1.558122,0.861134,4,0.3333,1.92,1.582146,2.625654,3,0.0,1.94,1.561366,0.418123,3,0.0,2.02
12,2,0,1.5848,0,0,1039,1.569803,1.526514,3,0.0,1.88,1.586462,1.666131,4,0.0,1.88,1.639195,1.36672,4,0.0,1.86
12,3,0,1.5823,0,1,166,1.533995,2.223958,3,0.0,1.88,1.568551,1.324397,3,0.0,1.94,1.568113,1.755751,3,0.0,1.87
12,4,0,1.5808,4,0,49,1.552728,3.07458,3,0.0,1.89,1.52953,0,2,1.0,1.82,1.547502,1.849959,4,0.0,1.79
12,5,0,1.5751,4,0,21,1.567549,0,2,1.0,1.86,1.599535,1.931635,3,0.0,1.94,1.557537,2.08592,3,0.0,1.88
12,6,0,1.5575,4,0,32,1.500239,1.918576,3,0.0,1.89,1.493779,1.57224,3,0.0,1.88,1.520846,1.51891,3,0.0,1.87
12,7,0,1.5482,4,0,49,1.579386,1.189808,3,0.0,1.91,1.60552,1.649842,3,0.0,1.84,1.620003,0.765684,3,0.0,1.85
12,8,0,1.4943,4,0,32,1.569036,1.579145,4,0.0,1.89,1.56054,2.245557,4,0.0,1.93,1.474038,1.38741,3,0.0,1.92
12,9,0,1.5353,4,0,28,1.579499,3.112045,3,0.0,1.88,1.592512,0,2,1.0,1.92,1.572471,1.994488,3,0.0,1.87
12,10,1,1.5726,4,0,44,1.561905,0.947005,3,0.3333,1.91,1.543403,1.90739,3,0.0,1.92,1.587587,2.263288,3,0.0,1.9
12,11,0,1.5305,4,0,27,1.602874,0,2,1.0,1.88,1.569896,2.113656,4,0.0,1.82,1.559766,1.336019,4,0.0,1.92
12,12,0,1.3965,3,1,24,1.611766,2.185353,4,0.0,1.83,1.598396,1.593254,3,0.0,1.9,1.538876,1.063917,4,0.0,1.87
12,13,0,1.5632,4,0,29,1.520388,2.077553,3,0.0,1.91,1.549448,0.717905,3,0.0,1.88,1.574494,1.15021,3,0.0,1.92
12,14,0,1.3166,1,1,32,1.590032,2.785262,3,0.0,1.85,1.565057,0.850193,3,0.0,1.89,1.488434,0.62668,3,0.0,1.88
12,15,1,1.4295,4,0,45,1.535459,1.647299,4,0.0,1.91,1.564412,0.886514,3,0.0,1.9,1.613153,2.259592,3,0.0,1.84
12,16,0,1.5309,1,1,51,1.61643,1.459977,3,0.25,1.87,1.581166,1.289919,3,0.0,1.94,1.548997,2.286122,3,0.0,1.83
12,17,0,1.4993,4,0,46,1.57132,1.748001,4,0.0,1.89,1.539657,2.225385,5,0.0,1.85,1.517132,1.08812,3,0.0,1.89
12,18,0,1.4618,3,1,27,1.595265,1.38219,4,0.0,1.87,1.587468,1.770982,4,0.0,1.88,1.623562,2.446382,4,0.0,1.83
12,19,0,1.579,4,0,27,1.57499,2.00663,3,0.0,1.88,1.582825,1.63844,4,0.0,1.8,1.60033,1.859351,3,0.0,1.86
12,20,0,1.5462,4,0,48,1.587137,0.876743,3,0.0,1.9,1.60661,0,2,1.0,1.9,1.581919,1.99621,3,0.0,1.87
12,21,0,1.5709,4,0,37,1.582736,1.387826,3,0.0,1.87,1.567413,1.810262,3,0.0,1.9,1.586887,1.256103,3,0.0,1.88
12,22,0,1.5843,4,0,47,1.593342,1.608816,4,0.0,1.88,1.582574,2.500315,3,0.0,1.88,1.665275,1.844623,3,0.0,1.85
12,23,0,1.5809,4,0,50,1.612253,2.100904,4,0.0,1.88,1.511793,0.77698,3,0.0,1.86,1.568261,2.768447,4,0.0,1.9
12,24,0,1.5697,3,1,52,1.542322,0,2,1.0,1.85,1.547869,1.804986,4,0.0,1.9,1.541467,1.343229,4,0.0,1.9
12,25,0,1.5638,4,0,47,1.574229,1.838065,4,0.0,1.85,1.62709,2.544384,3,0.0,1.95,1.569392,1.174431,4,0.0,1.89
