seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type,cognitive_id,became_ghost_w
0,0,1,31,31,False,-0.6141,5,0.8,0.6393,0.8069,5.7707,16,16.37,9.24,53.0412,446,social|stable|dead,0,31
0,22,5,,35,True,2.2757,5,0.95,0.6311,0.8335,14.0819,19,42.7,24.96,38.3148,1632,social|stable|deep_conn,22,
0,2,1,,39,True,0.7683,5,0.95,0.6828,0.8693,16.3029,19,52.55,24.41,35.4646,1730,social|stable|wide_att|deep_conn,2,
0,65,20,20,1,False,0.5416,2,0.2308,0.6565,0.8391,17.3747,3,7.01,3.67,34.5359,87,stable|deep_conn|dead,65,20
0,41,11,,29,True,-2.4158,5,0.9,0.6672,0.8568,13.8366,18,66.87,33.35,34.6262,2107,social|stable|wide_att|deep_conn,41,
0,66,20,20,1,False,-1.6813,2,0.1538,0.7115,0.8428,22.3527,2,6.97,2.83,32.9399,92,stable|deep_conn|dead,66,20
0,7,1,,39,True,-1.1849,2,0.3,0.7411,0.7936,3.4626,6,7.68,2.68,7.597,151,stable|focused_att,7,
0,9,3,,37,True,-3.0739,5,0.9,0.6319,0.8393,11.1518,18,34.39,20.04,41.3613,1117,social|stable|deep_conn,9,
0,10,3,,37,True,-0.7231,4,0.75,0.609,0.8301,6.168,15,18.7,12.01,32.5995,517,social|stable,10,
0,52,12,,28,True,1.1693,3,0.7,0.7032,0.8172,8.9392,14,18.0,7.59,30.4957,495,social|stable,52,
0,19,4,,36,True,0.8291,5,0.95,0.6699,0.8804,18.8696,19,50.39,24.83,47.9934,1676,social|stable|wide_att|deep_conn,19,
0,42,11,,29,True,-1.429,5,0.9,0.5785,0.8567,18.7006,18,48.43,35.28,49.141,1734,social|stable|wide_att|deep_conn,42,
0,44,11,36,26,False,-0.1043,4,0.9048,0.6313,0.7462,6.4367,19,13.52,7.89,24.092,371,social|stable|focused_att|dead,44,36
0,64,19,21,3,False,1.0775,2,0.0,0.5761,0.7158,0.0,0,5.07,3.73,0.0,85,isolated|stable|focused_att|dead,64,21
0,26,5,,35,True,-2.366,4,0.9,0.6412,0.8278,12.5775,18,31.38,17.56,36.1532,1057,social|stable|deep_conn,26,
0,67,21,22,2,False,0.9824,3,0.3125,0.6437,0.8358,14.1461,5,17.73,9.81,25.3039,347,stable|deep_conn|dead,67,22
0,68,21,27,7,False,0.4245,3,0.7647,0.6218,0.8,6.0707,13,16.75,10.19,30.9776,486,social|stable|focused_att|dead,68,27
0,69,23,,17,True,-0.9823,5,0.9,0.6285,0.8523,17.4125,18,67.5,39.9,48.0821,2152,social|stable|wide_att|deep_conn,69,
0,70,24,26,3,False,2.4578,4,0.4737,0.5992,0.7974,12.0732,9,23.55,15.75,18.844,862,stable|focused_att|deep_conn|dead,70,26
0,71,25,,15,True,-0.9318,5,1.0,0.6682,0.8832,14.411,20,55.6,27.61,47.9934,1839,social|stable|wide_att|deep_conn,71,
0,72,27,32,6,False,-0.7751,3,0.6,0.6516,0.8023,4.8543,12,13.17,7.04,22.564,366,social|stable|dead,72,32
0,73,27,,13,True,0.558,4,0.85,0.6708,0.838,8.8551,17,26.42,12.96,34.4693,832,social|stable,73,
0,74,27,36,10,False,0.4532,3,0.6667,0.6529,0.8173,6.9857,14,14.64,7.79,24.0484,426,social|stable|dead,74,36
0,75,29,31,3,False,-0.4481,3,0.5,0.6054,0.7756,11.7133,10,12.57,8.19,43.1923,406,stable|focused_att|deep_conn|dead,75,31
0,76,30,,10,True,-1.2014,5,0.95,0.6631,0.8493,19.0236,19,65.49,33.27,36.3442,2107,social|stable|deep_conn,76,
0,77,32,,8,True,-0.3506,5,0.9,0.6563,0.8413,16.0892,18,51.19,26.81,49.141,2016,social|stable|deep_conn,77,
0,78,32,37,6,False,-0.7061,3,0.619,0.6595,0.8179,10.333,13,17.8,9.19,39.0868,451,social|stable|deep_conn|dead,78,37
0,79,35,,5,True,1.738,3,0.6,0.7283,0.8337,7.4863,12,18.01,6.72,27.8959,471,social|stable,79,
0,80,39,,0,True,-0.2307,3,0,0,0,0,0,0,0,0,0,isolated|focused_att,80,
0,81,39,,0,True,-0.6498,3,0,0,0,0,0,0,0,0,0,isolated|focused_att,81,
