seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type,cognitive_id,became_ghost_w
8,78,20,25,6,False,2.774,2,0.4348,0.6631,0.7233,1.0751,10,7.16,3.64,6.5638,137,stable|focused_att|dead,78,25
8,12,4,,36,True,-2.9317,3,0.7,0.6266,0.7922,8.3594,14,15.2,9.06,42.0292,386,social|stable|focused_att,12,
8,19,4,32,29,False,2.2563,2,0.3333,0.6843,0.7936,9.8601,7,7.39,3.41,44.689,149,stable|focused_att|dead,19,32
8,21,5,,35,True,-2.6872,5,1.0,0.6649,0.8567,12.9142,20,64.5,32.51,39.3507,2113,social|stable|wide_att|deep_conn,21,
8,32,8,,32,True,-1.2127,4,0.9,0.626,0.8445,8.9046,18,28.31,16.92,31.0296,960,social|stable,32,
8,42,10,,30,True,-0.6557,4,0.8,0.6437,0.8341,8.9754,16,24.08,13.33,38.9371,837,social|stable,42,
8,41,10,21,12,False,1.8354,2,0.05,0.6396,0.7923,19.4553,1,9.22,5.2,19.4553,168,isolated|stable|focused_att|deep_conn|dead,41,21
8,46,13,,27,True,-2.5511,5,0.85,0.6383,0.8367,10.1354,17,34.55,19.58,25.6299,1141,social|stable|deep_conn,46,
8,53,14,21,8,False,-3.0239,2,0.1,0.6639,0.7599,10.0622,2,7.78,3.94,14.0194,152,isolated|stable|focused_att|deep_conn|dead,53,21
8,60,16,,24,True,0.6658,4,0.9,0.5925,0.8518,14.7382,18,31.84,21.9,41.551,958,social|stable|wide_att|deep_conn,60,
8,66,18,25,8,False,1.2401,2,0.2609,0.6484,0.7039,3.3768,6,5.37,2.91,11.1345,118,stable|focused_att|dead,66,25
8,67,18,21,4,False,2.0749,2,0.1,0.6994,0.7849,1.5912,2,9.9,4.25,2.7264,171,isolated|stable|focused_att|dead,67,21
8,70,18,21,4,False,1.2198,2,0.1,0.6935,0.7641,21.1499,2,7.69,3.4,42.0756,154,isolated|stable|focused_att|deep_conn|dead,70,21
8,73,18,20,3,False,-1.4267,2,0.0,0.6795,0.8141,0.0,0,5.69,2.68,0.0,71,isolated|stable|dead,73,20
8,79,20,33,14,False,-2.7573,5,1.0,0.6872,0.8711,16.3166,20,50.78,23.11,44.3847,1616,social|stable|wide_att|deep_conn|dead,79,33
8,80,20,26,7,False,-2.8036,3,0.6087,0.7055,0.8384,3.8857,14,19.83,8.27,24.3661,512,social|stable|dead,80,26
8,81,20,20,1,False,2.9154,2,0.0667,0.7056,0.8237,1.2408,1,9.82,4.1,1.2408,141,isolated|stable|dead,81,20
8,82,20,28,9,False,1.417,2,0.2222,0.6796,0.7634,0.1116,4,6.09,2.87,0.3317,116,stable|focused_att|dead,82,28
8,83,20,28,9,False,3.1182,2,0.1667,0.639,0.8243,1.8444,3,6.17,3.49,4.5675,102,stable|dead,83,28
8,84,20,23,4,False,2.982,2,0.2727,0.6813,0.8294,5.9974,6,7.98,3.73,15.6977,132,stable|dead,84,23
8,85,20,20,1,False,3.1398,2,0.2,0.6442,0.8233,115.2076,3,7.86,4.34,316.2444,107,stable|deep_conn|dead,85,20
8,86,20,20,1,False,-2.7344,2,0.2,0.66,0.8195,139.6196,3,7.39,3.81,316.2444,80,stable|deep_conn|dead,86,20
8,87,20,20,1,False,-3.0066,2,0.2667,0.684,0.8347,42.4368,4,9.21,4.26,73.3534,113,stable|deep_conn|dead,87,20
8,88,22,24,3,False,-2.8886,5,0.5909,0.6551,0.8743,11.4165,13,51.59,27.16,49.0709,1656,social|stable|wide_att|deep_conn|dead,88,24
8,89,23,,17,True,-1.8295,4,0.8,0.6523,0.8407,10.256,16,32.84,17.51,41.551,1121,social|stable|deep_conn,89,
8,90,27,,13,True,1.8459,4,0.9,0.6299,0.841,7.6466,18,28.2,16.57,38.318,945,social|stable,90,
8,91,27,34,8,False,0.7115,3,0.6842,0.6531,0.7914,2.5653,13,12.41,6.59,12.5317,339,social|stable|focused_att|dead,91,34
8,92,28,31,4,False,-2.7537,3,0.3,0.659,0.826,12.0743,6,15.69,8.12,29.3042,423,stable|deep_conn|dead,92,31
8,93,29,32,4,False,-0.5846,3,0.5238,0.6515,0.8122,8.2598,11,15.51,8.3,27.7457,441,social|stable|dead,93,32
8,94,29,,11,True,0.9081,5,0.9,0.6643,0.8461,13.2877,18,45.18,22.83,51.4542,1685,social|stable|deep_conn,94,
8,95,29,30,2,False,1.9062,3,0.0,0.6416,0.8466,0.0,0,16.04,8.96,0.0,307,isolated|stable|dead,95,30
8,96,30,,10,True,-1.0088,5,0.85,0.6434,0.8457,13.7363,17,45.93,25.45,53.3887,1803,social|stable|deep_conn,96,
8,97,31,,9,True,0.8513,4,0.9,0.682,0.8412,7.0978,18,23.98,11.18,49.2752,749,social|stable,97,
8,98,31,,9,True,-0.1713,5,1.0,0.6528,0.8566,13.8431,20,57.78,30.74,53.3887,1933,social|stable|wide_att|deep_conn,98,
8,99,32,33,2,False,-2.0811,3,0.25,0.6923,0.877,12.283,5,22.06,9.81,24.5627,428,stable|wide_att|deep_conn|dead,99,33
8,100,32,34,3,False,2.2981,3,0.2632,0.624,0.8376,8.7481,5,15.67,9.44,16.3548,394,stable|dead,100,34
8,101,33,35,3,False,0.3547,3,0.1579,0.6801,0.8097,15.4691,3,17.13,8.06,42.2709,476,stable|deep_conn|dead,101,35
8,102,36,38,3,False,-0.9019,3,0.1905,0.6263,0.7973,1.8604,4,13.67,8.16,3.203,378,stable|focused_att|dead,102,38
8,103,36,,4,True,1.3562,3,0.55,0.7081,0.813,10.5431,11,14.48,5.97,31.0296,399,social|stable|deep_conn,103,
8,104,36,38,3,False,-0.3748,3,0.381,0.6698,0.8311,13.0462,8,18.09,8.92,42.1996,493,stable|deep_conn|dead,104,38
8,105,38,,2,True,-1.3838,3,0.2,0.6461,0.8438,13.7833,4,13.74,7.53,34.1127,242,stable|deep_conn,105,
